Text_Type,Book,Chapter,Window,GGL,LL,LLL,G,LGL,LGG,LLG,GGG,LG,GLL,L,GLG,GG,GL
SN,AH,uttara,2251,48,0,6,33,49,31,18,56,4,33,5,69,0,0
SN,AH,uttara,2252,49,0,7,32,48,33,18,59,5,32,5,72,0,0
SN,AH,uttara,2253,48,0,8,32,49,33,18,60,5,32,5,71,0,0
SN,AH,uttara,2254,51,0,9,33,52,38,19,63,4,31,5,72,0,0
SN,AH,uttara,2255,50,0,9,33,52,41,20,62,4,31,5,71,0,0
SN,AH,uttara,2256,54,0,9,33,54,42,20,61,5,34,4,76,0,0
SN,AH,uttara,2257,52,0,9,32,52,42,20,62,6,34,4,79,0,0
SN,AH,uttara,2258,56,0,9,31,52,42,19,62,7,34,4,81,0,0
SN,AH,uttara,2259,55,0,9,31,53,42,19,62,7,36,4,80,0,0
SN,AH,uttara,2260,58,0,12,30,52,43,21,58,8,35,4,80,0,0
SN,AH,uttara,2261,58,0,12,30,52,43,21,59,8,34,4,81,0,0
SN,AH,uttara,2262,59,0,12,30,51,40,22,59,7,35,5,84,0,0
SN,AH,uttara,2263,61,0,12,30,50,41,20,58,7,35,5,87,0,0
SN,AH,uttara,2264,63,0,12,29,52,42,22,61,8,35,5,89,0,0
SN,AH,uttara,2265,62,0,12,28,53,42,23,61,8,36,6,88,0,0
SN,AH,uttara,2266,63,0,12,28,55,42,24,60,7,35,6,86,1,0
SN,AH,uttara,2267,64,0,12,27,55,42,24,59,7,36,7,87,1,0
SN,AH,uttara,2268,68,0,12,27,56,39,24,61,7,35,7,87,2,0
SN,AH,uttara,2269,67,0,12,26,56,42,23,64,7,34,7,87,2,0
SN,AH,uttara,2270,65,0,12,26,57,42,24,66,7,34,7,86,2,0
SN,AH,uttara,2271,65,0,13,25,55,43,25,67,7,33,7,86,3,0
SN,AH,uttara,2272,63,0,13,25,56,44,25,68,7,35,7,85,3,0
SN,AH,uttara,2273,63,0,13,24,54,44,27,70,7,35,7,84,3,0
SN,AH,uttara,2274,64,0,14,23,53,45,28,68,7,36,7,83,4,0
SN,AH,uttara,2275,63,0,14,22,52,45,29,70,7,36,7,83,4,0
SN,AH,uttara,2276,63,0,16,21,52,45,31,73,7,38,7,83,5,0
SN,AH,uttara,2277,63,0,16,20,53,45,31,74,7,37,7,85,6,0
SN,AH,uttara,2278,65,0,16,20,53,43,31,74,7,38,7,86,6,0
SN,AH,uttara,2279,67,0,16,19,52,43,30,74,7,39,8,87,6,0
SN,AH,uttara,2280,67,0,16,20,53,41,29,75,7,39,8,87,6,0
SN,AH,uttara,2281,69,0,16,20,54,41,29,75,7,41,8,89,6,0
SN,AH,uttara,2282,71,0,16,20,55,42,29,75,7,40,7,88,6,0
SN,AH,uttara,2283,71,0,16,21,56,43,30,76,7,40,7,89,6,0
SN,AH,uttara,2284,70,0,16,22,57,43,30,76,7,39,6,88,6,0
SN,AH,uttara,2285,70,0,16,22,58,43,32,77,7,40,6,88,6,0
SN,AH,uttara,2286,68,0,16,22,59,43,33,76,7,40,6,87,6,0
SN,AH,uttara,2287,66,0,16,22,60,43,34,78,7,39,6,84,6,0
SN,AH,uttara,2288,64,0,16,22,60,44,36,78,7,38,6,83,6,0
SN,AH,uttara,2289,63,0,16,22,58,45,36,80,7,39,6,80,6,0
SN,AH,uttara,2290,64,0,15,22,61,44,35,79,7,41,5,79,6,0
SN,AH,uttara,2291,64,0,15,21,61,44,35,81,7,38,6,79,6,0
SN,AH,uttara,2292,65,0,15,21,60,46,34,79,7,38,6,80,6,0
SN,AH,uttara,2293,66,0,14,20,60,45,34,80,7,38,6,79,6,0
SN,AH,uttara,2294,66,0,17,20,61,49,35,78,8,37,6,80,6,0
SN,AH,uttara,2295,67,0,17,20,61,49,34,76,8,35,6,82,6,1
SN,AH,uttara,2296,67,0,17,21,62,45,35,75,8,34,6,78,6,1
SN,AH,uttara,2297,65,0,17,22,63,45,36,76,8,33,5,76,6,1
SN,AH,uttara,2298,62,0,18,21,61,46,35,76,8,32,5,79,6,1
SN,AH,uttara,2299,63,0,17,22,62,46,37,75,7,31,5,77,6,1
SN,AH,uttara,2300,64,0,16,23,63,45,37,69,7,31,5,77,6,1
SN,AH,uttara,2301,62,0,16,23,65,45,38,67,7,31,5,76,6,1
SN,AH,uttara,2302,61,0,15,23,66,44,38,66,6,31,5,74,6,1
SN,AH,uttara,2303,61,0,14,23,65,45,38,64,6,32,5,75,6,1
SN,AH,uttara,2304,59,0,12,22,61,42,37,62,6,31,5,72,6,1
SN,AH,uttara,2305,59,0,12,22,61,39,37,63,6,32,5,72,6,1
SN,AH,uttara,2306,55,0,12,23,61,37,37,63,5,29,5,67,6,1
SN,AH,uttara,2307,54,0,12,24,62,38,38,64,4,29,5,64,6,1
SN,AH,uttara,2308,50,0,12,25,62,39,38,63,3,28,5,64,6,1
SN,AH,uttara,2309,49,0,12,25,61,40,38,64,3,26,5,65,6,1
SN,AH,uttara,2310,48,0,9,25,61,38,37,65,2,25,6,61,6,1
SN,AH,uttara,2311,48,0,9,25,62,37,37,64,2,26,6,60,6,1
SN,AH,uttara,2312,47,0,9,26,63,37,35,64,2,25,5,56,6,1
SN,AH,uttara,2313,47,0,9,26,64,37,36,63,2,25,5,53,6,1
SN,AH,uttara,2314,45,0,9,27,63,35,36,60,1,25,5,49,6,1
SN,AH,uttara,2315,45,0,9,27,62,36,34,61,1,24,5,50,6,1
SN,AH,uttara,2316,42,0,9,28,60,36,33,62,1,23,5,51,5,1
SN,AH,uttara,2317,40,0,9,29,60,37,33,63,1,23,4,49,5,1
SN,AH,uttara,2318,34,0,9,30,61,37,33,62,1,23,4,49,4,1
SN,AH,uttara,2319,34,0,9,31,61,34,33,59,1,23,4,52,4,1
SN,AH,uttara,2320,34,0,9,31,60,34,33,58,1,23,4,53,4,1
SN,AH,uttara,2321,34,0,8,32,62,32,32,58,1,24,4,53,3,1
SN,AH,uttara,2322,33,0,8,33,62,30,32,55,1,23,4,55,3,1
SN,AH,uttara,2323,33,0,8,34,62,32,30,53,1,24,4,55,3,1
SN,AH,uttara,2324,35,0,7,34,63,32,29,55,1,25,4,61,2,1
SN,AH,uttara,2325,36,0,7,35,63,31,28,55,1,25,4,61,2,1
SN,AH,uttara,2326,36,0,5,36,62,31,26,54,1,23,4,60,1,1
SN,AH,uttara,2327,38,0,5,37,61,30,26,52,1,23,4,59,0,1
SN,AH,uttara,2328,36,0,5,37,61,32,26,53,1,22,4,57,0,1
SN,AH,uttara,2329,34,0,5,38,61,33,26,53,1,21,3,57,0,1
SN,AH,uttara,2330,35,0,5,37,59,34,27,54,1,20,3,57,0,1
SN,AH,uttara,2331,34,0,5,37,59,36,27,54,1,18,3,56,0,1
SN,AH,uttara,2332,34,0,5,37,56,36,27,56,1,18,3,56,0,1
SN,AH,uttara,2333,34,0,5,37,56,35,27,56,1,19,3,56,0,1
SN,AH,uttara,2334,34,0,5,37,55,36,27,57,1,19,3,55,0,1
SN,AH,uttara,2335,35,0,5,36,55,37,26,57,1,18,4,55,0,1
SN,AH,uttara,2336,35,0,5,36,54,38,26,59,1,17,4,54,0,1
SN,AH,uttara,2337,36,0,5,36,53,39,25,58,1,17,4,55,0,1
SN,AH,uttara,2338,37,0,5,36,54,39,23,57,1,17,4,55,0,1
SN,AH,uttara,2339,37,0,5,36,55,40,23,56,1,16,4,55,0,1
SN,AH,uttara,2340,36,0,5,37,54,40,23,56,1,15,4,56,0,1
SN,AH,uttara,2341,36,0,5,38,56,39,21,55,1,15,3,58,0,1
SN,AH,uttara,2342,36,0,4,37,57,37,22,56,1,16,3,59,0,1
SN,AH,uttara,2343,34,0,4,38,58,37,22,55,1,16,3,61,0,1
SN,AH,uttara,2344,34,0,1,38,57,35,23,55,0,17,3,60,0,1
SN,AH,uttara,2345,33,0,1,39,57,35,23,56,0,17,3,60,0,0
SN,AH,uttara,2346,33,0,1,39,57,35,22,57,0,17,3,60,0,0
SN,AH,uttara,2347,33,0,1,39,56,36,23,57,0,17,3,59,0,0
SN,AH,uttara,2348,36,0,0,39,57,40,23,61,0,20,3,61,0,0
SN,AH,uttara,2349,35,0,0,38,58,40,21,62,0,21,4,61,0,0
SN,AH,uttara,2350,35,0,0,38,58,41,22,67,0,22,4,61,0,0
SN,AH,uttara,2351,37,0,0,38,57,41,21,67,0,22,4,61,0,0
SN,AH,uttara,2352,37,0,0,38,56,42,21,65,0,23,4,62,0,0
SN,AH,uttara,2353,39,0,1,38,56,41,21,65,0,22,4,61,0,0
SN,AH,uttara,2354,38,0,1,39,57,39,22,66,0,22,4,58,0,0
SN,AH,uttara,2355,40,0,1,39,57,39,21,67,0,21,4,57,0,0
SN,AH,uttara,2356,41,0,1,39,55,39,20,68,0,21,4,58,0,0
SN,AH,uttara,2357,42,0,1,39,56,38,19,67,0,21,4,59,0,0
SN,AH,uttara,2358,43,0,2,38,55,38,19,68,0,24,4,57,0,0
SN,AH,uttara,2359,44,0,2,38,56,37,20,67,0,24,4,56,0,0
SN,AH,uttara,2360,44,0,2,39,57,38,19,66,0,24,3,56,0,0
SN,AH,uttara,2361,46,0,2,39,56,38,19,66,0,23,3,56,0,0
SN,AH,uttara,2362,49,0,2,39,55,40,20,67,0,23,3,58,0,0
SN,AH,uttara,2363,48,0,2,39,55,39,19,69,0,24,3,58,0,0
SN,AH,uttara,2364,48,0,2,39,56,39,17,70,0,23,3,59,0,0
SN,AH,uttara,2365,48,0,2,40,56,38,18,70,0,23,2,59,0,0
SN,AH,uttara,2366,49,0,2,40,56,37,18,69,0,24,2,59,0,0
SN,AH,uttara,2367,49,0,2,40,56,36,19,69,0,23,2,60,0,0
SN,AH,uttara,2368,49,0,2,39,54,36,20,70,0,23,2,63,0,0
SN,AH,uttara,2369,49,0,2,39,55,36,21,71,0,23,2,60,0,0
SN,AH,uttara,2370,50,0,2,39,55,36,20,71,0,23,2,60,0,0
SN,AH,uttara,2371,52,0,2,38,54,37,20,71,0,22,3,59,0,0
SN,AH,uttara,2372,54,0,2,38,55,37,20,74,0,23,3,60,0,0
SN,AH,uttara,2373,55,0,2,38,55,35,20,74,0,23,3,61,0,0
SN,AH,uttara,2374,52,0,2,39,56,35,21,72,0,22,3,54,0,0
SN,AH,uttara,2375,53,0,2,39,56,35,22,71,0,22,3,53,0,0
SN,AH,uttara,2376,53,0,2,39,56,35,22,69,0,22,3,55,0,0
SN,AH,uttara,2377,53,0,2,39,56,35,21,70,0,22,3,55,0,0
SN,AH,uttara,2378,54,0,2,39,59,34,21,72,0,21,3,59,0,0
SN,AH,uttara,2379,55,0,2,39,60,33,21,73,0,21,3,57,0,0
SN,AH,uttara,2380,53,0,3,39,61,33,20,73,0,22,3,57,0,0
SN,AH,uttara,2381,53,0,3,39,62,31,20,75,0,22,3,56,0,0
SN,AH,uttara,2382,50,0,3,39,63,31,20,74,0,23,3,58,0,0
SN,AH,uttara,2383,50,0,3,39,63,32,20,73,0,22,3,59,0,0
SN,AH,uttara,2384,50,0,3,39,63,31,20,74,0,22,3,59,0,0
SN,AH,uttara,2385,50,0,3,40,64,30,19,75,0,22,2,59,0,0
SN,AH,uttara,2386,51,0,3,40,64,30,18,74,0,22,2,60,0,0
SN,AH,uttara,2387,51,0,3,40,63,30,18,74,0,23,2,60,0,0
SN,AH,uttara,2388,52,0,3,39,61,31,18,74,0,24,2,62,0,0
SN,AH,uttara,2389,52,0,3,39,61,29,19,75,0,23,2,63,0,0
SN,AH,uttara,2390,52,0,3,38,60,29,19,77,0,23,2,65,0,0
SN,AH,uttara,2391,52,0,3,38,59,31,19,77,0,23,2,64,0,0
SN,AH,uttara,2392,51,0,3,39,59,30,19,77,0,22,2,64,0,0
SN,AH,uttara,2393,52,0,3,39,60,31,19,76,0,21,2,63,0,0
SN,AH,uttara,2394,51,0,3,39,61,31,17,77,0,21,2,64,0,0
SN,AH,uttara,2395,52,0,3,39,61,31,18,77,0,21,2,62,0,0
SN,AH,uttara,2396,51,0,3,39,61,31,18,76,0,21,2,64,0,0
SN,AH,uttara,2397,51,0,3,39,60,30,16,75,0,21,2,64,0,0
SN,AH,uttara,2398,48,0,3,40,60,26,15,71,0,19,2,59,0,0
SN,AH,uttara,2399,48,0,3,41,60,27,15,70,0,18,1,60,0,0
SN,AH,uttara,2400,47,0,3,41,60,26,14,67,0,17,1,59,0,0
SN,AH,uttara,2401,45,0,4,41,60,26,14,67,0,17,1,60,0,0
SN,AH,uttara,2402,45,0,4,42,62,24,14,68,0,16,1,57,0,0
SN,AH,uttara,2403,45,0,3,42,62,24,14,68,0,17,1,57,0,0
SN,AH,uttara,2404,45,0,3,42,63,25,13,66,0,17,1,58,0,0
SN,AH,uttara,2405,44,0,3,41,64,25,13,64,0,18,2,59,0,0
SN,AH,uttara,2406,43,0,3,41,65,26,13,64,0,18,2,58,0,0
SN,AH,uttara,2407,42,0,3,41,64,27,13,64,0,18,2,59,0,0
SN,AH,uttara,2408,41,0,2,42,65,27,13,62,0,15,2,62,0,0
SN,AH,uttara,2409,41,0,2,42,64,27,13,63,0,15,2,62,0,0
SN,AH,uttara,2410,40,0,2,41,64,27,15,65,1,16,2,63,0,0
SN,AH,uttara,2411,40,0,2,41,64,27,14,66,1,16,2,63,0,0
SN,AH,uttara,2412,36,0,2,41,65,25,13,63,1,16,2,64,0,0
SN,AH,uttara,2413,35,0,2,41,66,26,14,61,1,16,2,64,0,0
SN,AH,uttara,2414,35,0,3,40,64,27,14,61,1,16,2,67,0,0
SN,AH,uttara,2415,34,0,3,40,64,27,14,61,1,16,2,68,0,0
SN,AH,uttara,2416,34,0,3,39,63,30,14,61,1,15,2,70,0,0
SN,AH,uttara,2417,35,0,3,39,63,30,13,61,1,16,2,69,0,0
SN,AH,uttara,2418,35,0,3,39,63,33,12,59,1,18,2,67,0,0
SN,AH,uttara,2419,36,0,3,39,63,34,12,57,1,18,2,67,0,0
SN,AH,uttara,2420,36,0,3,38,63,35,15,58,2,19,2,66,0,0
SN,AH,uttara,2421,35,0,3,39,63,34,15,58,2,20,1,67,0,0
SN,AH,uttara,2422,34,0,3,38,62,35,17,56,3,21,1,64,0,0
SN,AH,uttara,2423,33,0,3,38,62,35,17,57,3,21,1,64,0,0
SN,AH,uttara,2424,35,0,3,37,62,36,17,59,4,20,1,65,0,0
SN,AH,uttara,2425,34,0,3,37,62,36,16,59,4,20,1,67,0,0
SN,AH,uttara,2426,34,0,3,36,62,38,18,60,5,22,1,65,0,0
SN,AH,uttara,2427,34,0,3,36,62,38,19,59,5,22,1,65,0,0
SN,AH,uttara,2428,33,0,3,36,59,38,19,58,5,22,1,62,0,0
SN,AH,uttara,2429,32,0,3,36,58,39,19,58,5,22,1,63,0,0
SN,AH,uttara,2430,33,0,2,37,58,38,19,56,5,22,1,63,0,0
SN,AH,uttara,2431,33,0,2,37,57,38,20,56,5,22,1,63,0,0
SN,AH,uttara,2432,34,0,2,38,57,37,21,57,5,21,1,59,0,0
SN,AH,uttara,2433,36,0,2,38,58,37,20,57,5,21,1,57,0,0
SN,AH,uttara,2434,37,0,2,37,58,37,22,57,6,22,1,58,0,0
SN,AH,uttara,2435,36,0,2,37,57,38,22,57,6,23,1,58,0,0
SN,AH,uttara,2436,38,0,2,37,58,40,23,60,6,24,1,59,0,0
SN,AH,uttara,2437,37,0,2,37,60,39,23,61,6,23,1,59,0,0
SN,AH,uttara,2438,36,0,3,37,60,38,24,65,7,22,1,58,0,0
SN,AH,uttara,2439,37,0,3,37,60,39,23,65,7,22,1,57,0,0
SN,AH,uttara,2440,39,0,3,38,60,38,23,64,7,22,1,54,0,0
SN,AH,uttara,2441,40,0,3,37,60,37,24,63,7,22,2,54,0,0
SN,AH,uttara,2442,41,0,3,36,59,40,25,63,7,22,2,53,0,0
SN,AH,uttara,2443,41,0,3,36,57,40,25,65,7,22,2,53,0,0
SN,AH,uttara,2444,43,0,3,36,57,38,26,66,8,21,2,54,0,0
SN,AH,uttara,2445,43,0,3,36,59,39,25,65,8,21,2,53,0,0
SN,AH,uttara,2446,45,0,3,36,59,40,26,63,8,21,2,51,0,0
SN,AH,uttara,2447,47,0,3,36,60,40,27,63,8,21,2,52,0,0
SN,AH,uttara,2448,46,0,3,35,59,41,29,63,8,21,2,54,0,0
SN,AH,uttara,2449,46,0,3,35,59,41,30,62,8,22,2,53,0,0
SN,AH,uttara,2450,47,0,3,34,61,43,33,65,8,22,2,55,0,0
SN,AH,uttara,2451,48,0,2,33,60,43,36,64,8,24,3,54,0,0
SN,AH,uttara,2452,48,0,2,32,58,44,36,65,8,28,3,54,0,0
SN,AH,uttara,2453,46,0,2,32,59,43,37,66,8,28,3,54,0,0
SN,AH,uttara,2454,46,0,2,32,59,44,37,66,8,28,3,53,0,0
SN,AH,uttara,2455,46,0,2,33,59,44,37,68,8,27,2,52,0,0
SN,AH,uttara,2456,49,0,2,32,57,44,38,68,9,27,2,55,0,0
SN,AH,uttara,2457,49,0,2,32,57,44,38,68,9,27,2,55,0,0
SN,AH,uttara,2458,51,0,2,32,58,46,38,69,9,28,2,56,0,0
SN,AH,uttara,2459,51,0,2,32,59,46,39,67,9,28,2,56,0,0
SN,AH,uttara,2460,51,0,2,32,60,46,38,67,9,27,2,57,0,0
SN,AH,uttara,2461,49,0,2,32,60,46,39,67,9,27,2,58,0,0
SN,AH,uttara,2462,50,0,2,32,59,46,39,68,9,27,2,57,0,0
SN,AH,uttara,2463,50,0,2,32,58,45,39,70,9,27,2,57,0,0
SN,AH,uttara,2464,49,0,1,33,60,45,39,70,9,28,2,53,0,0
SN,AH,uttara,2465,50,0,1,33,60,45,39,71,9,28,2,51,0,0
SN,AH,uttara,2466,49,0,1,34,61,44,40,71,9,28,2,48,0,0
SN,AH,uttara,2467,48,0,1,34,61,45,40,70,9,27,2,50,0,0
SN,AH,uttara,2468,48,0,2,34,62,44,40,69,9,26,2,51,0,0
SN,AH,uttara,2469,47,0,2,34,62,44,39,69,9,27,2,52,0,0
SN,AH,uttara,2470,46,0,3,34,61,45,37,66,8,27,2,55,0,0
SN,AH,uttara,2471,48,0,3,34,61,46,37,65,8,26,2,54,0,0
SN,AH,uttara,2472,49,0,4,34,60,46,35,65,7,24,2,55,0,0
SN,AH,uttara,2473,50,0,4,33,60,47,35,63,7,23,3,56,0,0
SN,AH,uttara,2474,48,0,4,33,58,45,35,64,6,25,3,57,0,0
SN,AH,uttara,2475,48,0,4,33,58,46,35,64,6,25,3,56,0,0
SN,AH,uttara,2476,47,0,4,34,58,44,33,63,5,23,3,59,0,0
SN,AH,uttara,2477,46,0,4,34,58,44,32,64,5,23,3,60,0,0
SN,AH,uttara,2478,47,0,4,33,57,43,32,65,5,23,3,63,0,0
SN,AH,uttara,2479,47,0,4,33,58,43,32,64,5,23,3,63,0,0
SN,AH,uttara,2480,46,0,4,32,57,46,32,65,5,24,3,63,0,0
SN,AH,uttara,2481,47,0,4,32,57,46,31,64,5,24,3,64,0,0
SN,AH,uttara,2482,48,0,4,32,57,46,30,63,5,24,3,65,0,0
SN,AH,uttara,2483,46,0,4,32,56,45,30,64,5,24,3,68,0,0
SN,AH,uttara,2484,47,0,4,33,56,45,28,62,4,24,3,68,0,0
SN,AH,uttara,2485,48,0,4,32,57,44,28,61,4,24,4,70,0,0
SN,AH,uttara,2486,45,0,4,32,58,41,27,57,4,23,4,70,0,0
SN,AH,uttara,2487,45,0,4,32,57,42,27,57,4,23,4,70,0,0
SN,AH,uttara,2488,45,0,3,32,57,43,26,55,3,23,4,71,0,0
SN,AH,uttara,2489,45,0,3,32,57,43,26,53,3,24,4,72,0,0
SN,AH,uttara,2490,45,0,3,31,57,45,28,55,4,23,4,72,0,0
SN,AH,uttara,2491,44,0,3,32,58,44,27,57,4,23,3,72,0,0
SN,AH,uttara,2492,43,0,3,33,59,42,26,57,4,23,3,72,0,0
SN,AH,uttara,2493,44,0,3,33,60,41,27,55,4,23,3,72,0,0
SN,AH,uttara,2494,42,0,3,34,60,41,26,53,3,23,3,72,0,0
SN,AH,uttara,2495,42,0,3,34,59,40,27,54,3,23,3,72,0,0
SN,AH,uttara,2496,40,0,3,33,59,40,27,56,3,24,3,74,0,0
SN,AH,uttara,2497,38,0,3,33,59,41,27,56,3,24,3,75,0,0
SN,AH,uttara,2498,38,0,4,33,59,42,26,57,3,23,3,74,0,0
SN,AH,uttara,2499,38,0,4,33,58,41,25,59,3,23,3,75,0,0
SN,AH,uttara,2500,37,0,4,33,55,41,22,56,3,24,3,74,0,0
SN,AH,uttara,2501,37,0,4,34,57,41,19,57,3,23,2,73,0,0
SN,AH,uttara,2502,38,0,4,35,59,40,19,56,3,19,2,72,0,0
SN,AH,uttara,2503,39,0,4,35,58,40,19,56,3,19,2,72,0,0
SN,AH,uttara,2504,39,0,4,35,57,38,19,58,3,20,2,72,0,0
SN,AH,uttara,2505,38,0,4,35,56,38,20,59,3,20,2,72,0,0
SN,AH,uttara,2506,38,0,4,36,57,40,19,60,2,21,2,71,0,0
SN,AH,uttara,2507,39,0,4,36,57,39,19,60,2,22,2,70,0,0
SN,AH,uttara,2508,39,0,4,35,55,38,20,60,2,21,2,68,0,0
SN,AH,uttara,2509,39,0,4,35,54,38,19,61,2,21,2,69,0,0
SN,AH,uttara,2510,38,0,4,36,52,37,19,62,1,21,2,67,0,0
SN,AH,uttara,2511,38,0,4,36,52,37,18,61,1,23,2,67,0,0
SN,AH,uttara,2512,38,0,5,35,52,38,19,61,1,23,2,67,0,0
SN,AH,uttara,2513,38,0,5,35,52,39,18,60,1,22,2,69,0,0
SN,AH,uttara,2514,40,1,6,34,51,39,18,61,1,21,2,72,0,0
SN,AH,uttara,2515,39,1,6,33,51,40,18,59,1,21,3,74,0,0
SN,AH,uttara,2516,39,1,6,33,51,40,17,58,1,22,3,75,0,0
SN,AH,uttara,2517,40,1,6,33,53,39,17,58,1,22,3,73,0,0
SN,AH,uttara,2518,40,1,5,34,54,37,18,59,1,21,3,71,0,0
SN,AH,uttara,2519,40,1,5,34,53,37,18,60,1,20,3,72,0,0
SN,AH,uttara,2520,41,1,4,34,53,38,17,61,1,19,3,72,0,0
SN,AH,uttara,2521,38,1,4,34,54,38,17,62,1,19,3,73,0,0
SN,AH,uttara,2522,38,1,3,34,54,39,17,62,1,18,3,74,0,0
SN,AH,uttara,2523,38,1,3,35,54,38,17,64,1,18,2,73,0,0
SN,AH,uttara,2524,39,1,3,36,55,39,16,61,1,16,2,73,0,0
SN,AH,uttara,2525,38,1,3,36,55,38,16,63,1,16,2,73,0,0
SN,AH,uttara,2526,40,1,3,36,55,38,16,63,1,16,2,71,0,0
SN,AH,uttara,2527,40,1,3,36,55,38,16,63,1,16,2,71,0,0
SN,AH,uttara,2528,41,1,3,36,56,39,16,61,1,17,2,69,0,0
SN,AH,uttara,2529,42,1,3,36,56,39,16,61,1,17,2,68,0,0
SN,AH,uttara,2530,43,1,3,36,57,37,16,60,1,16,2,70,0,0
SN,AH,uttara,2531,42,1,3,36,58,37,16,61,1,16,2,69,0,0
SN,AH,uttara,2532,41,1,3,35,58,38,17,62,1,17,2,69,0,0
SN,AH,uttara,2533,41,1,3,35,58,38,17,63,1,17,2,68,0,0
SN,AH,uttara,2534,38,1,4,34,57,39,17,65,1,16,2,70,0,0
SN,AH,uttara,2535,38,1,4,35,57,39,17,65,1,16,1,68,0,0
SN,AH,uttara,2536,38,1,4,35,55,40,18,65,1,17,1,67,0,0
SN,AH,uttara,2537,38,1,4,35,56,39,19,65,1,17,1,66,0,0
SN,AH,uttara,2538,38,1,5,35,57,38,19,63,1,17,1,67,0,0
SN,AH,uttara,2539,38,1,5,35,57,37,19,65,1,16,1,67,0,0
SN,AH,uttara,2540,37,1,5,35,58,36,18,63,0,16,1,69,0,0
SN,AH,uttara,2541,37,1,5,35,57,36,19,63,0,16,1,69,0,0
SN,AH,uttara,2542,37,1,5,35,58,35,18,64,0,16,1,69,0,0
SN,AH,uttara,2543,35,1,5,35,58,37,17,65,0,16,1,69,0,0
SN,AH,uttara,2544,36,1,5,34,57,38,17,65,0,17,1,70,0,0
SN,AH,uttara,2545,37,1,5,34,57,38,16,64,0,17,1,71,0,0
SN,AH,uttara,2546,38,1,5,35,57,37,15,64,0,16,1,70,0,0
SN,AH,uttara,2547,38,1,5,35,57,36,14,67,0,16,1,69,0,0
SN,AH,uttara,2548,39,1,4,36,58,34,14,66,0,16,1,68,0,0
SN,AH,uttara,2549,39,1,4,36,58,35,14,65,0,15,1,69,0,0
SN,AH,uttara,2550,41,1,4,37,58,33,14,65,0,14,1,67,0,0
SN,AH,uttara,2551,40,1,4,37,57,34,15,64,0,13,1,69,0,0
SN,AH,uttara,2552,42,1,4,37,58,35,15,65,0,13,1,72,0,0
SN,AH,uttara,2553,43,1,4,37,57,35,15,65,0,12,1,73,0,0
SN,AH,uttara,2554,42,1,4,37,58,35,16,65,0,11,1,73,0,0
SN,AH,uttara,2555,42,1,4,37,59,36,15,63,0,12,1,73,0,0
SN,AH,uttara,2556,40,1,4,36,60,33,17,62,1,11,1,74,0,0
SN,AH,uttara,2557,39,1,4,36,60,34,17,61,1,11,1,75,0,0
SN,AH,uttara,2558,38,1,4,37,61,32,17,62,1,11,1,73,0,0
SN,AH,uttara,2559,38,1,4,37,62,32,16,62,1,11,1,73,0,0
SN,AH,uttara,2560,40,1,4,36,61,34,15,61,1,12,1,74,0,0
SN,AH,uttara,2561,42,1,4,36,61,33,15,62,1,10,1,74,0,0
SN,AH,uttara,2562,42,1,3,36,61,32,15,63,1,10,2,72,0,0
SN,AH,uttara,2563,43,1,3,36,61,31,16,64,1,10,2,70,0,0
SN,AH,uttara,2564,41,0,2,37,63,30,17,62,1,10,2,68,0,0
SN,AH,uttara,2565,41,0,2,38,63,29,16,65,1,10,1,67,0,0
SN,AH,uttara,2566,44,0,2,37,62,28,17,68,2,9,1,68,0,0
SN,AH,uttara,2567,43,0,2,36,60,30,17,68,2,9,2,69,0,0
SN,AH,uttara,2568,44,0,2,36,59,30,17,68,2,9,2,69,0,0
SN,AH,uttara,2569,45,0,2,36,58,29,18,69,2,9,2,68,0,0
SN,AH,uttara,2570,47,0,2,36,58,27,19,68,2,9,2,68,0,0
SN,AH,uttara,2571,48,0,2,36,58,26,19,67,2,9,2,69,0,0
SN,AH,uttara,2572,47,0,2,36,59,25,21,67,2,9,2,68,0,0
SN,AH,uttara,2573,46,0,2,36,60,25,23,66,2,9,2,67,0,0
SN,AH,uttara,2574,46,0,2,36,60,25,23,68,2,9,2,65,0,0
SN,AH,uttara,2575,46,0,2,36,61,26,23,65,2,11,2,64,0,0
SN,AH,uttara,2576,45,0,2,36,62,26,23,65,2,11,2,64,0,0
SN,AH,uttara,2577,46,0,2,36,62,27,23,65,2,11,2,62,0,0
SN,AH,uttara,2578,45,0,2,37,62,27,23,65,2,10,2,61,0,0
SN,AH,uttara,2579,44,0,2,36,62,26,23,65,2,11,3,62,0,0
SN,AH,uttara,2580,46,0,3,36,62,26,25,65,3,10,3,60,0,0
SN,AH,uttara,2581,48,0,3,36,61,26,26,63,3,10,3,60,0,0
SN,AH,uttara,2582,47,0,3,36,60,27,26,61,3,11,3,62,0,0
SN,AH,uttara,2583,49,0,3,36,60,28,26,60,3,11,3,60,0,0
SN,AH,uttara,2584,49,0,2,37,62,28,26,58,3,11,3,58,0,0
SN,AH,uttara,2585,48,0,2,37,61,30,26,59,3,10,3,58,0,0
SN,AH,uttara,2586,50,0,2,37,63,30,25,61,3,10,3,61,0,0
SN,AH,uttara,2587,50,0,2,37,62,30,24,60,3,10,3,64,0,0
SN,AH,uttara,2588,50,0,1,37,61,36,24,63,3,10,3,65,0,0
SN,AH,uttara,2589,49,0,1,37,62,36,24,62,3,10,3,66,0,0
