Text_Type,Book,Chapter,Window,LGL,GGL,LGG,GLG,LLG,GLL,G,LLL,L,GGG,LG,GL,GG,LL
SN,AH,shareera,978,59,34,42,58,22,13,36,1,6,53,0,0,0,0
SN,AH,shareera,979,59,35,42,58,22,12,36,1,6,53,0,0,0,0
SN,AH,shareera,980,57,37,43,59,21,12,35,2,6,54,0,0,0,0
SN,AH,shareera,981,56,37,42,58,22,12,35,2,6,56,0,0,0,0
SN,AH,shareera,982,55,39,41,57,22,12,35,1,6,58,0,0,0,0
SN,AH,shareera,983,56,38,42,57,22,11,35,1,6,58,0,0,0,0
SN,AH,shareera,984,56,39,42,55,21,11,35,1,6,60,0,0,0,0
SN,AH,shareera,985,57,40,41,56,20,11,35,1,6,59,0,0,0,0
SN,AH,shareera,986,56,42,40,54,20,11,35,1,6,61,0,0,0,0
SN,AH,shareera,987,56,42,40,55,20,11,35,1,6,60,0,0,0,0
SN,AH,shareera,988,56,42,40,56,20,11,36,1,5,59,0,0,0,0
SN,AH,shareera,989,56,43,39,55,21,11,37,1,4,59,0,0,0,0
SN,AH,shareera,990,57,44,39,54,21,11,37,1,4,58,0,0,0,0
SN,AH,shareera,991,57,44,39,54,20,12,36,1,5,58,0,0,0,0
SN,AH,shareera,992,57,44,39,54,19,12,36,1,5,59,0,0,0,0
SN,AH,shareera,993,57,44,39,55,20,12,35,1,6,57,0,0,0,0
SN,AH,shareera,994,56,43,38,55,20,11,35,1,7,58,0,0,0,0
SN,AH,shareera,995,56,42,37,54,22,11,35,1,7,59,0,0,0,0
SN,AH,shareera,996,55,42,39,54,21,10,35,1,7,60,0,0,0,0
SN,AH,shareera,997,55,41,39,54,20,10,35,1,7,62,0,0,0,0
SN,AH,shareera,998,56,41,40,54,19,11,35,1,7,60,0,0,0,0
SN,AH,shareera,999,55,41,41,53,20,11,35,1,7,60,0,0,0,0
SN,AH,shareera,1000,55,41,42,53,20,12,35,1,7,58,0,0,0,0
SN,AH,shareera,1001,54,40,41,53,21,14,35,1,7,58,0,0,0,0
SN,AH,shareera,1002,54,39,42,55,20,15,35,1,7,56,0,0,0,0
SN,AH,shareera,1003,54,38,44,55,19,16,35,1,7,55,0,0,0,0
SN,AH,shareera,1004,54,39,45,55,19,16,35,1,7,53,0,0,0,0
SN,AH,shareera,1005,54,38,45,56,19,17,34,1,8,52,0,0,0,0
SN,AH,shareera,1006,52,38,46,52,19,16,34,1,8,50,0,0,0,0
SN,AH,shareera,1007,52,40,45,52,19,16,33,1,9,49,0,0,0,0
SN,AH,shareera,1008,52,42,45,51,19,15,33,1,9,49,0,0,0,0
SN,AH,shareera,1009,51,42,45,52,19,15,33,1,9,49,0,0,0,0
SN,AH,shareera,1010,51,40,44,53,20,15,33,2,9,49,0,0,0,0
SN,AH,shareera,1011,50,39,43,55,21,15,34,2,8,49,0,0,0,0
SN,AH,shareera,1012,50,40,43,55,21,15,35,2,7,48,0,0,0,0
SN,AH,shareera,1013,50,39,43,56,20,15,34,2,8,49,0,0,0,0
SN,AH,shareera,1014,52,39,41,57,19,14,34,2,9,47,0,0,0,0
SN,AH,shareera,1015,52,38,40,58,20,14,34,2,9,47,0,0,0,0
SN,AH,shareera,1016,52,38,40,60,20,14,33,2,10,45,0,0,0,0
SN,AH,shareera,1017,51,40,39,60,20,14,32,2,11,45,0,0,0,0
SN,AH,shareera,1018,52,39,37,59,20,14,32,2,12,45,0,0,0,0
SN,AH,shareera,1019,52,39,39,60,19,12,31,2,13,45,0,0,0,0
SN,AH,shareera,1020,54,39,36,59,18,11,32,2,13,46,0,0,0,0
SN,AH,shareera,1021,54,40,36,58,19,11,32,2,13,45,0,0,0,0
SN,AH,shareera,1022,55,39,35,57,20,10,33,2,13,44,0,0,0,0
SN,AH,shareera,1023,54,42,34,57,21,10,33,2,13,42,0,0,0,0
SN,AH,shareera,1024,54,41,32,58,22,10,33,2,13,43,0,0,0,0
SN,AH,shareera,1025,54,41,33,58,23,10,33,2,13,41,0,0,0,0
SN,AH,shareera,1026,54,38,34,61,23,11,32,2,13,42,0,0,0,0
SN,AH,shareera,1027,54,37,32,62,23,11,32,2,13,44,0,0,0,0
SN,AH,shareera,1028,54,38,32,61,23,12,32,2,13,43,0,0,0,0
SN,AH,shareera,1029,54,37,32,62,24,12,32,2,13,42,0,0,0,0
SN,AH,shareera,1030,55,35,32,60,24,13,33,1,13,42,0,0,0,0
SN,AH,shareera,1031,55,34,33,61,23,13,33,1,13,42,0,0,0,0
SN,AH,shareera,1032,56,32,33,63,23,13,33,1,13,43,1,0,0,0
SN,AH,shareera,1033,57,32,32,63,24,13,33,1,13,42,1,0,0,0
SN,AH,shareera,1034,56,32,33,65,24,14,32,2,13,41,1,0,0,0
SN,AH,shareera,1035,55,31,34,65,25,14,32,2,13,41,1,0,0,0
SN,AH,shareera,1036,55,30,35,65,26,14,32,2,13,40,1,0,0,0
SN,AH,shareera,1037,54,31,34,66,26,14,32,2,13,40,1,0,0,0
SN,AH,shareera,1038,54,32,33,66,27,13,32,2,13,40,1,0,0,0
SN,AH,shareera,1039,54,32,33,67,26,13,32,2,13,40,1,0,0,0
SN,AH,shareera,1040,53,32,34,66,26,13,31,2,14,41,1,0,0,0
SN,AH,shareera,1041,53,32,33,64,27,12,31,2,14,44,1,0,0,0
SN,AH,shareera,1042,52,32,34,64,27,12,32,2,13,44,1,0,0,0
SN,AH,shareera,1043,52,33,34,63,26,13,33,2,12,44,1,0,0,0
SN,AH,shareera,1044,52,34,34,62,26,13,34,2,11,44,1,0,0,0
SN,AH,shareera,1045,53,35,34,63,24,13,34,2,11,43,1,0,0,0
SN,AH,shareera,1046,54,34,32,63,24,13,35,2,11,42,1,0,0,0
SN,AH,shareera,1047,54,34,33,63,25,13,35,2,11,40,1,0,0,0
SN,AH,shareera,1048,54,34,32,64,26,12,35,2,11,40,1,0,0,0
SN,AH,shareera,1049,54,35,31,66,26,12,35,2,11,38,1,0,0,0
SN,AH,shareera,1050,55,36,31,65,26,11,35,2,11,38,1,0,0,0
SN,AH,shareera,1051,56,36,31,64,26,10,35,2,11,39,1,0,0,0
SN,AH,shareera,1052,57,37,31,62,26,10,35,2,11,39,1,0,0,0
SN,AH,shareera,1053,56,37,29,63,27,9,35,2,11,41,1,0,0,0
SN,AH,shareera,1054,56,35,28,65,27,9,35,2,11,42,1,0,0,0
SN,AH,shareera,1055,57,36,28,62,27,8,35,2,11,44,1,0,0,0
SN,AH,shareera,1056,57,35,27,62,27,9,35,2,11,45,1,0,0,0
SN,AH,shareera,1057,58,35,26,62,27,9,36,2,10,45,1,0,0,0
SN,AH,shareera,1058,58,36,27,63,28,9,35,2,10,44,1,0,0,0
SN,AH,shareera,1059,59,37,27,62,27,10,35,2,10,43,1,0,0,0
SN,AH,shareera,1060,61,37,26,59,27,10,36,1,10,43,1,0,0,0
SN,AH,shareera,1061,61,36,27,58,27,10,35,1,11,44,1,0,0,0
SN,AH,shareera,1062,60,35,29,60,27,11,34,2,11,43,1,0,0,0
SN,AH,shareera,1063,61,35,29,60,27,11,35,2,10,42,1,0,0,0
SN,AH,shareera,1064,59,36,29,60,27,12,35,2,9,45,1,0,0,0
SN,AH,shareera,1065,58,37,29,60,26,12,35,2,9,46,1,0,0,0
SN,AH,shareera,1066,58,37,29,58,26,12,36,2,8,48,1,0,0,0
SN,AH,shareera,1067,59,35,29,57,26,12,37,2,7,50,1,0,0,0
SN,AH,shareera,1068,60,36,29,55,26,12,38,2,6,50,1,0,0,0
SN,AH,shareera,1069,62,35,27,54,26,12,39,2,5,52,1,0,0,0
SN,AH,shareera,1070,61,35,27,54,25,12,39,2,5,54,1,0,0,0
SN,AH,shareera,1071,61,35,28,56,24,12,39,2,5,52,1,0,0,0
SN,AH,shareera,1072,61,36,28,55,23,12,39,2,5,53,1,0,0,0
SN,AH,shareera,1073,61,34,28,57,22,12,39,2,5,54,1,0,0,0
SN,AH,shareera,1074,60,33,30,57,23,13,39,2,4,55,1,0,0,0
SN,AH,shareera,1075,60,33,30,58,21,13,39,2,4,56,1,0,0,0
SN,AH,shareera,1076,61,34,32,57,21,12,40,2,4,59,1,0,0,0
SN,AH,shareera,1077,62,34,32,57,21,13,40,2,4,57,1,0,0,0
SN,AH,shareera,1078,61,36,33,59,22,12,39,3,4,57,2,0,0,0
SN,AH,shareera,1079,61,36,34,58,21,12,39,3,4,58,2,0,0,0
SN,AH,shareera,1080,60,36,35,60,22,13,38,3,4,57,2,0,0,0
SN,AH,shareera,1081,61,38,35,59,22,13,38,3,4,55,2,0,0,0
SN,AH,shareera,1082,61,38,34,57,21,13,39,3,4,54,1,0,0,0
SN,AH,shareera,1083,60,39,35,57,20,13,39,3,4,54,1,0,0,0
SN,AH,shareera,1084,60,40,33,59,20,14,39,2,4,53,1,0,0,0
SN,AH,shareera,1085,60,40,32,58,20,14,39,2,4,55,1,0,0,0
SN,AH,shareera,1086,62,41,32,59,19,14,38,3,4,56,2,0,0,0
SN,AH,shareera,1087,64,40,31,56,20,15,38,3,4,57,2,0,0,0
SN,AH,shareera,1088,64,39,31,56,19,16,38,3,4,58,2,0,0,0
SN,AH,shareera,1089,65,39,31,55,19,17,38,3,4,57,2,0,0,0
SN,AH,shareera,1090,65,39,32,56,19,18,38,3,3,57,2,0,0,0
SN,AH,shareera,1091,65,40,33,57,19,18,39,3,2,54,2,0,0,0
SN,AH,shareera,1092,65,42,33,58,20,18,38,3,2,55,3,0,0,0
SN,AH,shareera,1093,65,42,33,59,20,17,38,3,2,55,3,0,0,0
SN,AH,shareera,1094,64,43,36,60,21,17,37,3,2,53,3,0,0,0
SN,AH,shareera,1095,63,42,36,60,22,17,36,3,3,54,3,0,0,0
SN,AH,shareera,1096,63,41,36,59,22,17,36,3,3,56,3,0,0,0
SN,AH,shareera,1097,64,42,35,58,21,18,36,3,3,56,3,0,0,0
SN,AH,shareera,1098,62,44,36,57,21,18,36,3,3,56,3,0,0,0
SN,AH,shareera,1099,61,43,36,55,20,18,35,3,3,56,3,0,1,0
