Text_Type,Book,Chapter,Window,G,LGL,LGG,L,LLL,GGL,GLG,LLG,GLL,LG,GGG,LL,GG
SN,AH,sutra,739,37,58,40,3,2,46,70,19,14,0,68,0,0
SN,AH,sutra,740,37,58,41,3,2,46,70,19,14,0,67,0,0
SN,AH,sutra,741,37,58,42,3,2,47,70,19,14,0,65,0,0
SN,AH,sutra,742,37,58,41,3,2,47,68,20,14,0,67,0,0
SN,AH,sutra,743,37,58,41,3,2,47,69,19,12,0,69,0,0
SN,AH,sutra,744,37,59,41,3,2,47,68,20,12,0,68,0,0
SN,AH,sutra,745,37,59,41,3,2,46,69,20,12,0,68,0,0
SN,AH,sutra,746,37,59,41,3,2,46,69,20,11,0,69,0,0
SN,AH,sutra,747,36,58,42,3,2,45,70,20,12,1,73,0,0
SN,AH,sutra,748,36,58,43,3,2,45,69,20,12,1,73,0,0
SN,AH,sutra,749,35,58,45,3,2,45,69,20,12,2,76,0,0
SN,AH,sutra,750,35,57,44,3,2,46,69,21,11,2,77,0,0
SN,AH,sutra,751,36,59,41,3,2,45,68,21,11,2,77,0,0
SN,AH,sutra,752,36,60,41,3,2,45,68,21,11,2,76,0,0
SN,AH,sutra,753,37,61,40,3,1,43,66,21,12,2,77,0,0
SN,AH,sutra,754,37,59,40,3,1,42,68,21,12,2,78,0,0
SN,AH,sutra,755,37,58,38,3,1,44,67,22,13,3,80,0,0
SN,AH,sutra,756,38,57,37,2,1,46,66,23,13,3,80,0,0
SN,AH,sutra,757,39,54,35,2,1,44,64,22,12,3,80,0,0
SN,AH,sutra,758,39,52,35,2,1,44,66,22,13,3,79,0,0
SN,AH,sutra,759,39,54,35,2,1,45,64,23,13,3,77,0,0
SN,AH,sutra,760,39,55,34,2,1,47,62,23,12,3,78,0,0
SN,AH,sutra,761,40,55,33,2,1,48,59,24,12,3,77,0,0
SN,AH,sutra,762,40,56,33,2,1,48,59,25,12,3,75,0,0
SN,AH,sutra,763,40,56,33,2,1,48,60,25,12,3,69,0,0
SN,AH,sutra,764,40,57,33,2,1,47,61,25,12,3,68,0,0
SN,AH,sutra,765,40,57,33,2,1,45,61,26,12,3,69,0,0
SN,AH,sutra,766,40,57,33,2,1,45,61,27,12,3,68,0,0
SN,AH,sutra,767,41,57,32,2,1,44,60,28,11,3,68,0,0
SN,AH,sutra,768,41,57,33,2,1,43,59,28,11,3,69,0,0
SN,AH,sutra,769,41,56,32,2,1,45,59,29,11,3,68,0,0
SN,AH,sutra,770,41,56,32,2,1,45,57,30,12,3,68,0,0
SN,AH,sutra,771,41,54,32,1,1,44,53,31,13,3,68,0,0
SN,AH,sutra,772,41,56,32,1,1,42,53,31,14,3,67,0,0
SN,AH,sutra,773,42,56,31,1,1,42,50,32,14,3,67,0,0
SN,AH,sutra,774,42,58,32,1,1,41,50,31,14,3,66,0,0
SN,AH,sutra,775,42,59,31,1,1,39,47,31,14,3,63,0,0
SN,AH,sutra,776,42,60,32,1,1,38,47,31,15,3,61,0,0
SN,AH,sutra,777,43,62,31,1,1,38,48,31,18,3,61,0,0
SN,AH,sutra,778,43,62,32,1,1,37,50,31,18,3,59,0,0
SN,AH,sutra,779,42,61,34,1,2,36,53,32,18,3,57,0,0
SN,AH,sutra,780,42,61,34,1,2,35,54,33,18,3,56,0,0
SN,AH,sutra,781,42,62,33,1,2,35,55,32,17,3,57,0,0
SN,AH,sutra,782,42,63,35,1,2,36,55,31,17,3,54,0,0
SN,AH,sutra,783,42,63,35,1,2,33,53,29,18,3,52,0,0
SN,AH,sutra,784,42,63,35,1,2,34,52,28,17,3,54,0,0
SN,AH,sutra,785,43,66,35,1,2,34,53,33,19,3,56,0,0
SN,AH,sutra,786,43,66,36,1,2,35,52,32,19,3,56,0,0
SN,AH,sutra,787,43,67,37,1,2,37,55,32,18,3,58,0,0
SN,AH,sutra,788,44,69,37,0,2,37,55,31,19,3,56,0,0
SN,AH,sutra,789,45,70,35,0,1,36,55,32,19,3,55,0,0
SN,AH,sutra,790,45,70,34,0,1,37,54,32,20,3,55,0,0
SN,AH,sutra,791,45,71,33,0,1,36,54,32,20,3,56,0,0
SN,AH,sutra,792,45,71,34,0,1,36,54,33,21,3,53,0,0
SN,AH,sutra,793,45,71,33,0,1,38,53,33,21,3,53,0,0
SN,AH,sutra,794,45,71,33,0,1,38,53,32,22,3,53,0,0
SN,AH,sutra,795,45,71,34,0,1,37,53,32,22,3,53,0,0
SN,AH,sutra,796,45,71,35,0,1,37,53,32,23,3,51,0,0
SN,AH,sutra,797,46,72,34,0,1,37,52,32,22,2,48,0,0
SN,AH,sutra,798,46,72,32,0,1,37,53,31,22,2,50,0,0
SN,AH,sutra,799,47,72,31,0,1,37,53,30,22,1,47,0,0
SN,AH,sutra,800,47,72,32,0,1,36,53,29,23,1,47,0,0
SN,AH,sutra,801,46,71,33,0,2,37,53,29,23,1,48,0,0
SN,AH,sutra,802,46,70,33,0,2,37,51,29,24,1,50,0,0
SN,AH,sutra,803,46,70,34,0,2,38,50,29,23,1,50,0,0
SN,AH,sutra,804,46,70,34,0,2,38,49,29,23,1,51,0,0
SN,AH,sutra,805,47,70,34,0,2,35,49,28,24,0,49,0,0
SN,AH,sutra,806,47,71,34,0,2,33,48,28,24,0,51,0,0
SN,AH,sutra,807,46,70,34,0,2,35,49,28,23,0,53,0,0
SN,AH,sutra,808,46,70,35,0,2,35,47,29,22,0,54,0,0
SN,AH,sutra,809,46,67,37,0,2,35,47,29,22,0,55,0,0
SN,AH,sutra,810,46,67,37,0,2,33,48,30,22,0,55,0,0
SN,AH,sutra,811,45,66,37,0,2,34,51,29,22,0,56,0,0
SN,AH,sutra,812,44,65,38,1,2,34,49,29,22,0,58,0,0
SN,AH,sutra,813,43,64,38,1,2,35,50,29,22,0,60,0,0
SN,AH,sutra,814,42,62,38,2,2,37,49,29,22,0,61,0,0
SN,AH,sutra,815,42,62,38,2,2,38,48,29,22,0,61,0,0
SN,AH,sutra,816,42,62,39,2,2,39,49,28,22,0,59,0,0
SN,AH,sutra,817,41,62,40,2,2,38,51,27,23,0,60,0,0
SN,AH,sutra,818,41,61,39,2,2,37,52,27,23,0,62,0,0
SN,AH,sutra,819,40,61,41,2,2,36,52,27,24,0,63,0,0
SN,AH,sutra,820,40,61,42,2,2,36,53,26,24,0,62,0,0
SN,AH,sutra,821,41,63,41,2,2,35,53,25,23,0,61,0,0
SN,AH,sutra,822,41,61,40,2,2,36,53,26,22,0,63,0,0
SN,AH,sutra,823,41,61,40,2,2,37,54,25,21,0,63,0,0
SN,AH,sutra,824,41,60,39,2,2,36,55,26,21,0,64,0,0
SN,AH,sutra,825,40,58,40,2,2,35,56,26,23,0,66,0,0
SN,AH,sutra,826,40,57,39,2,2,36,57,26,22,0,67,0,0
SN,AH,sutra,827,40,56,38,2,2,35,56,26,19,0,66,0,0
SN,AH,sutra,828,40,56,38,2,2,36,55,26,19,0,66,0,0
SN,AH,sutra,829,40,57,37,2,1,36,53,26,21,0,67,0,0
SN,AH,sutra,830,39,57,37,3,1,36,53,25,21,0,68,0,0
SN,AH,sutra,831,38,55,40,3,1,38,52,26,22,0,67,0,0
SN,AH,sutra,832,37,55,39,4,1,37,54,26,22,0,67,0,0
SN,AH,sutra,833,37,55,38,4,1,38,54,27,21,0,67,0,0
SN,AH,sutra,834,37,55,39,4,1,37,54,27,21,0,67,0,0
SN,AH,sutra,835,37,53,38,4,1,37,50,22,20,0,64,0,0
SN,AH,sutra,836,37,53,37,4,1,35,51,23,20,0,65,0,0
SN,AH,sutra,837,37,52,36,4,1,34,49,22,20,0,63,0,0
SN,AH,sutra,838,37,50,36,4,1,34,49,23,19,0,65,0,0
SN,AH,sutra,839,37,50,36,4,1,36,47,22,20,0,65,0,0
SN,AH,sutra,840,37,50,36,4,1,35,48,22,19,0,66,0,0
SN,AH,sutra,841,36,48,37,4,1,36,49,21,22,0,66,0,0
SN,AH,sutra,842,36,48,37,4,1,36,50,19,21,0,68,0,0
SN,AH,sutra,843,36,49,37,4,1,36,50,20,21,0,66,0,0
SN,AH,sutra,844,36,49,36,4,1,36,49,21,22,0,66,0,0
SN,AH,sutra,845,36,49,35,4,1,37,48,21,22,0,67,0,0
SN,AH,sutra,846,36,48,33,4,1,36,48,21,21,0,67,0,0
SN,AH,sutra,847,36,48,34,4,1,35,48,20,21,0,68,0,0
SN,AH,sutra,848,36,48,35,4,1,34,48,20,21,0,68,0,0
SN,AH,sutra,849,35,48,36,4,1,34,48,20,23,0,68,0,0
SN,AH,sutra,850,35,48,36,4,1,34,49,20,22,0,68,0,0
SN,AH,sutra,851,36,49,35,4,0,33,47,21,22,0,68,0,0
SN,AH,sutra,852,36,50,35,4,0,34,47,21,21,0,67,0,0
SN,AH,sutra,853,36,51,34,4,0,33,48,22,22,0,65,0,0
SN,AH,sutra,854,36,51,34,4,0,32,48,22,22,0,66,0,0
SN,AH,sutra,855,36,51,34,4,0,32,49,22,20,0,67,0,0
SN,AH,sutra,856,36,50,35,4,0,32,51,21,20,0,66,0,0
SN,AH,sutra,857,37,51,37,4,0,30,48,22,20,0,64,0,0
SN,AH,sutra,858,37,52,36,4,0,30,50,21,21,0,62,0,0
SN,AH,sutra,859,36,53,35,4,0,29,54,20,23,0,61,0,0
SN,AH,sutra,860,36,53,35,4,0,30,53,19,24,0,61,0,0
SN,AH,sutra,861,37,54,35,4,0,29,51,19,23,0,61,0,0
SN,AH,sutra,862,38,54,34,3,0,30,52,18,23,0,61,0,0
SN,AH,sutra,863,39,55,33,3,0,30,50,17,23,0,61,0,0
SN,AH,sutra,864,40,57,34,2,0,28,49,16,24,0,61,0,0
SN,AH,sutra,865,39,59,36,2,1,28,52,17,24,0,63,0,0
SN,AH,sutra,866,39,60,36,2,1,27,51,18,24,0,63,0,0
SN,AH,sutra,867,39,61,35,2,1,30,50,19,24,1,62,0,0
SN,AH,sutra,868,39,62,35,2,1,30,49,20,25,1,60,0,0
SN,AH,sutra,869,39,62,37,2,2,29,51,21,25,1,59,0,0
SN,AH,sutra,870,38,63,35,3,3,30,53,21,25,1,60,0,0
SN,AH,sutra,871,37,62,37,3,6,30,52,21,26,1,61,0,0
SN,AH,sutra,872,36,61,41,3,10,29,52,20,26,1,61,0,0
SN,AH,sutra,873,36,61,40,3,10,28,52,20,26,1,64,0,0
SN,AH,sutra,874,35,61,39,4,10,29,52,19,27,1,64,0,0
SN,AH,sutra,875,36,62,39,4,10,30,52,18,24,1,63,0,0
SN,AH,sutra,876,35,62,39,5,10,31,50,18,24,1,64,0,0
SN,AH,sutra,877,34,61,42,5,11,31,51,17,25,1,63,0,0
SN,AH,sutra,878,34,61,42,5,11,30,50,17,25,1,65,0,0
SN,AH,sutra,879,35,61,42,5,11,29,50,17,23,1,65,0,0
SN,AH,sutra,880,36,61,43,4,11,30,50,17,23,1,63,0,0
SN,AH,sutra,881,36,61,42,4,11,29,51,16,22,1,66,0,0
SN,AH,sutra,882,37,60,43,3,11,31,49,16,22,1,66,0,0
SN,AH,sutra,883,37,59,44,3,11,31,49,17,22,1,65,0,0
SN,AH,sutra,884,37,60,43,3,11,32,48,17,22,1,65,0,0
SN,AH,sutra,885,37,61,42,3,11,31,49,17,21,1,66,0,0
SN,AH,sutra,886,37,61,42,3,11,31,49,17,22,1,65,0,0
SN,AH,sutra,887,37,62,42,3,11,30,48,18,22,1,65,0,0
SN,AH,sutra,888,37,62,42,3,11,30,51,17,22,1,63,0,0
SN,AH,sutra,889,37,63,42,3,11,29,52,17,21,1,63,0,0
SN,AH,sutra,890,37,63,44,3,11,29,50,17,22,1,62,0,0
SN,AH,sutra,891,38,64,44,3,11,29,51,17,19,1,60,0,0
SN,AH,sutra,892,38,63,44,3,11,30,52,17,19,1,59,0,0
SN,AH,sutra,893,38,62,44,3,11,28,53,17,19,1,61,0,0
SN,AH,sutra,894,38,61,45,3,11,28,53,17,17,1,63,0,0
SN,AH,sutra,895,37,60,49,3,11,27,55,17,17,1,62,0,0
SN,AH,sutra,896,37,61,50,3,11,27,56,17,17,1,64,0,0
SN,AH,sutra,897,37,61,50,3,11,27,57,18,17,1,62,0,0
SN,AH,sutra,898,37,62,50,3,11,27,57,19,17,1,60,0,0
SN,AH,sutra,899,38,63,48,3,11,26,58,19,15,1,60,0,0
SN,AH,sutra,900,38,63,47,3,11,27,57,20,15,1,60,0,0
SN,AH,sutra,901,38,61,48,3,11,28,57,20,16,1,59,0,0
SN,AH,sutra,902,38,60,48,3,11,27,57,20,17,1,60,0,0
SN,AH,sutra,903,38,59,49,3,11,27,57,20,17,1,60,0,0
SN,AH,sutra,904,38,59,49,3,11,27,58,20,18,1,58,0,0
SN,AH,sutra,905,37,59,51,3,11,28,59,21,18,1,56,0,0
SN,AH,sutra,906,37,59,52,3,11,29,57,22,18,1,55,0,0
SN,AH,sutra,907,37,59,51,3,11,29,57,22,18,1,56,0,0
SN,AH,sutra,908,37,58,51,3,11,30,58,22,17,1,56,0,0
SN,AH,sutra,909,38,57,50,3,11,32,54,23,15,1,58,0,0
SN,AH,sutra,910,38,56,50,3,11,31,56,23,14,1,59,0,0
SN,AH,sutra,911,38,57,50,3,11,30,55,24,14,1,59,0,0
SN,AH,sutra,912,38,57,50,3,11,31,55,24,14,1,58,0,0
SN,AH,sutra,913,37,56,53,3,11,31,54,25,15,1,58,0,0
SN,AH,sutra,914,37,56,52,3,11,32,54,26,14,1,58,0,0
SN,AH,sutra,915,38,54,51,3,10,31,50,26,14,1,56,0,0
SN,AH,sutra,916,38,53,50,3,10,32,51,25,14,1,57,0,0
SN,AH,sutra,917,38,52,51,3,10,30,53,24,13,0,57,0,0
SN,AH,sutra,918,38,52,51,3,10,31,54,23,12,0,57,0,0
SN,AH,sutra,919,39,53,48,3,9,31,51,22,12,0,57,0,0
SN,AH,sutra,920,40,52,48,2,8,32,49,22,11,0,57,0,0
SN,AH,sutra,921,41,52,45,2,5,33,50,22,10,0,57,0,0
SN,AH,sutra,922,42,53,43,2,1,33,52,22,10,0,55,0,0
SN,AH,sutra,923,41,53,44,2,1,33,55,22,11,1,54,0,0
SN,AH,sutra,924,42,53,44,1,1,33,54,23,10,1,55,0,0
SN,AH,sutra,925,42,53,43,1,1,32,53,24,11,1,56,0,0
SN,AH,sutra,926,43,53,43,0,1,32,53,24,11,1,56,0,0
SN,AH,sutra,927,43,53,43,0,0,33,53,24,10,1,57,0,0
SN,AH,sutra,928,43,53,43,0,0,34,52,25,10,1,56,0,0
SN,AH,sutra,929,42,53,44,0,0,34,54,24,11,1,56,0,0
SN,AH,sutra,930,42,53,43,0,0,34,54,25,11,1,56,0,0
SN,AH,sutra,931,42,53,42,0,0,32,56,26,12,1,55,0,0
SN,AH,sutra,932,42,54,40,0,0,30,57,26,12,1,57,0,0
SN,AH,sutra,933,41,53,40,0,0,30,58,26,13,1,59,0,0
SN,AH,sutra,934,41,52,41,0,0,30,59,26,13,1,58,0,0
SN,AH,sutra,935,40,51,41,0,0,30,60,27,13,1,60,0,0
SN,AH,sutra,936,40,52,42,0,0,30,59,26,12,1,61,0,0
SN,AH,sutra,937,39,52,42,1,0,30,60,25,13,1,60,0,0
SN,AH,sutra,938,38,53,42,2,0,31,57,25,13,1,61,0,0
SN,AH,sutra,939,38,51,42,2,0,31,58,26,13,1,61,0,0
SN,AH,sutra,940,38,51,40,2,0,31,60,26,13,1,61,0,0
SN,AH,sutra,941,37,52,40,2,0,30,59,27,14,2,65,0,0
SN,AH,sutra,942,37,53,40,2,0,29,57,28,15,2,65,0,0
SN,AH,sutra,943,37,53,40,2,0,29,57,27,15,2,66,0,0
SN,AH,sutra,944,37,53,40,2,0,30,57,26,16,2,65,0,0
SN,AH,sutra,945,38,54,36,2,0,29,56,27,17,2,65,0,0
SN,AH,sutra,946,38,55,35,2,0,29,56,27,17,2,65,0,0
SN,AH,sutra,947,38,55,35,2,0,30,56,26,17,2,65,0,0
SN,AH,sutra,948,38,55,34,2,0,31,56,26,17,2,65,0,0
SN,AH,sutra,949,38,55,34,2,0,32,54,26,17,2,66,0,0
SN,AH,sutra,950,38,56,34,2,0,32,54,25,17,2,66,0,0
SN,AH,sutra,951,38,57,33,2,0,31,56,25,16,2,66,0,0
SN,AH,sutra,952,38,57,32,2,0,32,57,25,16,2,65,0,0
SN,AH,sutra,953,38,58,32,2,0,32,56,25,15,2,66,0,0
SN,AH,sutra,954,38,58,32,2,0,32,55,27,15,2,65,0,0
SN,AH,sutra,955,38,57,33,2,1,31,55,26,16,2,65,0,0
SN,AH,sutra,956,38,58,32,2,1,30,56,25,17,2,65,0,0
SN,AH,sutra,957,37,57,34,2,2,30,57,26,18,2,63,0,0
SN,AH,sutra,958,37,58,34,2,2,29,54,28,18,2,64,0,0
SN,AH,sutra,959,37,59,34,2,2,29,54,28,18,2,63,0,0
SN,AH,sutra,960,37,60,34,2,2,29,53,29,18,2,62,0,0
SN,AH,sutra,961,36,60,33,3,2,30,53,30,18,2,61,0,0
SN,AH,sutra,962,36,60,33,3,2,30,54,30,18,2,60,0,0
SN,AH,sutra,963,37,62,31,3,2,29,56,29,17,2,58,0,0
SN,AH,sutra,964,37,61,32,3,2,28,57,28,17,2,59,0,0
SN,AH,sutra,965,37,61,31,3,2,28,58,27,18,2,59,0,0
SN,AH,sutra,966,37,61,31,3,2,28,57,27,18,2,60,0,0
SN,AH,sutra,967,38,61,29,3,2,29,55,28,18,2,59,0,0
SN,AH,sutra,968,38,60,30,3,2,28,55,29,19,2,58,0,0
SN,AH,sutra,969,37,59,29,4,2,29,57,28,18,2,59,0,0
SN,AH,sutra,970,37,59,31,4,2,27,57,28,19,2,58,0,0
SN,AH,sutra,971,36,58,31,4,3,26,58,29,20,2,59,0,0
SN,AH,sutra,972,36,58,29,4,3,26,56,30,20,2,62,0,0
SN,AH,sutra,973,36,59,29,4,3,26,53,32,19,2,63,0,0
SN,AH,sutra,974,36,59,29,4,3,25,54,31,20,2,63,0,0
SN,AH,sutra,975,35,58,30,4,3,27,55,31,21,2,62,0,0
SN,AH,sutra,976,35,58,31,4,3,25,57,32,21,2,60,0,0
SN,AH,sutra,977,36,59,27,4,3,24,56,33,21,2,61,0,0
SN,AH,sutra,978,35,59,26,5,3,23,59,32,22,2,60,0,0
SN,AH,sutra,979,36,59,24,5,3,24,58,33,21,2,59,0,0
SN,AH,sutra,980,36,59,25,5,3,24,58,32,21,2,59,0,0
SN,AH,sutra,981,37,60,25,5,3,25,56,31,21,2,57,0,0
SN,AH,sutra,982,37,59,25,5,3,26,56,31,22,2,56,0,0
SN,AH,sutra,983,38,60,24,5,3,25,56,29,22,2,56,0,0
SN,AH,sutra,984,38,59,23,5,3,24,55,29,22,2,55,0,0
SN,AH,sutra,985,38,58,24,5,4,24,53,30,22,2,53,0,0
SN,AH,sutra,986,37,56,23,5,4,24,53,30,22,2,51,0,0
SN,AH,sutra,987,37,54,24,4,5,25,51,31,22,2,52,0,0
SN,AH,sutra,988,37,52,24,3,5,24,51,31,22,2,50,0,0
SN,AH,sutra,989,36,52,25,3,6,24,49,32,22,2,50,0,0
SN,AH,sutra,990,36,51,25,3,6,24,47,32,21,2,49,0,0
SN,AH,sutra,991,36,49,25,3,7,25,46,33,20,1,46,0,0
SN,AH,sutra,992,35,48,24,3,7,25,46,32,19,1,45,0,0
SN,AH,sutra,993,35,47,25,3,8,28,45,35,19,1,45,0,0
SN,AH,sutra,994,35,47,25,3,8,27,47,35,18,1,45,0,0
SN,AH,sutra,995,35,48,25,3,9,27,47,34,18,1,44,0,0
SN,AH,sutra,996,35,47,26,3,9,28,47,34,18,1,43,0,0
SN,AH,sutra,997,34,46,27,3,9,30,47,35,18,1,43,0,0
SN,AH,sutra,998,34,45,27,3,9,29,48,34,18,1,45,0,0
SN,AH,sutra,999,33,43,28,3,9,31,50,34,18,1,45,0,0
SN,AH,sutra,1000,33,42,28,3,9,32,50,34,18,1,45,0,0
SN,AH,sutra,1001,33,42,30,3,9,32,48,34,18,1,45,0,0
SN,AH,sutra,1002,33,43,30,3,9,32,48,34,17,1,45,0,0
SN,AH,sutra,1003,33,42,29,3,9,33,51,33,17,1,44,0,0
SN,AH,sutra,1004,33,43,29,3,9,33,51,33,16,1,44,0,0
SN,AH,sutra,1005,33,43,28,3,8,35,50,34,15,1,45,0,0
SN,AH,sutra,1006,33,43,27,3,8,35,50,35,15,1,45,0,0
SN,AH,sutra,1007,34,44,24,3,7,36,50,33,15,1,46,0,0
SN,AH,sutra,1008,34,43,24,3,8,37,50,31,16,1,46,0,0
SN,AH,sutra,1009,34,43,24,3,8,35,51,31,17,1,46,0,0
SN,AH,sutra,1010,34,43,24,3,9,35,51,30,18,1,45,0,0
SN,AH,sutra,1011,34,41,26,2,10,34,54,29,18,1,46,0,0
SN,AH,sutra,1012,34,41,27,2,10,33,53,29,18,1,47,0,0
SN,AH,sutra,1013,34,40,26,2,10,33,51,30,19,1,49,0,0
SN,AH,sutra,1014,34,41,26,2,10,33,50,31,19,1,48,0,0
SN,AH,sutra,1015,34,41,28,2,10,33,50,30,18,1,48,0,0
SN,AH,sutra,1016,33,41,28,3,10,34,51,30,18,1,46,0,0
SN,AH,sutra,1017,32,40,32,3,10,33,53,29,18,1,46,0,0
SN,AH,sutra,1018,32,40,32,3,10,34,53,29,17,1,46,0,0
SN,AH,sutra,1019,32,41,32,2,10,33,53,31,18,2,48,0,0
SN,AH,sutra,1020,32,41,30,2,10,33,53,31,17,2,51,0,0
SN,AH,sutra,1021,32,43,30,3,9,34,52,31,16,2,48,0,0
SN,AH,sutra,1022,31,43,30,4,9,35,53,31,16,2,46,0,0
SN,AH,sutra,1023,31,43,29,4,10,36,54,31,16,2,44,0,0
SN,AH,sutra,1024,31,44,29,4,10,36,55,31,15,2,43,0,0
SN,AH,sutra,1025,31,45,28,5,10,34,55,30,13,2,45,0,0
SN,AH,sutra,1026,31,45,27,5,10,35,54,29,13,2,47,0,0
SN,AH,sutra,1027,31,45,27,5,10,36,54,29,13,2,46,0,0
SN,AH,sutra,1028,32,45,28,4,10,36,51,30,12,2,48,0,0
SN,AH,sutra,1029,31,46,30,4,10,35,51,31,12,3,50,0,0
SN,AH,sutra,1030,31,46,29,4,10,35,51,31,12,3,51,0,0
SN,AH,sutra,1031,31,47,28,4,10,34,52,31,11,3,52,0,0
SN,AH,sutra,1032,31,48,29,4,10,34,51,32,10,3,51,0,0
SN,AH,sutra,1033,31,48,30,4,10,35,50,32,10,3,50,0,0
SN,AH,sutra,1034,31,49,30,4,10,37,50,33,10,3,51,0,0
SN,AH,sutra,1035,32,51,30,4,9,37,50,31,10,3,51,0,0
SN,AH,sutra,1036,33,52,32,4,9,38,50,31,11,3,51,0,0
SN,AH,sutra,1037,33,54,31,5,8,38,51,30,10,3,51,0,0
SN,AH,sutra,1038,34,55,32,5,8,39,52,30,10,3,52,0,0
SN,AH,sutra,1039,35,56,32,5,7,38,53,29,10,3,52,0,0
SN,AH,sutra,1040,35,58,33,5,7,38,53,30,10,3,53,0,0
SN,AH,sutra,1041,35,60,32,6,6,38,53,28,10,3,54,0,0
SN,AH,sutra,1042,36,61,33,6,6,39,54,29,10,3,54,0,0
SN,AH,sutra,1043,35,61,33,6,6,37,57,27,10,3,52,0,0
SN,AH,sutra,1044,35,62,32,6,6,38,56,27,10,3,52,0,0
SN,AH,sutra,1045,35,61,32,6,5,39,55,29,9,3,53,0,0
SN,AH,sutra,1046,35,61,31,6,5,38,55,30,9,3,54,0,0
SN,AH,sutra,1047,36,62,31,6,5,35,54,29,9,3,55,0,0
SN,AH,sutra,1048,36,62,32,6,5,36,53,29,9,3,54,0,0
SN,AH,sutra,1049,37,63,31,6,5,34,52,29,9,3,54,0,0
SN,AH,sutra,1050,37,62,31,6,5,32,51,29,9,3,53,0,0
SN,AH,sutra,1051,37,62,29,6,5,32,53,28,10,3,53,0,0
SN,AH,sutra,1052,37,63,29,6,5,32,53,28,10,3,52,0,0
SN,AH,sutra,1053,36,63,29,7,5,32,51,28,10,3,54,0,0
SN,AH,sutra,1054,36,62,30,7,5,33,50,26,10,3,56,0,0
SN,AH,sutra,1055,36,63,29,7,5,31,50,26,11,3,57,0,0
SN,AH,sutra,1056,36,62,29,7,5,31,51,25,11,3,58,0,0
SN,AH,sutra,1057,35,62,31,7,6,30,52,26,10,3,58,0,0
SN,AH,sutra,1058,34,63,31,8,5,31,52,27,9,3,57,0,0
SN,AH,sutra,1059,33,62,32,8,6,31,52,29,9,3,57,0,0
SN,AH,sutra,1060,32,61,32,9,5,33,53,29,8,3,57,0,0
SN,AH,sutra,1061,33,62,31,9,4,33,50,29,8,3,58,0,0
SN,AH,sutra,1062,33,62,31,9,4,32,50,30,9,3,57,0,0
SN,AH,sutra,1063,33,62,32,9,4,35,50,29,8,3,55,0,0
SN,AH,sutra,1064,33,61,32,9,4,35,53,28,8,3,54,0,0
SN,AH,sutra,1065,33,61,32,9,4,35,53,28,8,3,54,0,0
SN,AH,sutra,1066,34,61,32,8,4,33,53,28,9,3,55,0,0
SN,AH,sutra,1067,35,62,28,8,4,32,50,30,10,3,56,0,0
SN,AH,sutra,1068,35,62,28,8,4,32,51,29,10,3,56,0,0
SN,AH,sutra,1069,35,60,31,8,4,32,51,28,10,2,54,0,0
SN,AH,sutra,1070,35,60,32,8,4,32,52,28,10,2,52,0,0
SN,AH,sutra,1071,35,59,33,7,5,31,56,27,10,3,54,0,0
SN,AH,sutra,1072,36,59,33,6,5,31,56,26,10,3,55,0,0
SN,AH,sutra,1073,36,58,35,6,4,31,57,24,10,2,54,0,0
SN,AH,sutra,1074,36,57,36,6,4,31,57,25,10,2,53,0,0
SN,AH,sutra,1075,37,57,37,5,4,31,58,25,10,2,51,0,0
SN,AH,sutra,1076,37,59,37,5,4,30,58,25,11,2,49,0,0
SN,AH,sutra,1077,37,60,37,5,4,31,57,25,11,2,48,0,0
SN,AH,sutra,1078,37,61,36,5,4,33,58,24,11,2,46,0,0
SN,AH,sutra,1079,38,61,34,5,4,33,59,22,11,1,44,0,0
SN,AH,sutra,1080,38,61,34,5,4,32,59,22,12,1,44,0,0
SN,AH,sutra,1081,38,61,35,5,4,32,58,22,12,1,44,0,0
SN,AH,sutra,1082,38,60,35,5,4,33,59,21,12,1,44,0,0
SN,AH,sutra,1083,37,59,36,5,5,34,62,21,11,1,43,0,0
SN,AH,sutra,1084,37,60,36,5,5,32,64,20,11,1,43,0,0
SN,AH,sutra,1085,37,59,36,5,5,31,66,20,11,1,43,0,0
SN,AH,sutra,1086,37,61,34,5,5,30,66,20,11,1,44,0,0
SN,AH,sutra,1087,37,60,37,4,5,29,68,20,12,1,43,0,0
SN,AH,sutra,1088,37,60,36,4,5,29,68,20,12,1,44,0,0
SN,AH,sutra,1089,36,59,35,4,6,29,70,20,14,1,44,0,0
SN,AH,sutra,1090,36,58,35,4,6,29,72,19,14,1,44,0,0
SN,AH,sutra,1091,37,57,35,3,6,28,74,19,14,1,44,0,0
SN,AH,sutra,1092,37,58,34,3,6,27,75,18,14,1,45,0,0
SN,AH,sutra,1093,38,59,33,3,5,28,73,17,14,1,45,0,0
SN,AH,sutra,1094,38,59,33,3,5,27,73,19,14,1,44,0,0
SN,AH,sutra,1095,37,59,35,3,6,28,74,19,14,2,44,0,0
SN,AH,sutra,1096,37,59,35,3,6,29,73,18,14,2,45,0,0
SN,AH,sutra,1097,37,59,34,3,6,30,72,19,14,2,45,0,0
SN,AH,sutra,1098,37,59,33,3,6,29,73,19,14,2,46,0,0
SN,AH,sutra,1099,36,58,34,3,6,28,76,19,15,2,46,0,0
SN,AH,sutra,1100,36,59,35,3,6,28,77,19,15,2,48,0,0
SN,AH,sutra,1101,35,59,35,4,6,28,76,20,14,2,49,0,0
SN,AH,sutra,1102,35,57,35,4,6,29,76,20,14,2,50,0,0
