Text_Type,Book,Chapter,Window,LLL,LGL,LGG,LLG,L,G,LG,GG,GGL,GLG,GLL,GGG,GL,LL
SN,CS,kalpa,1,73,84,80,72,3,8,3,5,73,102,56,104,0,0
SN,CS,kalpa,2,74,86,82,78,3,8,4,5,81,108,56,104,0,0
SN,CS,kalpa,3,74,86,81,79,3,8,4,4,82,108,55,105,0,0
SN,CS,kalpa,4,72,83,78,81,2,9,4,4,80,104,53,99,0,0
SN,CS,kalpa,5,71,81,81,80,2,9,3,4,78,104,52,98,0,0
SN,CS,kalpa,6,67,79,84,77,2,9,3,3,72,95,55,97,0,0
SN,CS,kalpa,7,69,80,88,80,2,8,3,3,82,98,58,99,1,0
SN,CS,kalpa,8,65,78,81,72,3,8,3,2,80,90,55,95,1,0
SN,CS,kalpa,9,67,84,88,79,3,8,3,2,82,92,58,100,1,0
SN,CS,kalpa,10,68,86,90,80,3,8,3,2,86,96,60,102,1,0
SN,CS,kalpa,11,39,65,84,65,3,7,3,2,74,84,47,93,1,0
SN,CS,kalpa,12,37,62,80,66,3,7,3,2,78,82,42,94,2,0
SN,CS,kalpa,13,35,56,83,66,3,6,3,2,77,81,44,84,2,0
SN,CS,kalpa,14,33,57,77,66,3,6,3,2,77,79,46,82,3,0
SN,CS,kalpa,15,33,57,72,69,3,6,4,2,76,81,43,81,3,0
SN,CS,kalpa,16,34,61,73,72,3,6,4,1,75,84,47,80,3,0
SN,CS,kalpa,17,33,61,71,73,3,6,4,1,75,85,46,79,3,0
SN,CS,kalpa,18,33,62,69,73,3,7,4,1,75,85,44,77,3,0
SN,CS,kalpa,19,30,59,67,72,3,7,5,0,74,79,43,76,3,0
SN,CS,kalpa,20,30,60,67,72,3,8,4,0,72,78,43,77,3,0
SN,CS,kalpa,21,30,61,67,72,4,8,4,0,72,79,42,77,3,0
SN,CS,kalpa,22,27,60,65,69,5,8,3,0,69,80,41,74,3,0
SN,CS,kalpa,23,23,53,55,60,5,8,3,0,64,66,37,57,3,0
SN,CS,kalpa,24,23,53,55,60,5,8,3,0,65,65,37,57,3,0
SN,CS,kalpa,25,23,51,57,59,5,8,3,0,65,65,37,57,3,0
SN,CS,kalpa,26,23,50,57,59,5,7,3,1,65,65,37,56,3,0
SN,CS,kalpa,27,21,49,55,53,6,7,2,1,58,60,37,55,3,0
SN,CS,kalpa,28,21,51,55,51,6,8,2,1,57,61,38,55,3,0
SN,CS,kalpa,29,19,52,55,48,6,8,2,1,59,61,38,54,3,0
SN,CS,kalpa,30,19,50,53,47,7,8,2,1,58,62,36,55,3,0
SN,CS,kalpa,31,19,50,44,46,8,8,2,1,53,58,30,47,3,0
SN,CS,kalpa,32,17,50,40,42,8,9,2,1,44,56,27,46,2,0
SN,CS,kalpa,33,17,47,38,39,7,10,2,1,42,55,28,44,2,0
SN,CS,kalpa,34,14,43,31,30,6,11,2,1,38,50,25,39,2,0
SN,CS,kalpa,35,13,42,28,28,5,12,2,1,33,46,23,38,2,0
SN,CS,kalpa,36,12,41,25,27,5,13,2,1,32,43,22,37,2,0
SN,CS,kalpa,37,10,38,22,24,5,14,2,1,28,37,20,33,1,0
SN,CS,kalpa,38,7,35,15,21,6,14,2,1,21,30,14,31,1,0
SN,CS,kalpa,39,5,32,15,20,6,15,2,1,18,28,12,29,0,0
SN,CS,kalpa,40,1,29,14,16,6,16,1,1,16,26,11,26,0,0
SN,CS,kalpa,41,0,25,14,12,6,17,1,1,16,23,8,25,0,0
SN,CS,kalpa,42,0,25,14,11,6,17,1,1,16,23,8,26,0,0
SN,CS,kalpa,43,0,25,13,11,6,17,1,1,16,23,8,27,0,0
SN,CS,kalpa,44,0,26,13,12,6,18,0,1,15,23,7,26,0,0
SN,CS,kalpa,45,0,26,14,11,6,18,0,1,15,23,7,26,0,0
SN,CS,kalpa,46,0,26,14,11,5,19,0,1,16,21,7,27,0,0
SN,CS,kalpa,47,0,26,15,11,4,20,0,1,16,20,7,27,0,0
SN,CS,kalpa,48,0,25,14,12,4,19,1,1,14,19,8,31,0,0
SN,CS,kalpa,49,0,25,13,11,5,18,1,1,14,21,8,31,0,0
SN,CS,kalpa,50,0,26,11,12,5,18,1,1,14,22,8,31,0,0
SN,CS,kalpa,51,0,27,10,11,5,19,1,0,14,24,7,33,0,0
SN,CS,kalpa,52,0,27,9,11,4,19,1,0,14,23,7,34,0,0
SN,CS,kalpa,53,0,25,10,12,4,18,1,1,14,22,7,33,0,0
SN,CS,kalpa,54,0,25,10,12,4,18,1,1,11,23,7,35,0,0
SN,CS,kalpa,55,0,25,9,13,3,19,1,1,13,21,7,35,0,0
SN,CS,kalpa,56,0,24,9,13,2,20,1,1,13,21,7,36,0,0
SN,CS,kalpa,57,0,24,8,14,2,20,1,1,14,20,7,36,0,0
SN,CS,kalpa,58,0,25,9,15,2,20,1,1,14,18,7,35,0,0
SN,CS,kalpa,59,0,24,10,14,2,20,1,1,14,19,6,36,0,0
SN,CS,kalpa,60,0,24,10,13,2,20,1,1,14,20,6,36,0,0
SN,CS,kalpa,61,0,24,9,13,2,20,1,1,14,20,6,37,0,0
SN,CS,kalpa,62,0,24,9,13,2,20,1,1,14,20,6,37,0,0
SN,CS,kalpa,63,0,25,9,13,1,21,1,1,15,19,6,36,0,0
SN,CS,kalpa,64,0,26,10,13,1,21,1,1,15,19,5,35,0,0
SN,CS,kalpa,65,0,26,11,13,2,20,1,1,15,18,4,36,0,0
SN,CS,kalpa,66,0,26,10,14,2,20,1,1,15,17,3,38,0,0
SN,CS,kalpa,67,0,26,12,13,2,19,1,1,15,18,3,36,0,0
SN,CS,kalpa,68,0,26,12,13,3,18,1,1,15,19,3,35,0,0
SN,CS,kalpa,69,0,27,12,12,3,18,1,1,14,20,3,35,0,0
SN,CS,kalpa,70,0,27,11,12,3,18,1,1,14,21,4,34,0,0
SN,CS,kalpa,71,0,27,10,13,3,18,1,1,16,20,4,33,0,0
SN,CS,kalpa,72,0,28,10,14,3,17,1,1,16,22,5,33,0,1
SN,CS,kalpa,73,0,29,10,14,3,18,0,1,17,22,4,31,0,1
SN,CS,kalpa,74,0,29,10,15,2,19,0,1,16,20,5,32,0,1
SN,CS,kalpa,75,0,30,10,14,2,19,0,1,15,20,6,32,0,1
SN,CS,kalpa,76,0,30,11,14,2,19,0,1,16,19,6,31,0,1
SN,CS,kalpa,77,0,30,12,14,2,20,0,1,15,20,7,30,0,1
SN,CS,kalpa,78,0,31,11,14,2,21,0,0,15,22,6,31,0,1
SN,CS,kalpa,79,0,31,11,14,3,20,0,0,16,21,6,31,0,1
SN,CS,kalpa,80,0,31,11,14,3,20,0,0,14,23,6,31,0,1
SN,CS,kalpa,81,0,32,11,14,3,20,0,0,14,23,7,29,0,1
SN,CS,kalpa,82,0,33,11,13,3,20,0,0,12,24,7,30,0,1
SN,CS,kalpa,83,0,33,10,12,3,20,0,0,13,25,6,31,0,1
SN,CS,kalpa,84,0,33,9,12,4,19,0,0,15,26,6,29,0,1
SN,CS,kalpa,85,0,33,9,12,4,19,0,0,17,27,6,26,0,1
SN,CS,kalpa,86,0,33,9,11,4,19,0,0,16,29,7,25,0,1
SN,CS,kalpa,87,0,33,10,11,4,19,0,0,14,30,7,25,0,1
SN,CS,kalpa,88,0,33,12,11,4,19,0,0,14,36,8,28,0,1
SN,CS,kalpa,89,0,32,12,12,4,19,0,0,14,35,8,29,0,1
SN,CS,kalpa,90,0,32,11,13,4,19,0,0,15,35,9,27,0,1
SN,CS,kalpa,91,0,32,12,12,4,19,0,0,15,36,9,26,0,1
SN,CS,kalpa,92,0,32,10,12,5,19,0,0,15,35,9,29,0,1
SN,CS,kalpa,93,0,32,10,11,4,20,0,0,18,34,9,28,0,1
SN,CS,kalpa,94,0,30,12,14,4,20,0,0,19,33,12,31,0,1
SN,CS,kalpa,95,0,29,14,14,4,20,0,0,20,31,11,31,0,1
SN,CS,kalpa,96,0,28,15,14,4,19,0,1,17,31,12,31,0,1
SN,CS,kalpa,97,0,28,14,13,5,19,0,1,19,28,11,30,0,0
SN,CS,kalpa,98,0,28,15,12,5,19,0,1,19,29,11,29,0,0
SN,CS,kalpa,99,0,28,16,11,5,19,0,1,19,30,10,29,0,0
SN,CS,kalpa,100,0,29,16,11,6,18,0,1,20,30,9,28,0,0
SN,CS,kalpa,101,0,29,15,12,6,17,1,1,22,32,10,28,0,0
SN,CS,kalpa,102,0,29,15,13,6,17,1,1,22,31,10,28,0,0
SN,CS,kalpa,103,0,29,15,12,7,16,1,1,24,31,10,27,0,0
SN,CS,kalpa,104,0,29,15,13,6,17,1,1,24,30,10,27,0,0
SN,CS,kalpa,105,0,28,15,12,6,16,1,1,24,29,10,26,0,0
SN,CS,kalpa,106,0,27,14,11,6,16,1,1,25,30,9,27,0,0
SN,CS,kalpa,107,0,26,15,13,6,16,1,1,25,30,9,25,0,0
SN,CS,kalpa,108,0,25,16,15,6,16,1,1,24,29,9,25,0,0
SN,CS,kalpa,109,0,25,16,15,5,17,1,1,22,28,9,28,0,0
SN,CS,kalpa,110,0,25,17,15,5,17,1,1,20,27,9,30,0,0
SN,CS,kalpa,111,0,25,18,15,5,17,1,1,20,27,8,30,0,0
SN,CS,kalpa,112,0,25,18,15,5,17,1,1,20,27,8,30,0,0
SN,CS,kalpa,113,0,24,15,14,5,17,1,1,20,22,8,28,0,0
SN,CS,kalpa,114,0,24,15,14,5,17,1,1,20,22,9,27,0,0
SN,CS,kalpa,115,0,24,15,15,4,18,1,1,20,21,9,27,0,0
SN,CS,kalpa,116,0,25,14,16,4,18,1,1,20,20,9,27,0,0
SN,CS,kalpa,117,0,25,15,17,3,19,1,1,20,20,9,25,0,0
SN,CS,kalpa,118,0,25,15,17,3,19,1,1,18,20,9,27,0,0
SN,CS,kalpa,119,0,26,14,14,3,19,1,1,18,20,7,23,0,0
SN,CS,kalpa,120,0,27,12,15,3,19,1,1,17,21,7,24,0,0
SN,CS,kalpa,121,0,29,11,15,3,19,2,0,19,22,8,26,0,0
SN,CS,kalpa,122,0,28,11,16,3,19,2,0,17,22,8,28,0,0
SN,CS,kalpa,123,0,28,10,17,4,18,2,0,17,21,9,28,0,0
SN,CS,kalpa,124,0,28,10,17,4,18,2,0,18,21,9,27,0,0
SN,CS,kalpa,125,0,26,10,17,4,18,2,0,19,21,9,28,0,0
SN,CS,kalpa,126,0,26,10,16,4,19,1,0,17,19,10,27,0,0
SN,CS,kalpa,127,0,26,10,15,4,19,1,0,17,21,9,27,0,0
SN,CS,kalpa,128,0,25,10,15,3,19,2,0,16,21,10,29,0,0
SN,CS,kalpa,129,0,25,11,14,3,19,2,0,17,22,10,27,0,0
SN,CS,kalpa,130,0,26,12,14,3,20,2,0,18,23,10,27,0,0
SN,CS,kalpa,131,0,26,12,14,3,20,2,0,17,23,10,29,0,0
SN,CS,kalpa,132,0,25,13,16,3,19,2,1,19,23,12,32,0,0
SN,CS,kalpa,133,0,24,13,14,3,18,2,1,19,23,13,33,0,0
SN,CS,kalpa,134,0,23,14,15,3,17,2,2,19,22,14,30,0,0
SN,CS,kalpa,135,0,23,13,17,3,17,2,2,19,22,14,29,0,0
SN,CS,kalpa,136,0,24,12,17,3,17,2,2,19,22,14,29,0,0
SN,CS,kalpa,137,0,25,11,17,3,17,2,2,19,22,14,29,0,0
SN,CS,kalpa,138,0,25,11,18,3,17,2,2,18,21,14,30,0,0
SN,CS,kalpa,139,0,26,11,17,3,17,2,2,18,21,13,31,0,0
SN,CS,kalpa,140,0,26,12,16,3,17,2,2,18,21,12,32,0,0
SN,CS,kalpa,141,0,25,13,16,3,17,2,2,18,22,13,30,0,0
SN,CS,kalpa,142,0,25,12,16,3,17,2,2,19,21,13,31,0,0
SN,CS,kalpa,143,0,25,12,16,3,17,2,2,20,21,13,30,0,0
SN,CS,kalpa,144,0,25,12,16,3,17,2,2,19,21,12,32,0,0
SN,CS,kalpa,145,0,25,13,17,3,17,2,2,19,21,12,30,0,0
SN,CS,kalpa,146,0,25,14,16,3,18,1,2,18,21,10,28,0,0
SN,CS,kalpa,147,0,25,15,16,2,19,1,2,18,21,10,27,0,0
SN,CS,kalpa,148,0,25,15,16,1,20,1,2,17,22,9,28,0,0
SN,CS,kalpa,149,0,25,14,17,1,20,1,2,17,22,10,27,0,0
SN,CS,kalpa,150,0,25,14,18,0,21,1,2,15,23,10,27,0,0
SN,CS,kalpa,151,0,25,16,19,0,20,2,2,16,24,9,28,0,0
SN,CS,kalpa,152,0,24,15,20,0,19,3,2,17,23,10,29,0,0
SN,CS,kalpa,153,0,25,15,21,0,20,2,2,17,21,9,29,0,0
SN,CS,kalpa,154,0,24,17,24,0,20,2,2,17,22,11,31,0,0
SN,CS,kalpa,155,0,23,17,26,0,19,2,3,16,20,11,32,0,0
SN,CS,kalpa,156,0,22,18,27,0,18,2,4,16,19,12,29,0,0
SN,CS,kalpa,157,0,23,16,25,1,18,2,3,15,19,10,26,0,0
SN,CS,kalpa,158,0,24,15,25,2,18,2,3,16,20,10,25,0,0
SN,CS,kalpa,159,0,25,14,25,3,18,2,2,17,20,9,27,0,0
SN,CS,kalpa,160,0,26,14,23,4,17,2,2,17,22,9,26,0,0
SN,CS,kalpa,161,0,25,14,24,4,17,2,2,19,20,9,26,0,0
SN,CS,kalpa,162,0,24,15,23,4,17,2,2,19,20,9,27,0,0
SN,CS,kalpa,163,0,25,16,23,4,17,2,2,20,20,8,25,0,0
SN,CS,kalpa,164,0,24,15,23,4,17,2,2,19,23,8,25,0,0
SN,CS,kalpa,165,0,24,14,24,4,17,2,2,19,23,8,25,0,0
SN,CS,kalpa,166,0,24,14,23,4,17,2,2,20,23,8,25,0,0
SN,CS,kalpa,167,0,24,16,23,4,16,3,2,20,26,8,25,0,0
SN,CS,kalpa,168,0,25,16,23,4,16,3,2,19,26,8,25,0,0
SN,CS,kalpa,169,0,25,15,23,4,16,3,2,19,27,8,25,0,0
SN,CS,kalpa,170,0,25,14,21,5,15,3,2,20,27,8,27,0,0
SN,CS,kalpa,171,0,24,14,21,5,15,3,2,19,27,8,29,0,0
SN,CS,kalpa,172,0,24,14,21,5,15,3,2,19,27,8,29,0,0
SN,CS,kalpa,173,0,24,14,20,5,15,3,2,20,27,9,28,0,0
SN,CS,kalpa,174,0,25,14,19,5,15,3,2,20,27,8,29,0,0
SN,CS,kalpa,175,0,26,14,18,6,14,3,2,20,26,8,30,0,0
SN,CS,kalpa,176,0,25,12,17,6,14,3,2,19,25,7,33,0,0
SN,CS,kalpa,177,0,26,13,17,6,15,2,2,18,25,6,32,0,0
SN,CS,kalpa,178,0,27,13,16,6,15,2,2,17,27,6,31,0,0
SN,CS,kalpa,179,0,28,10,15,6,15,2,2,15,25,4,31,0,0
SN,CS,kalpa,180,0,28,10,13,6,16,2,1,16,25,4,32,0,0
SN,CS,kalpa,181,0,28,10,13,6,16,2,1,16,25,4,32,0,0
SN,CS,kalpa,182,0,29,11,11,5,17,2,1,15,25,4,33,0,0
SN,CS,kalpa,183,0,29,11,11,4,18,2,1,14,26,3,34,0,0
SN,CS,kalpa,184,0,29,12,11,3,19,2,1,14,26,3,33,0,0
SN,CS,kalpa,185,0,28,13,11,2,20,2,1,16,23,3,34,0,0
SN,CS,kalpa,186,0,28,14,11,2,20,2,1,16,23,3,33,0,0
SN,CS,kalpa,187,0,28,14,12,2,20,2,1,17,22,4,31,0,0
SN,CS,kalpa,188,0,28,13,11,2,20,2,1,16,23,4,33,0,0
SN,CS,kalpa,189,0,29,13,11,2,20,2,1,16,23,4,32,0,0
SN,CS,kalpa,190,0,29,13,10,3,19,2,1,16,23,4,33,0,0
SN,CS,kalpa,191,0,29,13,11,3,19,2,1,15,23,4,33,0,0
SN,CS,kalpa,192,0,29,12,11,3,20,1,1,15,21,4,31,0,0
SN,CS,kalpa,193,0,28,12,11,3,20,1,1,14,22,4,32,0,0
SN,CS,kalpa,194,0,28,13,12,4,19,1,1,14,21,4,31,0,0
SN,CS,kalpa,195,0,28,14,13,3,20,1,1,13,21,4,30,0,0
SN,CS,kalpa,196,0,28,13,14,3,20,1,1,13,21,4,30,0,0
SN,CS,kalpa,197,0,28,14,14,3,20,1,1,12,21,4,30,0,0
SN,CS,kalpa,198,0,28,14,15,3,20,1,1,12,20,4,30,0,0
SN,CS,kalpa,199,0,27,14,15,3,20,1,1,12,21,4,30,0,0
SN,CS,kalpa,200,0,26,14,15,2,21,1,1,12,22,4,30,0,0
SN,CS,kalpa,201,0,27,14,15,2,22,0,1,12,23,4,27,0,0
SN,CS,kalpa,202,0,27,13,15,2,22,0,1,12,24,5,26,0,0
SN,CS,kalpa,203,0,29,13,15,2,22,0,1,12,22,6,25,0,0
SN,CS,kalpa,204,0,29,14,13,2,22,0,1,12,23,6,25,0,0
SN,CS,kalpa,205,0,31,14,14,2,22,0,1,11,23,6,24,0,0
SN,CS,kalpa,206,0,33,13,13,2,23,0,0,12,25,5,24,0,0
SN,CS,kalpa,207,0,32,12,15,2,23,0,0,12,25,5,24,0,0
SN,CS,kalpa,208,0,33,12,16,2,23,0,0,12,23,5,24,0,0
SN,CS,kalpa,209,0,33,12,16,2,23,0,0,11,24,5,24,0,0
SN,CS,kalpa,210,0,33,11,16,2,23,0,0,10,25,5,25,0,0
SN,CS,kalpa,211,0,34,10,16,2,23,0,0,8,26,5,26,0,0
SN,CS,kalpa,212,0,33,10,16,2,23,0,0,8,27,4,27,0,0
SN,CS,kalpa,213,0,32,11,16,2,23,0,0,8,28,5,25,0,0
SN,CS,kalpa,214,0,31,11,16,2,23,0,0,9,26,5,27,0,0
SN,CS,kalpa,215,0,31,11,15,1,24,0,0,9,29,5,25,0,0
SN,CS,kalpa,216,0,31,10,15,1,24,0,0,9,29,5,26,0,0
SN,CS,kalpa,217,0,31,9,14,1,24,0,0,9,30,5,27,0,0
SN,CS,kalpa,218,0,31,10,14,1,24,0,0,9,30,6,25,0,0
SN,CS,kalpa,219,0,31,9,14,0,25,0,0,10,29,6,26,0,0
SN,CS,kalpa,220,0,31,8,14,0,25,0,0,11,29,6,26,0,0
SN,CS,kalpa,221,0,31,8,13,0,25,0,0,12,30,6,25,0,0
SN,CS,kalpa,222,0,31,7,12,0,25,0,0,12,33,6,24,0,0
SN,CS,kalpa,223,0,31,7,11,0,25,0,0,12,35,6,23,0,0
SN,CS,kalpa,224,0,31,7,12,0,25,0,0,12,34,6,23,0,0
SN,CS,kalpa,225,0,31,7,12,0,25,0,0,12,33,6,24,0,0
SN,CS,kalpa,226,0,31,8,12,1,24,0,0,11,32,7,24,0,0
SN,CS,kalpa,227,0,31,9,11,1,24,0,0,11,33,6,24,0,0
SN,CS,kalpa,228,1,27,9,12,1,24,0,0,12,34,5,25,0,0
SN,CS,kalpa,229,1,28,9,12,1,24,0,0,13,34,5,23,0,0
SN,CS,kalpa,230,1,27,8,11,1,24,0,0,14,35,5,24,0,0
SN,CS,kalpa,231,1,26,9,11,1,24,0,0,13,35,5,25,0,0
SN,CS,kalpa,232,1,26,10,9,1,24,0,0,14,36,5,24,0,0
SN,CS,kalpa,233,1,26,11,9,1,24,0,0,14,36,5,23,0,0
SN,CS,kalpa,234,1,26,10,8,2,23,0,0,14,37,6,23,0,0
SN,CS,kalpa,235,1,26,11,9,2,23,0,0,13,37,6,22,0,0
SN,CS,kalpa,236,1,25,11,8,2,23,0,0,13,38,6,23,0,0
SN,CS,kalpa,237,1,26,12,8,2,23,0,0,12,37,6,23,0,0
SN,CS,kalpa,238,1,26,12,9,2,23,0,0,12,37,5,23,0,0
SN,CS,kalpa,239,1,26,12,10,2,23,0,0,12,37,5,22,0,0
SN,CS,kalpa,240,1,26,12,10,2,23,0,0,12,35,6,23,0,0
SN,CS,kalpa,241,1,26,13,10,2,23,0,0,12,34,5,24,0,0
SN,CS,kalpa,242,1,26,14,11,2,23,0,0,11,33,5,24,0,0
SN,CS,kalpa,243,1,27,13,12,2,23,0,0,12,31,4,25,0,0
SN,CS,kalpa,244,1,27,14,11,2,23,0,0,11,32,4,25,0,0
SN,CS,kalpa,245,1,27,15,11,2,23,0,0,11,32,4,24,0,0
SN,CS,kalpa,246,1,27,15,12,3,22,0,0,10,32,4,24,0,0
SN,CS,kalpa,247,1,28,15,13,3,22,0,0,10,29,5,24,0,0
SN,CS,kalpa,248,1,28,15,14,3,22,0,0,11,28,4,24,0,0
SN,CS,kalpa,249,1,28,16,13,3,22,0,0,10,30,4,23,0,0
SN,CS,kalpa,250,1,28,17,13,3,22,0,0,11,30,4,21,0,0
SN,CS,kalpa,251,1,29,16,13,2,23,0,0,11,31,3,21,0,0
SN,CS,kalpa,252,1,29,16,13,3,22,0,0,11,30,3,22,0,0
SN,CS,kalpa,253,0,30,16,12,3,22,0,0,11,32,3,21,0,0
SN,CS,kalpa,254,0,29,15,12,3,22,0,0,11,32,4,22,0,0
SN,CS,kalpa,255,0,29,15,14,4,21,0,0,10,31,4,22,0,0
SN,CS,kalpa,256,0,30,15,14,4,21,0,0,11,30,4,21,0,0
SN,CS,kalpa,257,0,30,15,16,4,21,0,0,10,28,4,22,0,0
SN,CS,kalpa,258,0,29,15,17,4,21,0,0,10,29,4,21,0,0
SN,CS,kalpa,259,0,29,15,18,3,22,0,0,11,29,3,20,0,0
SN,CS,kalpa,260,0,30,14,18,3,22,0,0,12,28,3,20,0,0
