Text_Type,Book,Chapter,Window,LG,G,GGG,GLG,L,GGL,GLL,LLG,LGL,LGG,LLL,GG,LL
SN,AH,nidana,1276,4,15,36,30,5,18,6,14,27,16,1,0,0
SN,AH,nidana,1277,4,15,36,30,5,18,6,14,27,16,1,0,0
SN,AH,nidana,1278,4,15,37,30,5,17,6,14,27,16,1,0,0
SN,AH,nidana,1279,4,16,36,29,4,18,5,15,27,17,1,0,0
SN,AH,nidana,1280,3,17,36,29,4,17,6,13,28,13,1,0,0
SN,AH,nidana,1281,3,17,34,28,4,19,6,13,29,13,1,0,0
SN,AH,nidana,1282,3,17,33,29,4,21,6,12,29,12,1,0,0
SN,AH,nidana,1283,3,17,32,32,4,20,6,11,29,12,1,0,0
SN,AH,nidana,1284,3,16,32,31,5,19,6,11,29,14,1,0,0
SN,AH,nidana,1285,3,17,31,33,4,19,6,10,29,14,1,0,0
SN,AH,nidana,1286,3,17,33,33,4,18,6,9,29,14,1,0,0
SN,AH,nidana,1287,3,17,31,32,4,19,6,11,29,14,1,0,0
SN,AH,nidana,1288,3,18,32,31,4,18,5,11,30,12,1,0,0
SN,AH,nidana,1289,3,18,34,30,4,18,5,10,30,12,1,0,0
SN,AH,nidana,1290,2,19,37,29,4,17,5,8,29,10,0,0,0
SN,AH,nidana,1291,2,19,38,28,4,17,5,8,30,9,0,0,0
SN,AH,nidana,1292,2,20,37,28,3,17,5,8,30,10,0,0,0
SN,AH,nidana,1293,2,20,37,28,3,17,5,8,29,11,0,0,0
SN,AH,nidana,1294,1,21,34,27,3,16,4,8,30,11,0,0,0
SN,AH,nidana,1295,1,21,32,28,3,16,5,6,30,13,0,0,0
SN,AH,nidana,1296,1,21,31,27,3,18,5,6,28,15,0,0,0
SN,AH,nidana,1297,1,22,31,27,2,18,5,6,29,14,0,0,0
SN,AH,nidana,1298,0,23,31,25,2,18,4,6,28,13,0,0,0
SN,AH,nidana,1299,0,23,31,25,2,19,3,6,27,14,0,0,0
SN,AH,nidana,1300,0,23,31,26,2,18,3,5,27,15,0,0,0
SN,AH,nidana,1301,0,23,29,25,2,18,4,5,28,16,0,0,0
SN,AH,nidana,1302,0,23,29,25,2,18,4,5,28,16,0,0,0
SN,AH,nidana,1303,0,22,27,25,3,19,4,5,28,17,0,0,0
SN,AH,nidana,1304,0,22,29,25,3,18,4,4,28,17,0,0,0
SN,AH,nidana,1305,0,22,29,24,3,19,2,5,29,17,0,0,0
SN,AH,nidana,1306,0,21,29,25,4,19,2,5,27,18,0,0,0
SN,AH,nidana,1307,0,20,28,28,4,18,2,5,26,21,0,0,0
SN,AH,nidana,1308,0,20,28,25,4,20,2,6,26,21,0,0,0
SN,AH,nidana,1309,0,20,29,26,3,20,2,6,25,22,1,0,0
SN,AH,nidana,1310,0,19,29,25,4,19,3,6,25,23,1,0,0
SN,AH,nidana,1311,0,19,27,26,4,19,3,6,26,23,1,0,0
SN,AH,nidana,1312,0,20,28,26,3,19,3,4,26,24,1,0,0
SN,AH,nidana,1313,0,20,28,24,3,19,3,4,28,24,1,0,0
SN,AH,nidana,1314,0,20,28,25,3,19,3,3,28,24,1,0,0
SN,AH,nidana,1315,1,19,27,24,3,22,4,4,30,24,1,0,0
SN,AH,nidana,1316,1,19,26,26,3,21,4,4,30,24,1,0,0
SN,AH,nidana,1317,1,19,28,27,3,19,4,4,30,23,1,0,0
SN,AH,nidana,1318,1,19,28,26,3,20,4,5,30,22,1,0,0
SN,AH,nidana,1319,1,19,28,24,3,20,4,6,31,22,1,0,0
SN,AH,nidana,1320,1,19,29,24,3,20,4,6,31,21,1,0,0
SN,AH,nidana,1321,2,18,32,26,3,20,4,7,31,20,1,0,0
SN,AH,nidana,1322,2,18,32,26,3,20,4,8,30,20,1,0,0
SN,AH,nidana,1323,2,18,30,25,3,20,5,8,30,22,1,0,0
SN,AH,nidana,1324,2,18,30,26,3,20,5,7,30,22,1,0,0
SN,AH,nidana,1325,2,18,29,25,3,19,6,9,31,21,1,0,0
SN,AH,nidana,1326,2,18,28,26,3,19,5,10,30,22,1,0,0
SN,AH,nidana,1327,3,17,29,27,3,19,5,12,30,23,1,0,0
SN,AH,nidana,1328,3,18,31,26,2,17,5,13,30,23,1,0,0
SN,AH,nidana,1329,3,18,29,27,2,18,5,13,30,23,1,0,0
SN,AH,nidana,1330,3,18,29,29,2,17,5,12,29,24,1,0,0
SN,AH,nidana,1331,3,19,29,28,1,16,5,13,30,24,1,0,0
SN,AH,nidana,1332,3,20,30,24,1,15,6,14,32,21,1,0,0
SN,AH,nidana,1333,3,20,31,24,1,16,7,15,34,23,1,0,0
SN,AH,nidana,1334,3,21,30,24,1,16,8,15,35,20,0,0,0
SN,AH,nidana,1335,3,22,30,24,0,16,7,16,35,20,0,0,0
SN,AH,nidana,1336,3,22,31,24,0,16,7,16,34,20,0,0,0
SN,AH,nidana,1337,4,21,33,26,0,16,7,17,34,20,0,0,0
SN,AH,nidana,1338,4,21,33,27,0,16,7,17,33,20,0,0,0
SN,AH,nidana,1339,4,20,32,28,0,16,7,19,32,22,0,0,0
SN,AH,nidana,1340,3,21,31,30,0,13,6,18,30,23,0,0,0
SN,AH,nidana,1341,3,20,33,30,0,13,8,18,29,23,0,0,0
SN,AH,nidana,1342,3,20,32,29,0,13,8,20,30,22,0,0,0
SN,AH,nidana,1343,3,20,31,28,0,14,9,19,31,22,0,0,0
SN,AH,nidana,1344,3,19,31,30,1,14,9,18,31,21,0,0,0
SN,AH,nidana,1345,3,18,31,33,1,15,8,18,31,21,0,0,0
SN,AH,nidana,1346,2,19,28,32,1,13,9,17,31,21,1,0,0
SN,AH,nidana,1347,3,18,29,32,1,14,9,18,32,22,1,0,0
SN,AH,nidana,1348,3,18,28,32,1,16,8,18,34,20,1,0,0
SN,AH,nidana,1349,3,18,29,31,1,15,8,18,35,20,1,0,0
SN,AH,nidana,1350,3,18,32,32,1,16,7,16,33,20,1,0,0
SN,AH,nidana,1351,3,18,32,33,1,16,8,15,33,19,1,0,0
SN,AH,nidana,1352,2,19,32,31,1,16,8,13,33,18,1,0,0
SN,AH,nidana,1353,2,18,31,33,2,16,8,12,33,18,1,0,0
SN,AH,nidana,1354,2,18,34,32,2,15,8,12,33,17,1,0,0
SN,AH,nidana,1355,2,18,33,31,2,16,9,12,33,17,1,0,0
SN,AH,nidana,1356,2,18,33,31,2,16,10,12,33,16,1,0,0
SN,AH,nidana,1357,2,17,32,32,2,16,9,12,32,18,1,1,0
SN,AH,nidana,1358,2,16,31,33,2,14,8,12,30,18,1,1,0
SN,AH,nidana,1359,2,16,31,32,2,15,7,12,31,18,1,1,0
SN,AH,nidana,1360,2,16,32,33,2,15,7,11,31,17,1,1,0
SN,AH,nidana,1361,2,16,31,32,2,16,7,12,32,16,1,1,0
SN,AH,nidana,1362,1,17,28,31,2,15,7,12,33,15,1,1,0
SN,AH,nidana,1363,1,17,27,30,2,16,7,12,33,16,1,1,0
SN,AH,nidana,1364,1,17,28,31,2,16,7,11,34,14,1,1,0
SN,AH,nidana,1365,1,17,28,29,2,16,9,11,35,13,1,1,0
SN,AH,nidana,1366,1,18,28,28,2,16,7,11,36,12,1,1,0
SN,AH,nidana,1367,1,18,27,29,2,17,7,9,36,13,1,1,0
SN,AH,nidana,1368,1,17,29,31,2,16,6,9,34,16,1,1,0
SN,AH,nidana,1369,1,18,30,30,1,16,6,9,34,16,1,1,0
SN,AH,nidana,1370,2,18,33,28,1,17,6,9,34,16,1,1,0
SN,AH,nidana,1371,2,18,36,27,1,17,5,10,34,15,0,1,0
SN,AH,nidana,1372,1,18,37,28,1,16,5,9,32,15,0,1,0
SN,AH,nidana,1373,1,18,39,29,1,15,5,9,30,15,0,1,0
SN,AH,nidana,1374,1,18,40,30,1,15,5,9,29,14,0,1,0
SN,AH,nidana,1375,1,18,38,30,1,15,5,10,30,14,0,1,0
SN,AH,nidana,1376,1,17,39,32,1,15,6,10,30,13,0,1,0
SN,AH,nidana,1377,1,17,37,33,1,15,7,10,30,13,0,1,0
SN,AH,nidana,1378,1,18,36,34,0,16,7,10,30,12,0,1,0
SN,AH,nidana,1379,1,18,34,33,0,17,7,11,31,12,0,1,0
SN,AH,nidana,1380,1,18,36,33,0,16,6,11,31,12,0,1,0
SN,AH,nidana,1381,1,18,36,33,0,17,5,11,31,12,0,1,0
SN,AH,nidana,1382,1,18,37,35,0,18,5,10,30,12,1,0,0
SN,AH,nidana,1383,1,19,37,35,0,18,5,9,30,10,1,0,0
SN,AH,nidana,1384,1,18,36,36,0,19,6,9,28,13,1,0,0
SN,AH,nidana,1385,1,18,35,35,0,19,6,10,29,13,1,0,0
SN,AH,nidana,1386,1,17,36,35,1,18,7,9,29,13,1,0,0
SN,AH,nidana,1387,1,17,36,35,1,20,7,9,27,13,1,0,0
SN,AH,nidana,1388,1,16,37,37,1,20,7,10,26,13,1,0,0
SN,AH,nidana,1389,1,17,35,35,1,19,7,11,27,13,1,0,0
SN,AH,nidana,1390,1,17,36,36,1,20,5,11,26,13,1,0,0
SN,AH,nidana,1391,1,17,35,35,1,21,5,12,26,13,1,0,0
SN,AH,nidana,1392,1,16,36,36,1,21,5,13,24,15,1,0,0
SN,AH,nidana,1393,1,17,34,34,1,21,5,13,27,13,1,0,0
SN,AH,nidana,1394,1,17,32,35,1,21,6,13,27,13,1,0,0
SN,AH,nidana,1395,0,18,30,35,1,19,6,13,27,12,1,0,0
SN,AH,nidana,1396,0,18,28,35,1,20,6,12,27,14,1,0,0
SN,AH,nidana,1397,0,19,25,34,1,20,6,11,28,15,1,0,0
SN,AH,nidana,1398,0,18,25,35,1,20,6,12,27,17,1,0,0
SN,AH,nidana,1399,0,18,23,35,1,21,6,12,27,18,1,0,0
SN,AH,nidana,1400,0,17,24,36,1,21,6,12,26,19,2,0,0
SN,AH,nidana,1401,0,18,26,32,1,21,4,13,26,19,2,0,0
SN,AH,nidana,1402,0,17,26,34,1,21,3,13,25,22,2,0,0
SN,AH,nidana,1403,0,16,28,32,2,20,3,13,25,23,2,0,0
SN,AH,nidana,1404,0,15,28,35,2,19,4,13,24,24,2,0,0
SN,AH,nidana,1405,0,15,27,34,2,19,4,15,24,24,2,0,0
SN,AH,nidana,1406,0,15,26,34,2,18,4,15,25,25,2,0,0
SN,AH,nidana,1407,0,16,26,32,2,18,4,15,26,24,1,0,0
SN,AH,nidana,1408,0,16,26,32,2,19,4,14,26,24,1,0,0
SN,AH,nidana,1409,0,17,27,32,2,18,3,14,26,22,1,0,0
SN,AH,nidana,1410,0,17,26,31,2,18,4,14,26,23,1,0,0
SN,AH,nidana,1411,0,18,25,30,1,20,3,14,27,23,1,0,0
SN,AH,nidana,1412,0,18,24,31,1,20,6,16,28,24,2,0,0
SN,AH,nidana,1413,0,19,24,30,1,20,6,15,27,24,2,0,0
SN,AH,nidana,1414,0,19,25,30,1,22,7,13,25,24,2,0,0
SN,AH,nidana,1415,0,19,25,30,1,21,7,13,26,24,2,0,0
SN,AH,nidana,1416,0,18,24,32,1,21,8,12,25,27,2,0,0
SN,AH,nidana,1417,0,19,26,31,1,20,8,11,26,24,2,0,0
SN,AH,nidana,1418,0,19,29,32,1,19,8,11,24,23,2,0,0
SN,AH,nidana,1419,0,19,31,31,1,20,7,11,23,23,2,0,0
SN,AH,nidana,1420,0,19,32,30,1,20,7,11,23,23,2,0,0
SN,AH,nidana,1421,0,19,32,30,1,20,8,11,23,22,2,0,0
SN,AH,nidana,1422,0,19,34,29,1,21,8,11,23,20,2,0,0
SN,AH,nidana,1423,0,19,33,28,2,21,8,10,24,19,2,0,0
SN,AH,nidana,1424,0,19,33,28,2,20,8,11,24,19,2,0,0
SN,AH,nidana,1425,0,20,33,26,2,21,8,10,25,18,1,0,0
SN,AH,nidana,1426,0,20,32,26,2,23,8,9,25,18,1,0,0
SN,AH,nidana,1427,0,21,33,23,2,23,8,9,26,16,1,0,0
SN,AH,nidana,1428,0,22,32,23,1,23,8,10,27,15,1,0,0
SN,AH,nidana,1429,0,23,32,21,1,25,7,9,27,14,1,0,0
SN,AH,nidana,1430,0,23,33,23,1,25,7,7,27,13,1,0,0
SN,AH,nidana,1431,0,23,34,23,1,24,7,7,26,14,1,0,0
SN,AH,nidana,1432,0,23,34,24,1,24,7,7,26,13,1,0,0
SN,AH,nidana,1433,0,23,34,23,1,22,8,7,28,13,1,0,0
SN,AH,nidana,1434,0,23,34,22,1,21,8,7,29,14,1,0,0
SN,AH,nidana,1435,0,23,35,23,1,21,8,6,28,14,1,0,0
SN,AH,nidana,1436,0,22,37,24,1,21,9,6,25,16,1,0,0
SN,AH,nidana,1437,0,21,39,23,2,19,6,3,25,16,0,0,0
SN,AH,nidana,1438,0,21,39,23,2,17,7,4,26,15,0,0,0
SN,AH,nidana,1439,0,21,40,22,2,15,6,4,28,16,0,0,0
SN,AH,nidana,1440,0,21,40,21,2,15,7,5,27,16,0,0,0
SN,AH,nidana,1441,0,22,41,21,2,14,6,5,28,13,0,0,0
SN,AH,nidana,1442,0,22,39,20,2,16,6,5,28,14,0,0,0
SN,AH,nidana,1443,0,22,37,20,2,17,6,6,28,14,0,0,0
SN,AH,nidana,1444,0,22,37,20,2,16,6,6,29,14,0,0,0
SN,AH,nidana,1445,0,22,36,20,2,16,6,6,29,15,0,0,0
SN,AH,nidana,1446,1,21,36,20,2,18,6,9,28,16,0,0,0
SN,AH,nidana,1447,1,21,35,20,2,19,6,9,28,16,0,0,0
SN,AH,nidana,1448,1,22,34,20,1,18,8,10,28,15,0,0,0
SN,AH,nidana,1449,1,22,36,19,1,18,8,9,28,15,0,0,0
SN,AH,nidana,1450,1,21,35,20,1,18,9,10,28,16,0,0,0
SN,AH,nidana,1451,1,21,35,20,1,17,9,11,28,16,0,0,0
SN,AH,nidana,1452,1,20,35,21,1,18,9,12,27,17,0,0,0
SN,AH,nidana,1453,1,20,36,21,1,19,9,11,26,17,0,0,0
SN,AH,nidana,1454,1,20,37,21,1,17,9,11,26,18,0,0,0
SN,AH,nidana,1455,1,20,36,21,1,17,9,11,26,19,0,0,0
SN,AH,nidana,1456,1,20,37,22,1,18,9,10,26,17,0,0,0
SN,AH,nidana,1457,1,20,38,20,1,17,10,11,26,17,0,0,0
SN,AH,nidana,1458,1,19,38,21,1,17,11,12,23,20,0,0,0
SN,AH,nidana,1459,1,19,38,21,1,18,11,13,23,18,0,0,0
SN,AH,nidana,1460,1,19,37,20,1,20,10,13,23,19,0,0,0
SN,AH,nidana,1461,1,19,35,19,1,18,9,13,23,17,0,1,0
SN,AH,nidana,1462,2,19,34,21,0,21,10,13,22,16,0,1,0
SN,AH,nidana,1463,2,19,34,20,0,21,9,14,23,16,0,1,0
SN,AH,nidana,1464,2,18,32,24,0,21,10,14,21,17,1,1,0
SN,AH,nidana,1465,2,18,30,25,0,21,11,14,21,17,1,1,0
SN,AH,nidana,1466,2,18,30,25,0,21,11,14,21,17,1,1,0
SN,AH,nidana,1467,2,18,31,27,0,19,11,14,21,16,1,1,0
SN,AH,nidana,1468,2,17,31,29,0,19,11,14,20,18,1,1,0
SN,AH,nidana,1469,2,16,31,30,1,19,11,14,19,18,1,1,0
SN,AH,nidana,1470,2,15,30,32,1,20,11,14,19,19,1,1,0
SN,AH,nidana,1471,1,16,30,32,1,18,10,11,22,17,1,1,0
SN,AH,nidana,1472,1,15,29,34,2,16,10,11,22,18,1,1,0
SN,AH,nidana,1473,1,15,29,34,2,17,8,11,23,18,1,1,0
SN,AH,nidana,1474,1,14,28,35,3,17,9,11,23,17,1,1,0
SN,AH,nidana,1475,1,14,29,35,4,15,9,10,23,16,1,1,0
SN,AH,nidana,1476,1,13,29,35,5,15,9,10,23,16,1,1,0
SN,AH,nidana,1477,1,14,31,33,5,13,9,9,24,15,1,1,0
SN,AH,nidana,1478,1,14,31,33,5,13,9,9,24,15,1,1,0
SN,AH,nidana,1479,1,14,31,33,5,14,9,9,24,14,1,1,0
SN,AH,nidana,1480,1,14,32,31,5,15,9,10,24,13,1,1,0
SN,AH,nidana,1481,1,13,32,30,6,14,9,12,24,13,1,1,0
SN,AH,nidana,1482,1,13,32,30,6,15,8,12,24,13,1,1,0
SN,AH,nidana,1483,1,14,33,29,6,16,6,11,26,10,1,1,0
SN,AH,nidana,1484,1,13,33,30,6,16,6,11,25,12,2,1,0
SN,AH,nidana,1485,1,13,34,31,6,15,6,11,25,11,2,1,0
SN,AH,nidana,1486,1,14,36,31,6,15,6,12,26,12,2,0,0
SN,AH,nidana,1487,0,15,36,28,6,12,6,12,28,13,2,0,0
SN,AH,nidana,1488,0,15,37,29,6,12,7,10,27,13,2,0,0
SN,AH,nidana,1489,0,16,37,28,6,13,6,10,28,11,1,0,0
SN,AH,nidana,1490,0,16,40,27,6,14,4,9,28,11,1,0,0
SN,AH,nidana,1491,0,16,41,25,6,15,4,9,28,11,1,0,0
SN,AH,nidana,1492,0,16,40,23,6,15,5,9,27,13,2,0,0
SN,AH,nidana,1493,0,17,40,22,6,14,5,8,28,12,2,0,0
SN,AH,nidana,1494,0,18,39,22,5,15,5,8,28,12,2,0,0
SN,AH,nidana,1495,0,18,39,20,6,15,5,8,29,10,2,0,0
SN,AH,nidana,1496,0,17,38,23,6,14,6,8,26,14,2,0,0
SN,AH,nidana,1497,0,18,39,21,5,14,6,8,26,15,2,0,0
SN,AH,nidana,1498,0,17,41,24,5,14,6,7,24,16,2,0,0
SN,AH,nidana,1499,0,18,40,25,4,15,5,7,24,16,2,0,0
SN,AH,nidana,1500,0,18,40,26,3,16,5,7,24,17,2,0,0
SN,AH,nidana,1501,0,19,40,27,2,15,5,7,24,17,2,0,0
SN,AH,nidana,1502,0,19,38,27,2,15,5,8,24,18,2,0,0
SN,AH,nidana,1503,0,19,36,26,2,15,6,10,24,18,2,0,0
SN,AH,nidana,1504,0,18,34,28,2,15,7,10,24,20,2,0,0
SN,AH,nidana,1505,0,18,34,28,2,15,7,10,24,20,2,0,0
SN,AH,nidana,1506,0,19,33,28,1,16,8,9,24,20,2,0,0
SN,AH,nidana,1507,0,19,32,29,1,15,9,8,25,20,2,0,0
SN,AH,nidana,1508,0,18,30,31,1,17,9,9,24,21,2,0,0
SN,AH,nidana,1509,0,19,29,31,1,17,9,8,25,20,1,0,0
SN,AH,nidana,1510,0,18,29,34,1,17,9,8,24,21,1,0,0
SN,AH,nidana,1511,0,18,27,35,1,17,9,8,24,22,1,0,0
SN,AH,nidana,1512,0,18,26,35,1,17,9,9,24,22,1,0,0
SN,AH,nidana,1513,0,18,25,36,1,18,8,9,24,22,1,0,0
SN,AH,nidana,1514,0,18,26,35,1,17,8,9,24,23,1,0,0
SN,AH,nidana,1515,0,18,23,38,1,16,8,9,24,24,1,0,0
SN,AH,nidana,1516,0,17,21,41,1,16,8,9,25,25,1,0,0
SN,AH,nidana,1517,0,17,21,43,1,17,7,9,26,23,0,0,0
SN,AH,nidana,1518,0,17,22,42,1,18,7,9,26,22,0,0,0
SN,AH,nidana,1519,0,17,22,42,1,17,7,9,26,23,0,0,0
SN,AH,nidana,1520,0,17,21,43,1,16,7,10,26,23,0,0,0
SN,AH,nidana,1521,0,18,24,41,1,16,6,10,27,19,0,0,0
SN,AH,nidana,1522,0,18,24,40,1,17,6,11,27,18,0,0,0
SN,AH,nidana,1523,0,19,25,37,1,16,6,11,28,17,0,0,0
SN,AH,nidana,1524,0,18,24,38,1,16,6,12,28,18,1,0,0
SN,AH,nidana,1525,0,19,22,38,1,15,6,13,28,17,1,0,0
SN,AH,nidana,1526,0,19,20,40,1,15,6,12,29,17,1,0,0
SN,AH,nidana,1527,0,19,20,41,1,17,6,11,29,15,1,0,0
SN,AH,nidana,1528,0,18,21,41,2,17,5,9,30,16,1,0,0
SN,AH,nidana,1529,0,19,21,38,2,19,4,10,30,14,1,0,0
SN,AH,nidana,1530,0,19,19,40,2,19,5,9,30,14,1,0,0
SN,AH,nidana,1531,0,19,20,41,2,18,4,8,30,15,1,0,0
SN,AH,nidana,1532,0,18,20,43,2,20,3,8,29,16,1,0,0
SN,AH,nidana,1533,0,18,22,42,3,17,3,7,29,16,1,0,0
SN,AH,nidana,1534,0,18,23,41,3,18,3,7,29,15,1,0,0
SN,AH,nidana,1535,0,19,22,37,3,18,4,7,31,14,1,0,0
SN,AH,nidana,1536,0,19,22,38,3,20,4,6,31,12,1,0,0
SN,AH,nidana,1537,0,19,22,39,3,23,3,5,30,11,1,0,0
SN,AH,nidana,1538,0,19,24,41,3,23,5,6,30,12,1,0,0
SN,AH,nidana,1539,0,19,26,39,3,24,5,6,30,11,1,0,0
SN,AH,nidana,1540,0,18,28,38,3,24,7,6,29,12,1,0,0
SN,AH,nidana,1541,0,19,29,35,3,23,7,7,28,12,1,0,0
SN,AH,nidana,1542,1,18,30,36,3,25,7,8,28,12,1,0,0
SN,AH,nidana,1543,1,18,29,37,3,24,7,8,29,12,1,0,0
SN,AH,nidana,1544,1,17,28,36,4,25,7,8,29,13,1,0,0
SN,AH,nidana,1545,1,18,30,35,3,25,7,7,28,14,1,0,0
SN,AH,nidana,1546,2,17,28,37,3,27,7,8,27,17,1,0,0
SN,AH,nidana,1547,2,17,30,38,3,26,7,7,27,16,1,0,0
SN,AH,nidana,1548,2,16,29,40,3,27,7,8,27,16,1,0,0
SN,AH,nidana,1549,2,17,30,37,3,27,7,7,29,15,0,0,0
SN,AH,nidana,1550,2,16,32,37,3,28,6,7,29,16,0,0,0
SN,AH,nidana,1551,2,15,33,35,4,28,6,7,30,16,0,0,0
SN,AH,nidana,1552,2,14,35,35,4,27,6,7,30,18,0,0,0
SN,AH,nidana,1553,2,15,35,37,3,26,6,8,29,17,0,0,0
SN,AH,nidana,1554,2,15,35,37,3,24,6,8,29,19,0,0,0
SN,AH,nidana,1555,2,15,37,36,3,23,5,9,29,19,0,0,0
SN,AH,nidana,1556,2,14,36,37,3,23,7,9,29,20,0,0,0
SN,AH,nidana,1557,2,15,37,34,3,21,7,10,29,20,0,0,0
SN,AH,nidana,1558,2,16,35,33,2,21,8,11,29,21,0,0,0
SN,AH,nidana,1559,2,16,34,32,2,20,9,11,29,23,0,0,0
SN,AH,nidana,1560,3,15,37,32,2,20,8,13,29,24,0,0,0
SN,AH,nidana,1561,3,15,37,30,2,20,9,13,29,25,0,0,0
SN,AH,nidana,1562,3,14,39,31,2,18,9,14,28,27,0,0,0
SN,AH,nidana,1563,3,14,39,27,2,17,7,14,28,26,0,0,0
SN,AH,nidana,1564,3,13,39,28,2,16,9,15,27,27,0,0,0
SN,AH,nidana,1565,3,14,37,26,2,17,8,15,29,26,0,0,0
SN,AH,nidana,1566,3,14,37,27,2,18,8,14,29,25,0,0,0
SN,AH,nidana,1567,2,15,37,25,2,16,8,13,29,25,0,0,0
SN,AH,nidana,1568,2,15,37,23,2,18,8,13,28,26,0,0,0
SN,AH,nidana,1569,2,16,39,23,1,17,8,13,28,25,0,0,0
SN,AH,nidana,1570,2,16,37,25,1,17,8,14,28,24,0,0,0
SN,AH,nidana,1571,1,17,37,22,1,16,9,13,30,21,0,0,0
SN,AH,nidana,1572,1,17,34,21,1,17,10,13,31,22,0,0,0
SN,AH,nidana,1573,1,18,32,19,1,18,11,12,30,23,0,0,0
SN,AH,nidana,1574,1,17,32,21,2,17,11,12,29,23,0,0,0
SN,AH,nidana,1575,1,18,32,21,2,16,11,11,29,22,0,0,0
SN,AH,nidana,1576,1,19,32,21,1,17,11,11,27,23,0,0,0
SN,AH,nidana,1577,1,20,29,23,1,16,12,11,27,21,0,0,0
SN,AH,nidana,1578,1,20,29,22,1,16,12,10,28,22,0,0,0
SN,AH,nidana,1579,1,19,29,22,1,15,12,9,27,20,0,1,0
SN,AH,nidana,1580,1,19,29,22,1,15,12,8,27,21,0,1,0
SN,AH,nidana,1581,1,20,28,21,1,15,10,9,27,21,0,1,0
SN,AH,nidana,1582,1,20,26,21,1,15,10,8,26,20,0,1,0
