Text_Type,Book,Chapter,Window,GLL,GLG,LGG,LLL,G,GGG,LGL,LLG,GGL,L,LG,LL,GG
SN,AH,sutra,2871,3,30,19,0,19,32,26,11,18,2,1,0,0
SN,AH,sutra,2872,3,30,18,0,19,32,27,11,18,2,1,0,0
SN,AH,sutra,2873,3,28,18,0,19,33,27,12,18,2,1,0,0
SN,AH,sutra,2874,4,28,16,1,20,31,27,12,17,2,1,0,0
SN,AH,sutra,2875,4,27,16,1,20,31,27,12,18,2,1,0,0
SN,AH,sutra,2876,5,25,16,1,20,31,27,13,18,2,1,0,0
SN,AH,sutra,2877,5,25,16,1,20,30,27,12,20,2,1,0,0
SN,AH,sutra,2878,5,23,13,1,21,28,27,11,23,2,0,0,0
SN,AH,sutra,2879,5,23,14,1,21,27,29,11,24,1,0,0,0
SN,AH,sutra,2880,4,21,11,1,22,28,31,11,24,1,0,0,0
SN,AH,sutra,2881,5,21,13,1,21,28,29,13,26,1,1,0,0
SN,AH,sutra,2882,5,21,13,1,21,30,27,13,26,1,1,0,0
SN,AH,sutra,2883,5,23,14,1,22,30,26,12,25,0,1,0,0
SN,AH,sutra,2884,6,21,15,1,22,29,27,12,25,0,1,0,0
SN,AH,sutra,2885,7,23,17,1,21,33,27,13,26,0,1,0,0
SN,AH,sutra,2886,8,21,19,1,21,31,27,13,27,0,1,0,0
SN,AH,sutra,2887,8,22,19,1,21,30,29,12,26,0,1,0,0
SN,AH,sutra,2888,8,23,19,1,21,31,28,12,25,0,1,0,0
SN,AH,sutra,2889,8,23,21,1,20,33,26,13,25,0,1,0,0
SN,AH,sutra,2890,8,23,20,1,20,34,25,13,26,0,1,0,0
SN,AH,sutra,2891,8,24,19,1,20,34,25,13,26,0,1,0,0
SN,AH,sutra,2892,8,23,17,1,21,35,26,13,24,0,1,0,0
SN,AH,sutra,2893,8,24,16,1,21,35,26,13,24,0,1,0,0
SN,AH,sutra,2894,7,25,17,1,21,34,26,12,25,0,1,0,0
SN,AH,sutra,2895,7,27,17,1,20,34,26,13,27,0,2,0,0
SN,AH,sutra,2896,7,26,17,1,20,33,25,14,29,0,2,0,0
SN,AH,sutra,2897,6,28,18,1,20,32,24,14,29,0,2,0,0
SN,AH,sutra,2898,6,29,17,1,20,34,24,13,28,0,2,0,0
SN,AH,sutra,2899,5,28,18,0,20,35,24,13,29,0,2,0,0
SN,AH,sutra,2900,5,29,18,0,20,33,24,13,30,0,2,0,0
SN,AH,sutra,2901,5,31,20,0,19,32,23,13,31,0,2,0,0
SN,AH,sutra,2902,5,31,20,0,19,31,22,13,33,0,2,0,0
SN,AH,sutra,2903,6,33,25,1,18,31,23,14,33,0,2,0,0
SN,AH,sutra,2904,6,32,24,1,19,31,22,15,32,0,2,0,0
SN,AH,sutra,2905,6,32,25,1,19,32,21,14,32,0,2,0,0
SN,AH,sutra,2906,5,30,23,1,20,33,23,13,30,0,1,0,0
SN,AH,sutra,2907,7,30,22,1,20,31,24,13,30,0,1,0,0
SN,AH,sutra,2908,7,31,21,1,20,30,24,13,31,0,1,0,0
SN,AH,sutra,2909,7,33,22,1,20,32,24,13,34,0,1,0,0
SN,AH,sutra,2910,6,30,20,1,21,29,26,12,31,0,1,0,0
SN,AH,sutra,2911,5,32,20,1,20,32,26,13,31,0,2,0,0
SN,AH,sutra,2912,6,32,20,1,20,31,24,13,33,0,2,0,0
SN,AH,sutra,2913,6,34,20,1,20,30,25,12,32,0,2,0,0
SN,AH,sutra,2914,6,35,18,1,21,28,27,11,31,0,2,0,0
SN,AH,sutra,2915,6,37,19,1,20,26,28,10,30,1,2,0,0
SN,AH,sutra,2916,6,38,20,1,19,24,29,9,30,2,2,0,0
SN,AH,sutra,2917,7,40,22,1,18,23,28,9,30,2,2,0,0
SN,AH,sutra,2918,7,40,22,1,18,23,28,9,30,2,2,0,0
SN,AH,sutra,2919,9,41,22,1,17,24,28,9,29,2,2,0,0
SN,AH,sutra,2920,10,39,22,1,18,22,29,8,27,2,1,0,0
SN,AH,sutra,2921,11,41,25,1,17,22,28,8,25,2,1,0,0
SN,AH,sutra,2922,12,40,24,1,17,22,28,7,27,2,1,0,0
SN,AH,sutra,2923,12,39,25,1,17,20,28,7,29,2,1,0,0
SN,AH,sutra,2924,12,38,24,1,16,19,27,7,28,2,1,0,1
SN,AH,sutra,2925,13,39,25,1,16,20,27,7,27,2,1,0,1
SN,AH,sutra,2926,12,37,22,1,17,23,28,7,26,2,1,0,1
SN,AH,sutra,2927,12,38,23,1,17,23,30,7,22,2,1,0,1
SN,AH,sutra,2928,11,35,18,0,18,24,30,6,21,2,1,0,1
SN,AH,sutra,2929,11,37,18,0,17,26,30,5,23,2,2,0,1
SN,AH,sutra,2930,11,36,17,0,17,25,31,7,23,2,2,0,1
SN,AH,sutra,2931,11,36,18,0,17,25,30,7,23,2,2,0,1
SN,AH,sutra,2932,9,37,18,0,17,26,30,7,23,2,2,0,1
SN,AH,sutra,2933,9,35,18,0,17,27,31,7,23,2,2,0,1
SN,AH,sutra,2934,8,33,16,0,17,28,30,7,20,2,2,0,1
SN,AH,sutra,2935,8,37,18,0,16,32,29,7,22,2,2,0,1
SN,AH,sutra,2936,8,36,16,0,17,32,29,6,21,2,1,0,1
SN,AH,sutra,2937,7,36,16,0,17,34,29,6,20,2,1,0,1
SN,AH,sutra,2938,7,33,16,0,17,35,29,6,22,2,1,0,1
SN,AH,sutra,2939,7,32,17,0,17,35,29,6,22,2,1,0,1
SN,AH,sutra,2940,7,31,16,0,18,36,28,8,22,1,1,0,1
SN,AH,sutra,2941,7,31,18,0,18,38,26,8,23,0,1,0,1
SN,AH,sutra,2942,6,29,16,0,19,39,26,7,25,0,1,0,1
SN,AH,sutra,2943,6,30,16,0,19,40,26,7,23,0,1,0,1
SN,AH,sutra,2944,4,30,15,0,20,40,25,7,24,0,1,0,1
SN,AH,sutra,2945,3,30,17,0,19,44,23,7,26,0,2,0,1
SN,AH,sutra,2946,2,29,15,0,20,46,24,6,25,0,2,0,1
SN,AH,sutra,2947,1,28,15,0,20,47,26,6,24,0,2,0,1
SN,AH,sutra,2948,1,29,14,0,20,47,25,6,25,0,2,0,1
SN,AH,sutra,2949,1,30,15,0,21,47,26,7,26,0,2,0,0
SN,AH,sutra,2950,0,29,15,0,21,47,26,7,25,0,2,0,0
SN,AH,sutra,2951,0,33,15,0,21,45,31,8,25,0,2,0,0
SN,AH,sutra,2952,0,32,15,0,21,46,29,8,27,0,2,0,0
SN,AH,sutra,2953,0,33,15,0,21,50,32,10,25,0,2,0,0
SN,AH,sutra,2954,0,32,15,0,22,49,32,10,22,0,1,0,0
SN,AH,sutra,2955,1,33,16,0,22,48,31,8,23,0,1,0,0
SN,AH,sutra,2956,2,33,16,0,22,46,31,7,25,0,1,0,0
SN,AH,sutra,2957,3,33,18,0,21,46,31,7,25,0,1,0,0
SN,AH,sutra,2958,4,32,19,0,21,46,30,8,24,0,1,0,0
SN,AH,sutra,2959,6,33,21,1,20,44,29,8,24,0,1,0,0
SN,AH,sutra,2960,6,30,20,1,21,39,29,8,22,0,1,0,0
SN,AH,sutra,2961,6,29,20,1,21,38,30,8,23,0,1,0,0
SN,AH,sutra,2962,6,30,20,1,21,37,30,8,23,0,1,0,0
SN,AH,sutra,2963,6,31,20,1,20,38,30,8,21,1,1,0,0
SN,AH,sutra,2964,6,32,20,1,20,37,28,8,23,1,1,0,0
SN,AH,sutra,2965,7,32,21,1,19,37,29,8,23,1,1,0,0
SN,AH,sutra,2966,7,31,18,1,20,38,30,8,22,1,1,0,0
SN,AH,sutra,2967,7,34,18,1,19,38,31,9,22,1,2,0,0
SN,AH,sutra,2968,7,33,18,1,18,38,32,9,22,2,2,0,0
SN,AH,sutra,2969,9,33,18,1,18,36,33,9,21,2,2,0,0
SN,AH,sutra,2970,9,33,16,1,19,33,34,9,20,2,1,0,0
SN,AH,sutra,2971,9,33,15,1,19,33,34,9,21,2,1,0,0
SN,AH,sutra,2972,9,33,16,1,19,32,32,10,22,2,1,0,0
SN,AH,sutra,2973,9,34,16,1,18,33,33,10,19,3,1,0,0
SN,AH,sutra,2974,9,34,15,1,18,33,34,10,19,3,1,0,0
SN,AH,sutra,2975,9,34,15,1,18,32,34,11,19,3,1,0,0
SN,AH,sutra,2976,10,30,15,1,17,32,30,10,19,4,1,0,0
SN,AH,sutra,2977,10,30,14,1,17,34,31,10,17,4,1,0,0
SN,AH,sutra,2978,11,29,15,1,17,29,28,8,18,4,1,0,0
SN,AH,sutra,2979,11,31,14,2,16,30,28,8,18,4,1,0,0
SN,AH,sutra,2980,10,31,13,2,15,33,28,8,17,5,1,0,0
SN,AH,sutra,2981,10,33,13,2,14,33,29,9,16,5,1,0,0
SN,AH,sutra,2982,9,33,11,2,15,33,29,10,15,5,1,0,0
SN,AH,sutra,2983,8,34,14,2,14,33,28,10,16,5,1,0,0
SN,AH,sutra,2984,6,32,13,1,15,33,29,11,17,5,1,0,0
SN,AH,sutra,2985,7,35,14,2,14,36,29,11,19,5,1,0,0
SN,AH,sutra,2986,7,36,15,2,13,36,28,11,18,6,1,0,0
SN,AH,sutra,2987,7,34,16,2,13,37,28,12,17,6,1,0,0
SN,AH,sutra,2988,7,34,18,2,14,36,27,12,17,5,1,0,0
SN,AH,sutra,2989,8,33,19,2,13,37,28,13,16,5,1,0,0
SN,AH,sutra,2990,7,33,18,2,14,37,28,11,17,5,1,0,0
SN,AH,sutra,2991,7,32,20,2,14,34,29,11,18,5,1,0,0
SN,AH,sutra,2992,7,29,21,2,15,33,29,11,16,5,0,0,0
SN,AH,sutra,2993,7,29,22,2,16,31,28,12,17,4,0,0,0
SN,AH,sutra,2994,6,27,23,2,16,31,29,12,18,4,0,0,0
SN,AH,sutra,2995,7,28,24,2,15,31,30,13,16,4,0,0,0
SN,AH,sutra,2996,9,28,24,2,15,29,30,14,15,4,0,0,0
SN,AH,sutra,2997,9,30,23,2,15,29,30,13,15,4,0,0,0
SN,AH,sutra,2998,9,30,23,2,16,29,30,13,15,3,0,0,0
SN,AH,sutra,2999,10,30,25,2,15,32,29,12,14,3,0,0,0
SN,AH,sutra,3000,10,30,24,2,15,32,29,12,15,3,0,0,0
SN,AH,sutra,3001,9,30,25,2,16,32,29,12,15,2,0,0,0
SN,AH,sutra,3002,9,30,26,2,16,30,29,13,15,2,0,0,0
SN,AH,sutra,3003,8,30,27,2,15,32,28,14,16,2,0,0,0
SN,AH,sutra,3004,8,27,27,1,16,29,29,15,18,2,0,0,0
SN,AH,sutra,3005,8,28,29,2,16,27,28,16,19,1,0,0,0
SN,AH,sutra,3006,7,26,29,2,17,28,27,16,19,1,0,0,0
SN,AH,sutra,3007,7,27,30,2,16,29,26,16,20,1,0,0,0
SN,AH,sutra,3008,8,27,26,2,17,29,27,15,20,1,0,0,0
SN,AH,sutra,3009,9,29,26,2,16,29,27,14,21,1,0,0,0
SN,AH,sutra,3010,8,26,24,1,17,26,27,14,20,1,0,0,0
SN,AH,sutra,3011,8,26,27,1,17,26,26,15,22,0,0,1,0
SN,AH,sutra,3012,8,26,27,1,17,24,27,15,23,0,0,1,0
SN,AH,sutra,3013,9,25,25,1,17,24,28,15,24,0,0,1,0
SN,AH,sutra,3014,8,24,23,1,18,24,29,14,25,0,0,1,0
SN,AH,sutra,3015,8,24,23,1,18,25,29,14,24,0,0,1,0
SN,AH,sutra,3016,8,24,21,1,18,28,29,14,23,0,0,1,0
SN,AH,sutra,3017,8,24,21,1,18,28,29,13,24,0,0,1,0
SN,AH,sutra,3018,8,24,21,1,18,28,30,12,24,0,0,1,0
SN,AH,sutra,3019,8,27,20,1,17,29,29,12,25,0,0,1,0
SN,AH,sutra,3020,7,26,19,1,18,29,29,11,26,0,0,1,0
SN,AH,sutra,3021,5,26,19,1,18,30,30,10,27,0,0,1,0
SN,AH,sutra,3022,6,26,19,1,18,30,30,11,25,0,0,1,0
SN,AH,sutra,3023,8,25,21,1,17,29,29,12,26,0,0,1,0
SN,AH,sutra,3024,7,24,19,1,18,29,29,13,26,0,0,1,0
SN,AH,sutra,3025,7,25,20,1,17,28,30,12,25,1,0,1,0
SN,AH,sutra,3026,7,26,20,1,16,28,29,11,26,2,0,1,0
SN,AH,sutra,3027,7,27,19,1,15,28,30,10,26,3,0,1,0
SN,AH,sutra,3028,7,26,18,1,16,27,31,11,24,3,0,1,0
SN,AH,sutra,3029,7,27,19,1,15,28,31,12,25,3,1,1,0
SN,AH,sutra,3030,8,26,18,0,15,27,32,11,25,4,1,1,0
SN,AH,sutra,3031,9,30,17,0,14,27,32,11,24,4,1,1,0
SN,AH,sutra,3032,9,29,15,0,15,27,33,10,24,4,1,1,0
SN,AH,sutra,3033,8,30,16,0,14,31,33,10,24,4,1,2,0
SN,AH,sutra,3034,8,30,15,0,15,30,33,10,23,4,1,2,0
SN,AH,sutra,3035,9,29,17,1,14,29,33,11,23,4,1,2,0
SN,AH,sutra,3036,9,29,15,1,15,31,35,12,23,4,1,1,0
SN,AH,sutra,3037,9,30,15,1,15,33,34,11,22,4,1,1,0
SN,AH,sutra,3038,8,30,15,1,15,34,33,12,22,4,1,1,0
SN,AH,sutra,3039,8,31,16,1,14,34,32,13,20,5,1,1,0
SN,AH,sutra,3040,8,31,18,1,13,34,32,14,20,5,1,1,0
SN,AH,sutra,3041,8,32,19,1,13,33,31,14,20,5,1,1,0
SN,AH,sutra,3042,8,31,18,1,13,34,31,15,20,5,1,1,0
SN,AH,sutra,3043,11,32,18,1,12,35,29,15,20,5,1,1,0
SN,AH,sutra,3044,11,29,19,1,12,35,29,16,18,6,1,1,0
SN,AH,sutra,3045,11,28,20,1,12,36,28,17,17,6,1,1,0
SN,AH,sutra,3046,11,27,20,1,12,36,28,17,18,6,1,1,0
SN,AH,sutra,3047,10,27,24,1,11,36,28,16,19,6,1,1,0
SN,AH,sutra,3048,8,26,22,1,12,37,29,16,19,6,1,1,0
SN,AH,sutra,3049,10,27,24,1,11,35,28,15,21,6,1,1,0
SN,AH,sutra,3050,10,27,23,1,11,36,27,15,22,6,1,1,0
SN,AH,sutra,3051,10,26,22,1,12,39,27,15,21,5,1,1,0
SN,AH,sutra,3052,10,26,22,1,13,40,26,15,21,4,1,1,0
SN,AH,sutra,3053,10,27,21,1,13,41,26,13,22,4,1,1,0
SN,AH,sutra,3054,10,26,21,1,13,41,25,12,20,5,0,1,0
SN,AH,sutra,3055,10,25,21,1,14,41,25,13,20,4,0,1,0
SN,AH,sutra,3056,10,21,21,1,14,41,26,13,20,5,0,1,0
SN,AH,sutra,3057,11,21,21,1,14,39,28,13,19,5,0,1,0
SN,AH,sutra,3058,11,21,20,1,14,36,28,13,18,6,0,0,0
SN,AH,sutra,3059,10,19,20,1,13,39,28,13,18,7,0,0,0
SN,AH,sutra,3060,9,18,18,0,14,40,29,13,18,7,0,0,0
SN,AH,sutra,3061,9,18,17,0,14,36,28,12,17,7,0,0,0
SN,AH,sutra,3062,9,17,16,0,14,37,28,13,17,7,0,0,0
SN,AH,sutra,3063,9,17,16,0,14,37,27,13,18,7,0,0,0
SN,AH,sutra,3064,9,16,17,0,15,36,27,12,20,6,0,0,0
SN,AH,sutra,3065,10,20,20,0,15,36,26,11,22,6,0,0,0
SN,AH,sutra,3066,11,20,21,0,15,34,26,11,22,6,0,0,0
SN,AH,sutra,3067,12,21,21,0,15,34,26,10,21,6,0,0,0
SN,AH,sutra,3068,10,19,22,0,16,33,27,11,20,6,0,0,0
SN,AH,sutra,3069,10,20,21,0,17,33,27,10,21,5,0,0,0
SN,AH,sutra,3070,10,20,21,0,17,33,27,9,22,5,0,0,0
SN,AH,sutra,3071,10,21,21,0,17,34,26,9,21,5,0,0,0
SN,AH,sutra,3072,11,19,17,0,18,36,26,10,20,5,0,0,0
SN,AH,sutra,3073,11,20,17,0,18,34,26,10,21,5,0,0,0
SN,AH,sutra,3074,9,20,15,0,19,34,28,10,20,5,0,0,0
SN,AH,sutra,3075,9,19,19,0,19,35,28,12,19,4,0,1,0
SN,AH,sutra,3076,9,20,20,0,19,32,28,12,20,4,0,1,0
SN,AH,sutra,3077,9,19,20,0,18,32,28,12,21,5,0,1,0
SN,AH,sutra,3078,9,18,20,0,18,30,29,13,22,5,0,1,0
SN,AH,sutra,3079,9,20,22,1,18,30,28,13,21,4,0,1,0
SN,AH,sutra,3080,8,22,21,1,18,30,29,12,21,4,0,1,0
SN,AH,sutra,3081,8,23,23,1,19,29,28,11,21,3,0,1,0
SN,AH,sutra,3082,7,24,24,1,19,29,26,11,22,3,0,1,0
SN,AH,sutra,3083,7,24,27,1,19,30,25,11,24,2,1,1,0
SN,AH,sutra,3084,7,25,28,1,20,28,26,11,23,1,1,1,0
SN,AH,sutra,3085,8,25,28,1,20,29,25,10,23,1,1,1,0
SN,AH,sutra,3086,8,26,27,1,20,29,26,10,22,1,1,1,0
SN,AH,sutra,3087,8,28,30,1,19,26,27,9,23,1,1,1,0
SN,AH,sutra,3088,8,29,30,1,19,26,28,8,22,1,1,1,0
SN,AH,sutra,3089,8,33,29,1,18,27,27,8,22,1,1,1,0
SN,AH,sutra,3090,7,28,25,1,19,25,28,9,21,1,1,1,0
SN,AH,sutra,3091,7,28,23,1,19,26,28,10,21,1,1,1,0
SN,AH,sutra,3092,6,27,23,1,19,26,28,10,23,1,1,1,0
SN,AH,sutra,3093,5,29,21,1,19,28,28,9,23,1,1,1,0
SN,AH,sutra,3094,4,30,21,1,19,29,28,9,22,1,1,1,0
SN,AH,sutra,3095,5,34,23,1,18,28,27,10,21,1,1,1,0
SN,AH,sutra,3096,5,36,23,1,18,27,27,10,22,1,1,1,0
SN,AH,sutra,3097,4,38,23,1,18,27,27,9,22,1,1,1,0
SN,AH,sutra,3098,5,39,23,1,17,27,28,8,20,2,1,1,0
SN,AH,sutra,3099,5,40,24,1,16,26,27,8,20,3,1,1,0
SN,AH,sutra,3100,5,41,21,1,17,24,27,7,20,3,1,0,0
SN,AH,sutra,3101,6,42,22,3,16,24,26,7,19,3,1,0,0
SN,AH,sutra,3102,6,43,22,3,16,24,26,7,18,3,1,0,0
SN,AH,sutra,3103,6,45,23,3,15,24,26,6,16,4,1,0,0
SN,AH,sutra,3104,6,44,20,2,16,25,28,5,16,4,1,0,0
SN,AH,sutra,3105,6,46,20,2,15,28,28,5,16,4,2,0,0
SN,AH,sutra,3106,5,45,19,2,15,28,28,7,17,4,2,0,0
SN,AH,sutra,3107,6,44,20,4,14,29,27,8,16,4,2,0,0
SN,AH,sutra,3108,6,43,19,4,14,26,28,8,15,5,1,0,0
SN,AH,sutra,3109,6,43,18,4,13,25,28,10,15,6,1,0,0
SN,AH,sutra,3110,5,43,18,4,13,24,28,11,16,6,1,0,0
SN,AH,sutra,3111,5,43,19,4,12,25,27,10,21,6,2,0,0
SN,AH,sutra,3112,6,42,17,4,13,25,26,11,20,6,2,0,0
SN,AH,sutra,3113,7,42,17,4,13,24,26,12,19,6,2,0,0
SN,AH,sutra,3114,7,41,17,4,14,23,27,12,17,6,2,0,0
SN,AH,sutra,3115,7,43,17,4,14,24,27,11,15,6,2,0,0
SN,AH,sutra,3116,6,43,17,4,14,24,28,10,16,6,2,0,0
SN,AH,sutra,3117,6,45,17,4,13,23,28,10,15,7,2,0,0
SN,AH,sutra,3118,7,43,18,4,13,21,28,11,16,7,2,0,0
SN,AH,sutra,3119,8,46,19,5,12,19,27,11,16,7,2,0,0
SN,AH,sutra,3120,7,42,17,5,13,18,29,10,18,7,2,0,0
SN,AH,sutra,3121,7,40,17,5,12,20,31,11,18,7,3,0,0
SN,AH,sutra,3122,7,39,18,5,12,19,31,11,19,7,3,0,0
SN,AH,sutra,3123,6,38,21,6,12,20,29,12,20,6,3,0,0
SN,AH,sutra,3124,6,36,20,6,13,23,29,13,19,5,3,0,0
SN,AH,sutra,3125,6,35,20,6,13,24,29,12,20,5,3,0,0
SN,AH,sutra,3126,5,35,19,4,14,24,30,12,20,5,3,0,0
SN,AH,sutra,3127,5,34,19,4,15,23,30,13,21,4,3,0,0
SN,AH,sutra,3128,5,32,19,4,16,23,29,13,24,3,3,0,0
SN,AH,sutra,3129,6,35,20,4,15,24,27,14,25,3,3,0,0
SN,AH,sutra,3130,6,31,20,4,16,21,27,15,26,3,2,0,0
SN,AH,sutra,3131,7,32,20,4,15,21,27,13,26,4,2,0,0
SN,AH,sutra,3132,6,31,18,2,16,21,28,14,27,4,2,0,0
SN,AH,sutra,3133,6,30,18,2,17,22,28,15,26,3,2,0,0
SN,AH,sutra,3134,6,29,19,2,18,22,27,15,27,2,2,0,0
SN,AH,sutra,3135,9,30,22,2,17,24,27,17,27,2,2,0,0
SN,AH,sutra,3136,9,28,21,2,18,25,28,18,22,2,1,0,0
SN,AH,sutra,3137,8,27,21,2,18,26,29,18,22,2,1,0,0
SN,AH,sutra,3138,7,27,21,2,18,26,30,18,22,2,1,0,0
SN,AH,sutra,3139,7,27,21,2,18,26,30,18,22,2,1,0,0
SN,AH,sutra,3140,7,27,20,2,17,27,30,18,22,3,1,0,0
SN,AH,sutra,3141,8,29,21,3,16,28,28,18,21,3,1,0,0
SN,AH,sutra,3142,9,28,22,3,17,28,27,18,21,2,1,0,0
SN,AH,sutra,3143,10,29,23,3,17,32,27,19,21,2,1,0,0
SN,AH,sutra,3144,9,24,22,2,18,33,28,21,22,2,1,0,0
SN,AH,sutra,3145,11,27,22,2,17,34,27,21,20,2,1,0,0
SN,AH,sutra,3146,11,26,22,2,17,34,25,21,18,3,0,0,0
SN,AH,sutra,3147,12,26,21,2,17,34,25,22,17,3,0,0,0
SN,AH,sutra,3148,13,26,18,1,17,34,27,21,16,4,0,0,0
SN,AH,sutra,3149,13,28,19,1,17,31,27,20,17,4,0,0,0
SN,AH,sutra,3150,13,28,18,1,17,31,27,20,18,4,0,0,0
SN,AH,sutra,3151,13,28,20,1,16,31,26,21,19,4,0,0,0
SN,AH,sutra,3152,13,28,21,1,16,31,26,20,19,4,0,0,0
SN,AH,sutra,3153,13,29,21,1,16,31,26,21,17,4,0,0,0
SN,AH,sutra,3154,12,27,20,1,16,29,27,21,16,5,0,0,0
SN,AH,sutra,3155,12,29,22,1,15,31,25,21,15,5,0,0,0
SN,AH,sutra,3156,11,28,21,1,16,33,25,21,16,4,0,0,0
SN,AH,sutra,3157,12,31,26,1,15,34,25,19,16,5,0,0,0
SN,AH,sutra,3158,12,31,26,1,15,34,25,19,16,5,0,0,0
SN,AH,sutra,3159,12,35,26,1,14,34,24,17,18,5,0,0,0
SN,AH,sutra,3160,9,36,24,1,14,32,24,14,16,6,0,0,0
SN,AH,sutra,3161,9,36,25,1,14,31,23,15,16,6,0,0,0
SN,AH,sutra,3162,10,37,24,1,14,31,22,14,17,6,0,0,0
SN,AH,sutra,3163,11,36,24,1,14,30,22,14,18,6,0,0,0
SN,AH,sutra,3164,11,34,23,1,14,32,22,15,18,6,0,0,0
SN,AH,sutra,3165,11,35,25,1,14,32,21,15,19,5,0,0,0
SN,AH,sutra,3166,10,33,24,0,15,32,22,16,19,5,0,0,0
SN,AH,sutra,3167,9,35,24,0,14,33,23,16,19,5,0,0,0
SN,AH,sutra,3168,7,35,22,0,14,30,23,14,20,5,0,0,0
SN,AH,sutra,3169,9,39,23,1,14,30,26,12,19,5,0,0,0
SN,AH,sutra,3170,7,36,22,1,14,31,27,13,19,6,0,0,0
SN,AH,sutra,3171,8,37,23,1,15,29,27,12,19,5,0,0,0
SN,AH,sutra,3172,8,37,23,1,15,29,27,12,19,5,0,0,0
SN,AH,sutra,3173,7,36,23,1,16,31,26,12,20,4,0,0,0
SN,AH,sutra,3174,7,35,22,1,16,34,26,12,19,4,0,0,0
SN,AH,sutra,3175,7,36,22,1,16,34,27,12,19,4,0,0,0
SN,AH,sutra,3176,7,36,19,1,17,33,28,11,22,4,0,0,0
SN,AH,sutra,3177,7,36,18,1,17,35,28,11,21,4,0,0,0
SN,AH,sutra,3178,8,37,17,1,17,36,28,10,20,4,0,0,0
SN,AH,sutra,3179,9,37,17,1,18,35,28,10,20,3,0,0,0
SN,AH,sutra,3180,9,37,16,1,18,33,30,9,19,4,0,0,0
SN,AH,sutra,3181,10,38,18,1,17,32,30,10,18,4,0,0,0
SN,AH,sutra,3182,9,37,13,1,17,31,30,10,18,4,0,0,0
SN,AH,sutra,3183,9,40,11,1,17,30,31,9,18,4,0,0,0
SN,AH,sutra,3184,9,39,11,1,17,30,32,9,15,5,0,0,0
SN,AH,sutra,3185,9,40,12,1,17,30,32,11,16,4,1,0,0
SN,AH,sutra,3186,9,42,11,1,17,31,32,9,16,4,1,0,0
SN,AH,sutra,3187,8,43,12,1,16,30,32,10,18,4,1,0,0
SN,AH,sutra,3188,7,45,12,1,16,31,32,9,17,4,1,0,0
SN,AH,sutra,3189,7,45,12,1,16,30,32,9,18,4,1,0,0
SN,AH,sutra,3190,7,43,10,1,17,30,34,9,17,4,1,0,0
SN,AH,sutra,3191,8,43,12,1,17,28,34,8,17,4,1,0,0
SN,AH,sutra,3192,8,42,11,1,18,26,34,8,18,4,1,0,0
SN,AH,sutra,3193,10,45,15,1,17,27,33,10,18,4,1,0,0
SN,AH,sutra,3194,8,43,14,0,17,26,31,11,18,4,1,0,0
SN,AH,sutra,3195,8,43,15,0,18,25,31,10,19,3,1,0,0
SN,AH,sutra,3196,8,42,15,0,18,26,31,10,19,3,1,0,0
SN,AH,sutra,3197,7,43,16,1,17,29,31,9,20,3,2,0,0
SN,AH,sutra,3198,7,44,16,1,17,29,31,9,19,3,2,0,0
SN,AH,sutra,3199,7,44,16,1,17,28,32,9,19,3,2,0,0
SN,AH,sutra,3200,7,43,16,1,17,29,32,9,17,3,2,0,0
SN,AH,sutra,3201,8,44,16,1,17,32,34,10,15,3,2,0,0
SN,AH,sutra,3202,9,44,17,1,17,29,34,10,16,3,2,0,0
SN,AH,sutra,3203,9,43,17,1,17,30,33,10,17,3,2,0,0
SN,AH,sutra,3204,8,43,17,1,17,31,33,9,18,3,2,0,0
SN,AH,sutra,3205,10,43,16,1,17,32,32,10,19,2,2,0,0
SN,AH,sutra,3206,9,43,14,1,18,33,32,9,19,2,2,0,0
SN,AH,sutra,3207,9,42,14,1,18,33,31,9,18,1,2,0,1
