Text_Type,Book,Chapter,Window,GLL,LGG,GGG,LGL,G,GLG,LLG,GGL,L,GG,LL,LG,LLL,GL
SN,CS,shareera,1,17,26,54,59,41,50,20,22,7,2,0,0,0,0
SN,CS,shareera,2,17,27,52,60,42,52,18,22,7,1,0,0,0,0
SN,CS,shareera,3,17,26,54,61,43,53,17,22,7,0,0,0,0,0
SN,CS,shareera,4,17,26,54,61,43,53,16,23,7,0,0,0,0,0
SN,CS,shareera,5,17,26,55,61,43,52,16,23,7,0,0,0,0,0
SN,CS,shareera,6,17,24,56,63,43,51,17,22,7,0,0,0,0,0
SN,CS,shareera,7,17,24,58,63,44,51,16,21,6,0,0,0,0,0
SN,CS,shareera,8,16,23,59,64,44,51,16,21,6,0,0,0,0,0
SN,CS,shareera,9,17,22,58,64,44,51,17,21,6,0,0,0,0,0
SN,CS,shareera,10,16,22,59,65,43,49,17,22,7,0,0,0,0,0
SN,CS,shareera,11,15,21,61,66,43,49,17,21,7,0,0,0,0,0
SN,CS,shareera,12,15,20,60,66,43,51,17,21,7,0,0,0,0,0
SN,CS,shareera,13,15,19,59,67,43,52,16,22,7,0,0,0,0,0
SN,CS,shareera,14,15,19,61,65,43,53,15,22,7,0,0,0,0,0
SN,CS,shareera,15,13,18,62,65,43,53,16,23,7,0,0,0,0,0
SN,CS,shareera,16,14,19,62,65,43,52,16,22,7,0,0,0,0,0
SN,CS,shareera,17,14,19,63,65,43,53,15,21,7,0,0,0,0,0
SN,CS,shareera,18,14,19,62,65,43,51,16,23,7,0,0,0,0,0
SN,CS,shareera,19,14,20,61,65,43,50,17,23,7,0,0,0,0,0
SN,CS,shareera,20,13,19,62,65,44,51,16,24,6,0,0,0,0,0
SN,CS,shareera,21,13,18,61,65,44,52,16,25,6,0,0,0,0,0
SN,CS,shareera,22,12,17,62,65,44,52,17,25,6,0,0,0,0,0
SN,CS,shareera,23,12,17,61,66,44,52,17,25,6,0,0,0,0,0
SN,CS,shareera,24,13,16,62,66,44,51,17,25,6,0,0,0,0,0
SN,CS,shareera,25,13,15,64,66,43,51,17,24,7,0,0,0,0,0
SN,CS,shareera,26,14,15,63,66,43,50,17,25,7,0,0,0,0,0
SN,CS,shareera,27,15,15,62,67,42,51,17,23,8,0,0,0,0,0
SN,CS,shareera,28,14,15,62,67,42,52,18,22,8,0,0,0,0,0
SN,CS,shareera,29,16,16,60,67,41,53,18,20,9,0,0,0,0,0
SN,CS,shareera,30,16,17,59,67,40,51,19,21,10,0,0,0,0,0
SN,CS,shareera,31,15,18,60,67,40,50,20,20,10,0,0,0,0,0
SN,CS,shareera,32,14,19,61,67,40,49,21,19,10,0,0,0,0,0
SN,CS,shareera,33,14,19,61,67,40,49,21,19,10,0,0,0,0,0
SN,CS,shareera,34,14,21,59,67,41,50,20,19,9,0,0,0,0,0
SN,CS,shareera,35,15,21,58,67,41,49,21,19,9,0,0,0,0,0
SN,CS,shareera,36,16,21,56,67,41,50,21,19,9,0,0,0,0,0
SN,CS,shareera,37,17,22,56,65,41,51,20,19,9,0,0,0,0,0
SN,CS,shareera,38,17,22,54,65,42,51,21,20,8,0,0,0,0,0
SN,CS,shareera,39,17,23,52,65,42,52,20,21,8,0,0,0,0,0
SN,CS,shareera,40,16,23,53,65,42,50,21,22,8,0,0,0,0,0
SN,CS,shareera,41,16,23,54,64,42,52,21,20,8,0,0,0,0,0
SN,CS,shareera,42,16,22,56,65,42,50,21,20,8,0,0,0,0,0
SN,CS,shareera,43,17,22,57,66,42,49,20,19,8,0,0,0,0,0
SN,CS,shareera,44,17,22,59,66,42,48,19,19,8,0,0,0,0,0
SN,CS,shareera,45,17,22,59,65,42,49,19,19,8,0,0,0,0,0
SN,CS,shareera,46,17,22,59,65,42,49,19,19,8,0,0,0,0,0
SN,CS,shareera,47,17,23,59,65,42,46,20,20,8,0,0,0,0,0
SN,CS,shareera,48,16,23,59,66,43,45,20,21,7,0,0,0,0,0
SN,CS,shareera,49,15,23,60,66,43,43,21,22,7,0,0,0,0,0
SN,CS,shareera,50,14,24,60,66,43,42,22,22,7,0,0,0,0,0
SN,CS,shareera,51,15,24,60,67,43,40,22,22,7,0,0,0,0,0
SN,CS,shareera,52,16,23,60,67,43,40,22,22,7,0,0,0,0,0
SN,CS,shareera,53,15,24,59,67,43,40,23,22,7,0,0,0,0,0
SN,CS,shareera,54,15,23,59,68,43,41,23,21,7,0,0,0,0,0
SN,CS,shareera,55,15,23,59,67,43,43,23,20,7,0,0,0,0,0
SN,CS,shareera,56,15,23,61,65,43,43,23,20,7,0,0,0,0,0
SN,CS,shareera,57,15,23,59,65,43,43,24,21,7,0,0,0,0,0
SN,CS,shareera,58,15,23,60,64,43,42,25,21,7,0,0,0,0,0
SN,CS,shareera,59,15,24,59,64,43,41,24,23,7,0,0,0,0,0
SN,CS,shareera,60,15,24,59,63,43,41,26,22,7,0,0,0,0,0
SN,CS,shareera,61,15,25,58,62,42,42,26,22,8,0,0,0,0,0
SN,CS,shareera,62,15,25,59,62,42,41,25,23,8,0,0,0,0,0
SN,CS,shareera,63,15,26,60,61,41,40,25,23,9,0,0,0,0,0
SN,CS,shareera,64,15,27,59,61,41,40,25,23,9,0,0,0,0,0
SN,CS,shareera,65,15,27,57,61,41,43,24,23,9,0,0,0,0,0
SN,CS,shareera,66,14,28,55,61,41,43,25,24,9,0,0,0,0,0
SN,CS,shareera,67,14,28,53,61,41,42,27,25,9,0,0,0,0,0
SN,CS,shareera,68,15,28,54,62,40,42,26,23,10,0,0,0,0,0
SN,CS,shareera,69,15,27,56,62,40,42,25,23,10,0,0,0,0,0
SN,CS,shareera,70,15,27,57,62,40,41,25,23,10,0,0,0,0,0
SN,CS,shareera,71,15,27,59,62,40,39,25,23,10,0,0,0,0,0
SN,CS,shareera,72,15,28,57,62,40,40,25,23,10,0,0,0,0,0
SN,CS,shareera,73,15,29,57,61,40,38,26,24,10,0,0,0,0,0
SN,CS,shareera,74,15,29,57,61,40,38,26,24,10,0,0,0,0,0
SN,CS,shareera,75,15,29,55,61,40,37,27,26,10,0,0,0,0,0
SN,CS,shareera,76,14,29,55,61,39,38,27,26,11,0,0,0,0,0
SN,CS,shareera,77,13,29,54,60,40,38,28,28,10,0,0,0,0,0
SN,CS,shareera,78,13,30,55,60,40,38,27,27,10,0,0,0,0,0
SN,CS,shareera,79,12,29,57,60,41,37,27,28,9,0,0,0,0,0
SN,CS,shareera,80,13,28,58,59,42,39,26,27,8,0,0,0,0,0
SN,CS,shareera,81,13,28,59,59,42,39,25,27,8,0,0,0,0,0
SN,CS,shareera,82,14,28,59,58,42,40,24,27,8,0,0,0,0,0
SN,CS,shareera,83,14,27,60,57,42,39,26,27,8,0,0,0,0,0
SN,CS,shareera,84,14,25,63,57,42,38,26,27,8,0,0,0,0,0
SN,CS,shareera,85,13,23,65,59,42,38,25,27,8,0,0,0,0,0
SN,CS,shareera,86,13,23,65,59,42,38,24,28,8,0,0,0,0,0
SN,CS,shareera,87,12,22,65,59,42,37,26,29,8,0,0,0,0,0
SN,CS,shareera,88,12,22,67,60,42,37,25,27,8,0,0,0,0,0
SN,CS,shareera,89,12,22,67,60,42,37,26,26,8,0,0,0,0,0
SN,CS,shareera,90,12,21,67,60,42,37,26,27,8,0,0,0,0,0
SN,CS,shareera,91,12,21,66,60,42,36,26,29,8,0,0,0,0,0
SN,CS,shareera,92,11,21,66,59,42,37,26,30,8,0,0,0,0,0
SN,CS,shareera,93,11,20,66,58,42,37,27,31,8,0,0,0,0,0
SN,CS,shareera,94,11,20,65,58,42,36,28,32,8,0,0,0,0,0
SN,CS,shareera,95,11,20,64,58,42,37,28,32,8,0,0,0,0,0
SN,CS,shareera,96,11,21,63,58,43,36,28,33,7,0,0,0,0,0
SN,CS,shareera,97,11,20,63,58,43,38,27,33,7,0,0,0,0,0
SN,CS,shareera,98,12,20,61,58,43,39,27,33,7,0,0,0,0,0
SN,CS,shareera,99,12,20,61,58,44,40,27,32,6,0,0,0,0,0
SN,CS,shareera,100,12,19,60,58,44,42,26,33,6,0,0,0,0,0
SN,CS,shareera,101,12,19,58,59,44,42,26,34,6,0,0,0,0,0
SN,CS,shareera,102,12,19,60,58,43,40,26,35,6,0,0,0,0,0
SN,CS,shareera,103,12,18,62,58,43,39,26,35,6,0,0,0,0,0
SN,CS,shareera,104,12,19,61,57,43,39,26,36,6,0,0,0,0,0
SN,CS,shareera,105,12,20,61,57,42,38,25,37,7,0,0,0,0,0
SN,CS,shareera,106,12,20,61,57,42,38,25,37,7,0,0,0,0,0
SN,CS,shareera,107,12,20,62,57,42,39,24,36,7,0,0,0,0,0
SN,CS,shareera,108,12,20,60,58,42,39,24,37,7,0,0,0,0,0
SN,CS,shareera,109,11,19,62,58,42,39,26,35,7,0,0,0,0,0
SN,CS,shareera,110,11,20,61,58,43,39,24,37,6,0,0,0,0,0
SN,CS,shareera,111,11,20,61,58,44,38,25,37,5,0,0,0,0,0
SN,CS,shareera,112,11,20,60,58,44,39,25,37,5,0,0,0,0,0
SN,CS,shareera,113,12,19,60,59,45,39,25,36,4,0,0,0,0,0
SN,CS,shareera,114,12,18,61,59,45,39,25,36,4,0,0,0,0,0
SN,CS,shareera,115,12,18,64,59,45,37,25,35,4,0,0,0,0,0
SN,CS,shareera,116,12,16,66,60,45,37,24,35,4,0,0,0,0,0
SN,CS,shareera,117,12,18,65,60,45,38,23,34,4,0,0,0,0,0
SN,CS,shareera,118,11,18,64,59,46,38,24,36,3,0,0,0,0,0
SN,CS,shareera,119,11,18,63,60,46,38,24,36,3,0,0,0,0,0
SN,CS,shareera,120,11,18,62,60,45,38,25,36,4,0,0,0,0,0
SN,CS,shareera,121,12,18,61,60,45,39,25,35,4,0,0,0,0,0
SN,CS,shareera,122,13,18,61,60,45,37,25,36,4,0,0,0,0,0
SN,CS,shareera,123,13,18,60,61,45,37,24,37,4,0,0,0,0,0
SN,CS,shareera,124,13,18,59,62,45,36,24,38,4,0,0,0,0,0
SN,CS,shareera,125,13,18,60,62,46,36,24,37,3,0,0,0,0,0
SN,CS,shareera,126,13,18,60,63,47,36,24,36,2,0,0,0,0,0
SN,CS,shareera,127,14,21,60,63,47,35,23,34,2,0,0,0,0,0
SN,CS,shareera,128,14,19,62,63,47,34,24,34,2,0,0,0,0,0
SN,CS,shareera,129,13,20,60,64,47,34,25,34,2,0,0,0,0,0
SN,CS,shareera,130,12,20,61,64,47,34,25,34,2,0,0,0,0,0
SN,CS,shareera,131,12,20,59,64,47,35,26,34,2,0,0,0,0,0
SN,CS,shareera,132,11,19,59,64,47,36,26,35,2,0,0,0,0,0
SN,CS,shareera,133,12,19,59,64,47,37,25,34,2,0,0,0,0,0
SN,CS,shareera,134,12,19,56,65,46,37,26,35,3,0,0,0,0,0
SN,CS,shareera,135,12,19,56,63,46,38,27,35,3,0,0,0,0,0
SN,CS,shareera,136,11,19,56,63,46,39,27,35,3,0,0,0,0,0
SN,CS,shareera,137,11,20,56,63,46,41,25,34,3,0,0,0,0,0
SN,CS,shareera,138,11,21,55,62,46,40,27,34,3,0,0,0,0,0
SN,CS,shareera,139,11,21,55,62,46,41,26,34,3,0,0,0,0,0
SN,CS,shareera,140,11,21,55,62,46,43,25,33,3,0,0,0,0,0
SN,CS,shareera,141,11,22,56,62,46,43,25,31,3,0,0,0,0,0
SN,CS,shareera,142,11,22,57,62,46,42,25,31,3,0,0,0,0,0
SN,CS,shareera,143,10,23,58,62,46,43,24,30,3,0,0,0,0,0
SN,CS,shareera,144,10,23,58,62,46,44,24,29,3,0,0,0,0,0
SN,CS,shareera,145,10,24,59,62,46,43,23,29,3,0,0,0,0,0
SN,CS,shareera,146,10,23,60,62,46,43,24,28,3,0,0,0,0,0
SN,CS,shareera,147,10,23,60,62,45,42,24,29,4,0,0,0,0,0
SN,CS,shareera,148,9,23,61,61,45,41,26,29,4,0,0,0,0,0
SN,CS,shareera,149,10,23,60,62,45,40,26,29,4,0,0,0,0,0
SN,CS,shareera,150,11,23,61,62,45,39,26,28,4,0,0,0,0,0
SN,CS,shareera,151,10,23,63,60,45,41,26,27,4,0,0,0,0,0
SN,CS,shareera,152,9,22,62,62,46,42,27,26,4,0,0,0,0,0
SN,CS,shareera,153,9,23,61,62,46,42,26,27,4,0,0,0,0,0
SN,CS,shareera,154,10,22,62,64,46,41,25,26,4,0,0,0,0,0
SN,CS,shareera,155,10,21,62,64,47,43,25,25,3,0,0,0,0,0
SN,CS,shareera,156,10,21,60,64,47,46,24,25,3,0,0,0,0,0
SN,CS,shareera,157,10,21,59,64,47,46,25,25,3,0,0,0,0,0
SN,CS,shareera,158,10,22,60,63,47,45,25,25,3,0,0,0,0,0
SN,CS,shareera,159,10,23,59,63,47,46,24,25,3,0,0,0,0,0
SN,CS,shareera,160,10,22,61,63,47,47,24,23,3,0,0,0,0,0
SN,CS,shareera,161,10,21,60,63,47,49,23,24,3,0,0,0,0,0
SN,CS,shareera,162,10,21,60,64,47,48,24,23,3,0,0,0,0,0
SN,CS,shareera,163,9,21,62,63,46,48,24,23,4,0,0,0,0,0
SN,CS,shareera,164,10,21,59,63,46,48,24,25,4,0,0,0,0,0
SN,CS,shareera,165,10,22,57,63,46,47,24,27,4,0,0,0,0,0
SN,CS,shareera,166,10,23,55,62,46,47,25,28,4,0,0,0,0,0
SN,CS,shareera,167,10,22,56,62,46,46,24,30,4,0,0,0,0,0
SN,CS,shareera,168,10,22,58,62,46,47,23,28,4,0,0,0,0,0
SN,CS,shareera,169,9,23,58,62,46,46,23,29,4,0,0,0,0,0
SN,CS,shareera,170,9,23,58,61,47,48,22,29,3,0,0,0,0,0
SN,CS,shareera,171,8,22,58,61,47,50,22,29,3,0,0,0,0,0
SN,CS,shareera,172,7,21,59,61,47,53,21,28,3,0,0,0,0,0
SN,CS,shareera,173,8,21,60,60,47,54,21,26,3,0,0,0,0,0
SN,CS,shareera,174,8,21,61,59,47,55,21,25,3,0,0,0,0,0
SN,CS,shareera,175,8,21,62,59,47,56,20,24,3,0,0,0,0,0
SN,CS,shareera,176,8,20,64,59,47,55,20,24,3,0,0,0,0,0
SN,CS,shareera,177,7,18,64,60,47,56,20,25,3,0,0,0,0,0
SN,CS,shareera,178,8,18,61,60,47,56,20,27,3,0,0,0,0,0
SN,CS,shareera,179,8,17,63,59,47,57,19,27,3,0,0,0,0,0
SN,CS,shareera,180,8,18,62,59,47,57,19,27,3,0,0,0,0,0
SN,CS,shareera,181,8,17,62,59,47,56,19,29,3,0,0,0,0,0
SN,CS,shareera,182,8,17,61,59,47,54,21,30,3,0,0,0,0,0
SN,CS,shareera,183,7,19,60,59,47,54,20,31,3,0,0,0,0,0
SN,CS,shareera,184,7,20,60,59,47,53,19,32,3,0,0,0,0,0
SN,CS,shareera,185,7,20,59,59,47,53,18,34,3,0,0,0,0,0
SN,CS,shareera,186,8,20,58,59,47,52,19,34,3,0,0,0,0,0
SN,CS,shareera,187,8,19,59,59,47,50,20,35,3,0,0,0,0,0
SN,CS,shareera,188,8,20,59,59,46,51,18,35,4,0,0,0,0,0
SN,CS,shareera,189,8,19,60,60,46,50,18,35,4,0,0,0,0,0
SN,CS,shareera,190,8,19,60,60,46,48,19,36,4,0,0,0,0,0
SN,CS,shareera,191,8,18,59,60,46,49,19,37,4,0,0,0,0,0
SN,CS,shareera,192,8,18,57,60,46,50,19,38,4,0,0,0,0,0
SN,CS,shareera,193,8,18,56,60,46,51,19,38,4,0,0,0,0,0
SN,CS,shareera,194,8,18,55,60,46,52,19,38,4,0,0,0,0,0
SN,CS,shareera,195,8,17,55,60,46,53,19,38,4,0,0,0,0,0
SN,CS,shareera,196,8,18,54,60,46,54,18,38,4,0,0,0,0,0
SN,CS,shareera,197,8,19,54,60,47,54,19,36,3,0,0,0,0,0
SN,CS,shareera,198,8,19,54,60,47,54,19,36,3,0,0,0,0,0
SN,CS,shareera,199,8,19,55,60,47,54,18,36,3,0,0,0,0,0
SN,CS,shareera,200,7,19,55,60,47,54,19,36,3,0,0,0,0,0
SN,CS,shareera,201,7,19,56,60,47,53,19,36,3,0,0,0,0,0
SN,CS,shareera,202,7,20,55,59,47,54,18,37,3,0,0,0,0,0
SN,CS,shareera,203,7,19,54,61,47,54,19,36,3,0,0,0,0,0
SN,CS,shareera,204,7,19,54,59,47,55,19,37,3,0,0,0,0,0
SN,CS,shareera,205,7,19,55,60,47,53,19,37,3,0,0,0,0,0
SN,CS,shareera,206,7,19,56,60,47,52,19,37,3,0,0,0,0,0
SN,CS,shareera,207,7,20,55,60,47,51,19,38,3,0,0,0,0,0
SN,CS,shareera,208,7,20,54,60,47,52,19,38,3,0,0,0,0,0
SN,CS,shareera,209,7,19,54,60,47,52,19,39,3,0,0,0,0,0
SN,CS,shareera,210,8,18,53,60,47,52,19,40,3,0,0,0,0,0
SN,CS,shareera,211,8,18,54,61,47,50,20,39,3,0,0,0,0,0
SN,CS,shareera,212,8,19,54,60,47,50,19,40,3,0,0,0,0,0
SN,CS,shareera,213,8,19,52,60,48,51,20,40,2,0,0,0,0,0
SN,CS,shareera,214,7,19,53,60,47,51,21,39,3,0,0,0,0,0
SN,CS,shareera,215,7,19,53,60,47,51,23,37,3,0,0,0,0,0
SN,CS,shareera,216,7,19,54,60,47,52,22,36,3,0,0,0,0,0
SN,CS,shareera,217,7,18,54,61,47,52,23,35,3,0,0,0,0,0
SN,CS,shareera,218,7,19,52,62,47,52,23,35,3,0,0,0,0,0
SN,CS,shareera,219,7,18,53,61,47,54,23,34,3,0,0,0,0,0
SN,CS,shareera,220,7,18,53,61,47,54,23,34,3,0,0,0,0,0
SN,CS,shareera,221,9,18,52,61,47,52,24,34,3,0,0,0,0,0
SN,CS,shareera,222,9,19,53,61,47,50,24,34,3,0,0,0,0,0
SN,CS,shareera,223,8,18,55,61,47,49,24,35,3,0,0,0,0,0
SN,CS,shareera,224,7,19,55,61,47,48,25,35,3,0,0,0,0,0
SN,CS,shareera,225,7,19,53,61,47,47,27,36,3,0,0,0,0,0
SN,CS,shareera,226,8,19,52,62,47,46,27,36,3,0,0,0,0,0
SN,CS,shareera,227,9,18,53,61,47,46,28,35,3,0,0,0,0,0
SN,CS,shareera,228,8,18,55,61,47,48,27,33,3,0,0,0,0,0
SN,CS,shareera,229,8,19,54,61,47,49,27,32,3,0,0,0,0,0
SN,CS,shareera,230,8,18,54,62,47,47,28,33,3,0,0,0,0,0
SN,CS,shareera,231,9,18,55,62,47,47,28,31,3,0,0,0,0,0
SN,CS,shareera,232,9,19,55,62,47,48,26,31,3,0,0,0,0,0
SN,CS,shareera,233,9,18,55,63,47,48,26,31,3,0,0,0,0,0
SN,CS,shareera,234,10,17,55,64,48,49,26,29,2,0,0,0,0,0
SN,CS,shareera,235,11,17,54,65,48,49,27,27,2,0,0,0,0,0
SN,CS,shareera,236,10,17,55,65,48,50,26,27,2,0,0,0,0,0
SN,CS,shareera,237,10,18,53,65,48,50,27,27,2,0,0,0,0,0
SN,CS,shareera,238,10,16,52,65,49,50,28,29,1,0,0,0,0,0
SN,CS,shareera,239,10,16,51,64,49,49,29,31,1,0,0,0,0,0
SN,CS,shareera,240,10,17,50,65,49,50,29,29,1,0,0,0,0,0
SN,CS,shareera,241,10,18,50,65,49,49,29,29,1,0,0,0,0,0
SN,CS,shareera,242,10,19,49,65,49,50,29,28,1,0,0,0,0,0
SN,CS,shareera,243,10,18,50,65,49,48,29,30,1,0,0,0,0,0
SN,CS,shareera,244,10,18,50,65,49,47,28,32,1,0,0,0,0,0
SN,CS,shareera,245,10,19,48,66,49,45,28,34,1,0,0,0,0,0
SN,CS,shareera,246,10,19,49,66,49,44,27,35,1,0,0,0,0,0
SN,CS,shareera,247,10,18,49,67,49,44,26,36,1,0,0,0,0,0
SN,CS,shareera,248,11,19,49,67,49,44,24,36,1,0,0,0,0,0
SN,CS,shareera,249,12,19,48,66,49,44,25,36,1,0,0,0,0,0
SN,CS,shareera,250,12,19,47,66,49,44,26,36,1,0,0,0,0,0
SN,CS,shareera,251,12,19,46,66,49,44,26,37,1,0,0,0,0,0
SN,CS,shareera,252,12,18,48,66,48,43,27,36,2,0,0,0,0,0
SN,CS,shareera,253,12,19,47,65,48,44,27,36,2,0,0,0,0,0
SN,CS,shareera,254,11,19,48,65,48,44,27,36,2,0,0,0,0,0
SN,CS,shareera,255,12,19,47,64,48,44,27,37,2,0,0,0,0,0
SN,CS,shareera,256,12,19,46,64,48,42,28,39,2,0,0,0,0,0
SN,CS,shareera,257,12,19,47,64,48,42,27,39,2,0,0,0,0,0
SN,CS,shareera,258,12,18,49,65,48,41,26,39,2,0,0,0,0,0
SN,CS,shareera,259,12,18,49,65,48,42,25,39,2,0,0,0,0,0
SN,CS,shareera,260,13,19,50,65,47,43,26,39,2,0,1,0,0,0
SN,CS,shareera,261,13,20,52,63,46,42,26,39,2,0,1,1,1,0
SN,CS,shareera,262,13,19,53,63,46,41,28,38,2,0,1,1,1,0
SN,CS,shareera,263,13,20,55,62,45,40,27,38,2,0,1,1,1,0
SN,CS,shareera,264,14,21,54,61,45,39,27,37,1,1,1,1,1,0
SN,CS,shareera,265,15,20,53,62,44,41,25,39,2,1,1,1,1,0
SN,CS,shareera,266,16,19,53,62,44,42,25,40,2,1,1,1,1,0
SN,CS,shareera,267,17,19,53,61,43,44,24,41,3,1,1,1,1,0
SN,CS,shareera,268,18,18,53,60,42,45,24,43,4,1,1,1,1,0
SN,CS,shareera,269,19,18,51,60,42,46,24,45,4,1,1,1,1,0
SN,CS,shareera,270,20,18,50,60,42,47,24,46,4,1,1,1,1,0
SN,CS,shareera,271,19,18,51,60,42,48,23,48,4,1,1,1,1,0
SN,CS,shareera,272,20,17,49,60,42,50,23,50,4,1,1,1,1,0
SN,CS,shareera,273,21,17,47,60,42,52,23,51,4,1,1,1,1,0
SN,CS,shareera,274,22,16,46,61,41,55,22,51,5,1,1,1,1,0
SN,CS,shareera,275,23,16,46,62,41,57,20,51,5,1,1,1,1,0
SN,CS,shareera,276,22,16,45,60,41,58,21,54,5,1,1,1,2,0
SN,CS,shareera,277,22,16,45,61,41,59,20,55,5,1,1,1,2,0
SN,CS,shareera,278,23,16,44,61,40,59,20,57,6,1,1,1,2,0
SN,CS,shareera,279,24,15,44,61,40,59,20,59,6,1,1,1,2,0
SN,CS,shareera,280,25,15,44,60,40,61,19,60,6,1,1,1,2,0
SN,CS,shareera,281,25,15,43,60,40,62,18,63,6,1,1,1,2,0
SN,CS,shareera,282,26,14,43,60,39,64,18,63,7,1,1,1,2,0
SN,CS,shareera,283,27,13,44,59,38,65,18,64,8,1,1,1,2,0
SN,CS,shareera,284,27,13,44,57,37,66,18,67,9,1,1,1,2,0
SN,CS,shareera,285,27,13,45,56,37,67,17,69,9,1,1,1,2,0
SN,CS,shareera,286,28,13,44,56,37,67,17,71,9,1,1,1,2,0
SN,CS,shareera,287,29,12,45,57,37,69,15,71,9,1,1,1,2,0
SN,CS,shareera,288,30,12,46,57,37,70,14,71,9,1,1,1,2,0
SN,CS,shareera,289,31,12,46,57,37,72,13,71,9,1,1,1,2,0
SN,CS,shareera,290,32,11,47,56,37,73,12,73,9,1,1,1,2,0
SN,CS,shareera,291,33,10,47,56,37,74,12,74,9,1,1,1,2,0
SN,CS,shareera,292,34,9,47,56,37,75,12,75,9,1,1,1,2,0
SN,CS,shareera,293,35,9,46,56,37,77,12,75,9,1,1,1,2,0
SN,CS,shareera,294,36,9,46,56,37,78,12,75,9,1,1,1,2,0
SN,CS,shareera,295,37,8,47,55,37,80,12,75,9,1,1,1,2,0
SN,CS,shareera,296,38,7,45,55,37,82,12,77,9,1,1,1,2,0
SN,CS,shareera,297,39,7,44,54,36,84,12,78,10,1,1,1,2,0
SN,CS,shareera,298,39,6,44,54,35,86,12,79,11,1,1,1,2,0
SN,CS,shareera,299,38,6,45,54,34,88,11,80,12,1,1,1,2,0
SN,CS,shareera,300,39,6,45,54,34,89,9,82,12,1,1,1,2,0
SN,CS,shareera,301,40,6,43,54,34,91,9,83,12,1,1,1,2,0
SN,CS,shareera,302,41,6,42,54,35,92,8,85,11,1,1,1,2,0
SN,CS,shareera,303,42,5,43,53,35,93,7,87,11,1,1,1,2,0
SN,CS,shareera,304,43,5,41,53,35,94,7,89,11,1,1,1,2,0
SN,CS,shareera,305,43,5,41,53,34,95,7,90,12,1,1,1,2,0
SN,CS,shareera,306,44,5,41,53,34,97,6,90,12,1,1,1,2,0
SN,CS,shareera,307,45,4,41,53,34,98,6,91,12,1,1,1,2,0
SN,CS,shareera,308,46,4,40,52,34,100,6,92,12,1,1,1,2,0
SN,CS,shareera,309,47,4,40,52,34,100,6,93,12,1,1,1,2,0
SN,CS,shareera,310,46,3,39,52,35,100,5,94,12,1,0,1,2,0
SN,CS,shareera,311,47,2,36,53,35,103,4,96,13,1,0,0,1,0
SN,CS,shareera,312,48,2,34,53,35,106,2,98,13,1,0,0,1,0
SN,CS,shareera,313,50,1,31,54,35,107,2,100,14,1,0,0,1,0
SN,CS,shareera,314,50,0,32,55,36,109,1,102,14,0,0,0,1,0
SN,CS,shareera,315,50,0,33,54,37,109,1,102,13,0,0,0,1,0
SN,CS,shareera,316,50,0,32,54,36,110,1,102,14,0,0,0,1,0
SN,CS,shareera,317,50,0,32,54,37,110,1,102,13,0,0,0,1,0
SN,CS,shareera,318,50,0,32,54,37,110,1,102,13,0,0,0,1,0
SN,CS,shareera,319,50,0,32,54,36,109,1,103,14,0,0,0,1,0
SN,CS,shareera,320,50,0,32,55,36,109,1,102,14,0,0,0,1,0
SN,CS,shareera,321,50,0,31,55,36,109,1,103,14,0,0,0,1,0
SN,CS,shareera,322,50,0,32,55,36,108,1,103,14,0,0,0,1,0
SN,CS,shareera,323,51,0,31,56,36,108,1,102,14,0,0,0,1,0
SN,CS,shareera,324,52,0,31,56,36,107,1,102,14,0,0,0,1,0
SN,CS,shareera,325,52,0,30,56,36,108,1,102,14,0,0,0,1,0
SN,CS,shareera,326,53,0,30,56,35,109,0,102,15,0,0,0,0,0
SN,CS,shareera,327,54,0,29,55,35,109,0,103,15,0,0,0,0,0
SN,CS,shareera,328,54,0,29,55,35,109,0,103,15,0,0,0,0,0
SN,CS,shareera,329,54,0,28,55,35,110,0,103,15,0,0,0,0,0
SN,CS,shareera,330,54,0,27,56,34,111,0,102,16,0,0,0,0,0
SN,CS,shareera,331,54,0,28,56,34,111,0,101,16,0,0,0,0,0
SN,CS,shareera,332,54,0,28,57,35,110,0,101,15,0,0,0,0,0
SN,CS,shareera,333,54,0,28,58,36,110,0,100,14,0,0,0,0,0
SN,CS,shareera,334,54,0,28,59,37,110,0,99,13,0,0,0,0,0
SN,CS,shareera,335,54,0,28,60,37,110,0,98,13,0,0,0,0,0
SN,CS,shareera,336,54,0,28,61,36,110,0,97,14,0,0,0,0,0
SN,CS,shareera,337,54,0,28,60,36,110,0,98,14,0,0,0,0,0
SN,CS,shareera,338,54,0,27,61,36,110,0,98,14,0,0,0,0,0
SN,CS,shareera,339,54,0,27,61,36,110,0,98,14,0,0,0,0,0
SN,CS,shareera,340,54,0,27,61,36,110,0,98,14,0,0,0,0,0
SN,CS,shareera,341,54,0,26,61,35,110,0,99,15,0,0,0,0,0
SN,CS,shareera,342,54,0,26,62,35,109,0,99,15,0,0,0,0,0
SN,CS,shareera,343,54,0,26,62,35,109,0,99,15,0,0,0,0,0
SN,CS,shareera,344,54,0,25,63,34,109,0,99,16,0,0,0,0,0
SN,CS,shareera,345,54,0,25,63,34,109,0,99,16,0,0,0,0,0
SN,CS,shareera,346,54,0,26,64,34,109,0,97,16,0,0,0,0,0
SN,CS,shareera,347,54,0,27,64,35,108,0,97,15,0,0,0,0,0
SN,CS,shareera,348,54,0,26,65,35,108,0,97,15,0,0,0,0,0
