Text_Type,Book,Chapter,Window,GGL,L,GLL,LGG,GG,GLG,GGG,G,LGL,LLG,LL,LLL,LG,GL
SN,CS,shareera,620,63,4,43,51,4,64,114,28,70,56,2,19,5,1
SN,CS,shareera,621,67,4,44,53,4,66,114,27,70,56,2,19,5,1
SN,CS,shareera,622,67,5,44,53,4,65,114,26,68,58,2,19,5,1
SN,CS,shareera,623,68,6,46,53,4,71,118,25,71,62,2,20,5,1
SN,CS,shareera,624,68,7,46,54,4,71,116,24,70,64,2,20,5,1
SN,CS,shareera,625,68,8,47,54,4,70,118,23,69,64,2,20,5,1
SN,CS,shareera,626,69,8,48,55,4,70,122,22,67,64,2,21,5,1
SN,CS,shareera,627,70,8,50,57,4,74,125,21,67,66,2,24,5,1
SN,CS,shareera,628,71,8,51,58,5,75,125,20,69,68,2,26,5,1
SN,CS,shareera,629,72,8,52,57,5,75,124,19,70,68,2,27,5,2
SN,CS,shareera,630,73,8,54,57,6,74,123,18,69,68,2,27,5,2
SN,CS,shareera,631,80,8,55,61,6,80,132,17,70,70,2,27,5,3
SN,CS,shareera,632,82,8,55,62,7,79,133,16,71,70,2,27,5,3
SN,CS,shareera,633,81,9,55,62,7,80,138,15,71,71,2,27,5,3
SN,CS,shareera,634,81,8,55,62,8,82,139,15,71,70,2,27,5,3
SN,CS,shareera,635,81,8,56,62,8,79,141,14,70,70,2,29,5,3
SN,CS,shareera,636,80,8,57,63,8,77,142,13,70,70,3,30,5,3
SN,CS,shareera,637,82,8,58,64,8,77,142,12,68,69,3,31,5,3
SN,CS,shareera,638,82,8,58,64,8,79,142,12,67,68,3,31,5,3
SN,CS,shareera,639,84,8,59,65,8,80,143,11,67,69,3,31,6,3
SN,CS,shareera,640,93,8,63,74,8,87,148,10,68,73,3,33,6,4
SN,CS,shareera,641,97,8,65,77,8,89,147,10,71,74,3,33,6,4
SN,CS,shareera,642,111,8,74,90,9,96,159,9,72,80,3,41,6,4
SN,CS,shareera,643,113,8,75,94,9,99,166,9,72,82,2,41,6,5
SN,CS,shareera,644,113,7,76,94,9,98,168,10,71,83,2,42,6,5
SN,CS,shareera,645,114,7,78,100,9,103,170,9,70,88,2,43,6,5
SN,CS,shareera,646,115,7,80,108,10,104,172,8,74,90,2,43,6,5
SN,CS,shareera,647,117,7,80,108,10,108,170,7,76,90,2,43,6,5
SN,CS,shareera,648,119,7,80,109,9,109,172,8,76,90,2,43,6,5
SN,CS,shareera,649,121,7,80,110,9,112,173,7,75,94,2,44,6,5
SN,CS,shareera,650,118,7,79,110,9,112,172,7,75,94,2,45,5,5
SN,CS,shareera,651,117,7,78,111,9,114,174,7,74,97,2,45,5,5
SN,CS,shareera,652,117,7,77,112,10,116,174,7,71,97,2,48,5,5
SN,CS,shareera,653,121,6,78,109,11,117,174,7,72,100,2,49,5,5
SN,CS,shareera,654,119,6,79,111,12,119,176,7,74,100,2,49,5,5
SN,CS,shareera,655,118,6,78,111,12,118,175,8,73,100,2,49,4,5
SN,CS,shareera,656,116,6,74,112,13,119,176,8,74,100,2,49,3,5
SN,CS,shareera,657,115,7,73,111,13,121,174,8,73,103,1,46,3,5
SN,CS,shareera,658,113,7,73,110,12,121,170,8,74,102,1,46,4,5
SN,CS,shareera,659,112,7,70,108,12,115,164,7,73,99,1,46,5,5
SN,CS,shareera,660,111,7,68,107,12,111,157,7,69,96,1,45,5,5
SN,CS,shareera,661,117,8,72,107,12,117,158,7,77,93,1,45,5,5
SN,CS,shareera,662,116,8,75,106,12,119,159,7,74,94,2,41,4,5
SN,CS,shareera,663,118,7,74,106,12,116,156,7,75,89,2,40,4,5
SN,CS,shareera,664,123,7,74,106,13,122,161,6,75,89,2,41,4,5
SN,CS,shareera,665,124,7,72,101,13,122,156,6,72,89,2,41,4,5
SN,CS,shareera,666,117,7,66,97,13,119,148,6,70,86,2,41,4,5
SN,CS,shareera,667,110,7,62,92,12,112,142,6,67,82,2,37,4,5
SN,CS,shareera,668,110,7,62,92,11,114,142,6,67,81,2,37,5,5
SN,CS,shareera,669,109,7,62,92,11,114,139,6,68,79,2,37,5,5
SN,CS,shareera,670,108,7,61,90,11,114,140,7,67,78,2,37,5,5
SN,CS,shareera,671,104,7,60,88,11,112,140,8,67,78,2,37,5,5
SN,CS,shareera,672,104,6,60,88,11,111,141,9,68,78,2,37,5,5
SN,CS,shareera,673,103,6,58,89,11,106,136,9,65,73,2,36,5,5
SN,CS,shareera,674,102,5,59,89,11,106,136,10,66,72,2,36,5,5
SN,CS,shareera,675,104,4,59,90,11,105,132,11,67,72,2,36,5,5
SN,CS,shareera,676,104,4,58,91,11,106,131,12,66,74,2,36,5,5
SN,CS,shareera,677,102,4,55,90,11,100,131,12,66,72,2,33,5,5
SN,CS,shareera,678,99,4,55,89,11,99,130,12,63,71,2,31,5,5
SN,CS,shareera,679,100,4,55,92,11,101,131,12,64,72,2,31,5,4
SN,CS,shareera,680,106,4,58,98,10,110,142,12,74,77,2,35,5,4
SN,CS,shareera,681,101,4,57,97,10,105,135,12,72,75,2,35,5,3
SN,CS,shareera,682,100,4,59,97,9,105,132,12,70,75,2,36,5,4
SN,CS,shareera,683,114,4,62,113,9,121,147,12,76,82,2,36,5,4
SN,CS,shareera,684,115,4,62,115,8,120,147,12,74,82,2,36,5,5
SN,CS,shareera,685,116,5,63,115,8,123,145,12,75,82,2,34,5,5
SN,CS,shareera,686,116,5,62,114,8,126,146,12,75,82,1,33,5,6
SN,CS,shareera,687,115,5,61,113,9,126,145,12,75,83,1,32,5,6
SN,CS,shareera,688,118,5,62,115,9,125,147,11,73,84,2,32,5,6
SN,CS,shareera,689,117,5,61,113,9,126,146,11,71,82,2,32,4,6
SN,CS,shareera,690,114,6,60,110,9,121,141,11,71,79,2,31,4,5
SN,CS,shareera,691,112,6,59,107,9,123,144,10,68,80,2,32,4,6
SN,CS,shareera,692,108,7,51,101,8,127,145,10,67,77,2,26,4,6
SN,CS,shareera,693,104,7,49,97,8,126,137,11,67,74,2,28,4,5
SN,CS,shareera,694,103,7,48,97,8,126,136,10,67,73,2,28,4,5
SN,CS,shareera,695,102,7,46,93,8,120,132,10,68,68,2,27,4,5
SN,CS,shareera,696,103,7,46,91,7,124,135,10,69,68,2,28,4,6
SN,CS,shareera,697,102,7,46,90,7,120,138,10,66,68,2,29,5,6
SN,CS,shareera,698,102,7,46,88,7,120,136,9,66,67,2,32,5,6
SN,CS,shareera,699,102,7,47,88,7,119,136,9,66,63,2,31,5,7
SN,CS,shareera,700,114,8,51,100,7,131,149,9,76,65,2,34,5,7
SN,CS,shareera,701,114,8,51,100,7,130,147,9,76,61,2,34,5,7
SN,CS,shareera,702,121,8,54,104,6,144,156,9,90,59,2,36,5,8
SN,CS,shareera,703,117,8,53,105,5,144,154,9,89,57,2,36,5,8
SN,CS,shareera,704,117,9,52,107,4,145,150,9,87,56,2,37,5,8
SN,CS,shareera,705,121,9,53,108,4,145,151,8,87,56,2,37,5,8
SN,CS,shareera,706,124,9,53,110,3,143,150,8,86,57,2,37,5,8
SN,CS,shareera,707,123,8,55,111,3,140,150,8,85,54,2,37,5,8
SN,CS,shareera,708,124,8,54,112,3,141,151,8,84,55,2,37,5,8
SN,CS,shareera,709,124,8,55,113,3,141,151,9,85,54,2,36,4,8
SN,CS,shareera,710,124,8,54,113,3,142,153,9,84,54,2,36,3,8
SN,CS,shareera,711,116,7,50,110,4,134,145,9,76,54,2,34,3,8
SN,CS,shareera,712,118,7,46,111,5,134,141,9,78,53,1,33,3,8
SN,CS,shareera,713,116,7,45,113,5,134,145,10,77,54,1,35,3,8
SN,CS,shareera,714,112,7,44,117,4,129,139,11,78,56,1,34,3,8
SN,CS,shareera,715,114,8,45,120,4,129,140,11,79,56,1,34,3,7
SN,CS,shareera,716,115,8,46,122,4,129,141,11,79,56,1,34,3,8
SN,CS,shareera,717,114,8,49,126,4,131,141,12,80,57,1,33,3,8
SN,CS,shareera,718,113,9,49,128,4,128,141,12,80,57,1,33,2,8
SN,CS,shareera,719,115,9,50,130,5,128,152,11,82,58,1,36,2,8
SN,CS,shareera,720,115,9,50,130,6,128,151,10,81,58,1,37,2,8
SN,CS,shareera,721,119,9,52,131,6,130,154,9,82,57,2,37,2,8
SN,CS,shareera,722,119,9,53,131,6,131,156,8,83,56,2,37,2,8
SN,CS,shareera,723,119,8,53,130,6,131,155,8,82,57,2,37,2,8
SN,CS,shareera,724,119,8,53,130,6,131,157,7,82,56,2,37,2,8
SN,CS,shareera,725,119,8,54,133,6,134,161,6,81,59,2,39,2,8
SN,CS,shareera,726,118,8,55,132,6,138,159,5,83,57,2,41,2,8
SN,CS,shareera,727,119,8,55,131,6,139,158,6,83,57,2,41,2,8
SN,CS,shareera,728,121,8,55,131,5,139,160,6,85,56,2,41,2,8
SN,CS,shareera,729,124,9,58,133,5,141,169,6,83,55,2,42,2,8
SN,CS,shareera,730,119,9,56,128,5,132,160,6,75,53,2,41,2,8
SN,CS,shareera,731,118,9,55,125,6,133,160,6,76,52,2,42,2,8
SN,CS,shareera,732,120,9,54,124,6,134,160,6,76,52,2,41,2,7
SN,CS,shareera,733,108,8,51,110,7,118,139,6,72,43,2,42,2,7
SN,CS,shareera,734,108,8,51,107,8,118,138,6,72,45,2,44,2,6
SN,CS,shareera,735,109,8,49,107,8,115,138,6,71,46,2,44,2,6
SN,CS,shareera,736,114,8,52,110,8,113,137,6,71,50,2,44,2,5
SN,CS,shareera,737,114,8,52,113,7,115,141,7,75,50,2,47,2,5
SN,CS,shareera,738,115,8,52,115,8,118,141,7,76,50,1,48,2,5
SN,CS,shareera,739,116,8,52,121,8,118,144,7,78,53,1,51,3,5
SN,CS,shareera,740,116,7,49,115,8,118,144,8,77,51,1,51,3,5
SN,CS,shareera,741,115,7,51,119,8,114,141,8,76,51,1,50,3,4
SN,CS,shareera,742,107,6,53,113,9,104,134,8,75,47,1,49,3,4
SN,CS,shareera,743,107,6,53,115,9,102,136,8,75,48,1,48,3,4
SN,CS,shareera,744,108,6,54,115,9,104,135,8,75,49,1,47,3,5
SN,CS,shareera,745,111,6,56,114,9,104,136,8,76,50,1,48,3,5
SN,CS,shareera,746,110,6,53,111,9,101,133,8,71,46,1,48,3,4
SN,CS,shareera,747,113,6,54,114,9,101,131,8,73,46,1,47,2,4
SN,CS,shareera,748,114,6,53,117,9,105,137,8,73,50,1,44,2,4
SN,CS,shareera,749,112,6,53,115,10,104,136,8,72,49,1,44,2,3
SN,CS,shareera,750,100,5,50,102,11,93,125,8,61,49,1,40,2,3
SN,CS,shareera,751,101,5,50,102,11,92,127,8,63,49,1,41,2,3
SN,CS,shareera,752,96,5,48,98,11,75,119,9,50,50,1,38,2,2
SN,CS,shareera,753,99,5,49,102,11,75,122,10,52,50,1,38,2,2
SN,CS,shareera,754,98,5,50,99,11,73,125,10,53,48,1,36,2,2
SN,CS,shareera,755,94,6,52,98,11,75,123,10,54,48,1,37,2,2
SN,CS,shareera,756,93,6,56,94,11,77,126,10,57,48,1,39,2,2
SN,CS,shareera,757,93,6,58,93,11,79,131,10,57,49,1,39,2,2
SN,CS,shareera,758,96,6,61,97,11,83,134,10,57,49,1,42,1,2
SN,CS,shareera,759,98,6,61,100,12,85,137,9,58,51,1,48,1,2
SN,CS,shareera,760,99,6,62,104,12,84,135,9,58,51,1,48,1,2
SN,CS,shareera,761,105,6,62,105,11,84,137,9,61,53,1,50,1,2
SN,CS,shareera,762,105,6,62,104,11,82,137,9,60,52,1,51,1,2
SN,CS,shareera,763,105,6,62,102,11,85,133,9,61,54,1,49,1,2
SN,CS,shareera,764,103,6,63,98,11,83,137,8,59,53,1,50,1,2
SN,CS,shareera,765,114,5,71,106,11,90,148,8,62,62,1,54,2,2
SN,CS,shareera,766,114,5,70,108,12,90,146,8,61,62,1,54,2,1
SN,CS,shareera,767,113,6,66,104,12,87,145,7,59,63,1,54,2,1
SN,CS,shareera,768,114,6,68,108,12,97,155,7,60,65,1,54,2,1
SN,CS,shareera,769,112,6,69,107,11,95,147,7,58,64,1,51,3,1
SN,CS,shareera,770,114,6,69,107,10,94,146,7,59,65,1,50,3,1
SN,CS,shareera,771,118,6,71,112,10,101,153,8,61,69,0,53,3,1
SN,CS,shareera,772,132,6,82,135,10,114,173,8,68,80,1,68,3,1
SN,CS,shareera,773,132,6,82,135,10,113,175,8,70,80,1,68,3,1
SN,CS,shareera,774,133,6,81,134,10,113,174,8,69,82,1,68,3,1
SN,CS,shareera,775,136,6,80,132,10,111,170,8,69,79,1,66,3,1
SN,CS,shareera,776,135,6,79,131,10,106,173,8,68,79,2,64,3,1
SN,CS,shareera,777,138,6,83,133,11,109,175,7,71,80,2,69,3,1
SN,CS,shareera,778,138,6,85,134,11,111,174,7,72,82,2,69,3,1
SN,CS,shareera,779,135,5,84,130,12,106,163,7,72,82,2,67,3,1
SN,CS,shareera,780,136,5,81,132,12,109,162,8,71,80,2,64,3,1
SN,CS,shareera,781,136,5,82,135,11,111,168,8,71,81,2,67,3,1
SN,CS,shareera,782,133,6,84,137,11,111,170,8,72,82,2,70,3,1
SN,CS,shareera,783,158,6,103,154,10,130,189,8,81,87,3,78,3,1
SN,CS,shareera,784,158,6,103,157,9,129,192,8,84,85,3,77,4,1
SN,CS,shareera,785,161,5,103,159,9,132,199,8,87,88,3,77,4,1
SN,CS,shareera,786,159,5,103,159,9,136,204,8,89,86,3,78,4,1
SN,CS,shareera,787,159,5,110,160,9,139,205,7,90,90,4,77,4,1
SN,CS,shareera,788,162,5,110,160,8,140,204,7,94,90,4,78,4,1
SN,CS,shareera,789,160,5,110,154,8,143,203,7,93,89,4,76,3,1
SN,CS,shareera,790,156,5,111,156,8,143,204,6,92,92,4,77,3,1
SN,CS,shareera,791,155,5,108,154,8,144,203,6,94,90,4,78,4,1
SN,CS,shareera,792,157,5,107,157,8,148,198,6,99,94,4,79,4,1
SN,CS,shareera,793,160,5,108,158,8,150,196,5,100,95,4,82,4,1
SN,CS,shareera,794,159,5,108,158,8,149,196,5,101,94,4,82,5,0
SN,CS,shareera,795,165,5,111,165,8,156,208,6,113,97,4,89,5,0
SN,CS,shareera,796,164,5,112,167,8,159,207,6,113,99,4,91,5,0
SN,CS,shareera,797,166,5,113,169,9,167,210,6,118,101,4,94,5,0
SN,CS,shareera,798,165,5,115,166,9,164,205,6,122,100,4,95,5,0
SN,CS,shareera,799,166,5,115,167,8,164,207,6,124,101,4,95,5,0
SN,CS,shareera,800,168,5,114,167,7,166,207,6,124,99,4,96,5,0
SN,CS,shareera,801,170,5,116,172,7,171,220,6,127,104,4,97,5,0
SN,CS,shareera,802,169,6,119,175,7,178,223,5,127,104,4,95,5,0
SN,CS,shareera,803,176,6,125,177,7,191,230,4,131,109,4,103,5,1
SN,CS,shareera,804,180,6,130,181,7,197,237,4,131,110,4,105,5,1
SN,CS,shareera,805,181,5,127,182,7,197,238,4,130,113,4,104,5,1
SN,CS,shareera,806,181,5,123,185,7,195,236,4,127,112,4,102,5,1
SN,CS,shareera,807,187,5,123,189,7,197,238,4,130,119,4,105,5,1
SN,CS,shareera,808,188,5,127,188,7,199,247,4,136,122,4,104,5,2
SN,CS,shareera,809,198,5,130,202,6,211,253,4,146,132,4,106,5,2
SN,CS,shareera,810,202,5,131,202,6,218,261,4,151,135,4,112,6,2
SN,CS,shareera,811,196,5,130,203,6,223,259,5,149,132,4,111,6,2
SN,CS,shareera,812,193,6,131,203,5,222,259,5,148,132,4,110,6,2
SN,CS,shareera,813,198,6,133,207,5,227,265,4,152,133,4,111,6,3
SN,CS,shareera,814,199,6,132,209,6,226,262,4,152,133,4,110,6,3
SN,CS,shareera,815,184,6,123,199,6,218,248,4,148,123,4,106,5,3
SN,CS,shareera,816,183,6,125,196,5,222,250,4,149,123,4,106,5,4
SN,CS,shareera,817,187,5,127,198,5,225,255,5,154,122,4,110,5,4
SN,CS,shareera,818,185,4,125,192,5,215,246,6,153,120,4,111,5,4
SN,CS,shareera,819,190,4,131,196,5,220,249,6,155,123,4,116,4,4
SN,CS,shareera,820,188,4,131,202,5,222,252,7,156,124,4,118,4,4
SN,CS,shareera,821,179,4,127,198,6,214,245,6,153,121,4,116,4,4
SN,CS,shareera,822,165,4,115,174,6,201,223,6,145,110,3,101,5,4
SN,CS,shareera,823,166,5,117,178,6,203,226,6,145,111,3,105,5,4
SN,CS,shareera,824,166,5,117,179,6,204,228,7,147,109,3,106,5,4
SN,CS,shareera,825,162,5,116,178,6,205,228,8,148,109,3,106,5,4
SN,CS,shareera,826,162,5,116,179,6,205,225,9,148,110,2,105,5,4
SN,CS,shareera,827,158,5,113,178,5,203,222,9,145,109,2,100,5,4
SN,CS,shareera,828,158,6,112,178,5,207,227,9,146,108,2,101,5,4
SN,CS,shareera,829,161,6,110,180,4,214,232,9,150,111,3,103,5,4
SN,CS,shareera,830,158,6,110,178,5,212,231,8,149,110,3,103,5,4
SN,CS,shareera,831,158,6,111,175,5,211,222,8,149,109,3,99,5,4
SN,CS,shareera,832,158,5,108,176,5,210,224,8,149,108,4,96,5,4
SN,CS,shareera,833,130,5,89,158,6,190,207,8,137,103,3,87,5,4
SN,CS,shareera,834,131,6,90,157,6,194,203,8,134,103,3,86,4,4
SN,CS,shareera,835,129,6,92,158,6,195,198,9,133,101,3,87,4,4
SN,CS,shareera,836,126,6,89,156,6,190,193,9,130,99,3,86,5,4
SN,CS,shareera,837,128,6,83,152,6,184,188,10,126,94,2,84,5,4
SN,CS,shareera,838,122,6,83,149,6,180,186,10,121,94,2,82,5,4
SN,CS,shareera,839,121,6,83,150,6,176,186,10,121,93,2,81,6,4
SN,CS,shareera,840,123,6,82,152,7,176,187,10,121,90,2,79,6,4
SN,CS,shareera,841,128,6,85,158,7,176,191,10,123,95,2,79,5,4
SN,CS,shareera,842,125,6,83,154,6,174,190,10,117,92,2,78,5,4
SN,CS,shareera,843,122,6,82,152,6,173,189,10,116,90,2,74,6,4
SN,CS,shareera,844,124,6,83,155,6,174,188,10,116,90,2,76,5,4
SN,CS,shareera,845,117,6,80,148,7,168,177,9,103,87,2,68,5,4
SN,CS,shareera,846,119,6,80,143,7,165,176,9,103,86,2,65,5,4
SN,CS,shareera,847,118,6,83,144,6,164,175,9,97,84,2,63,5,4
SN,CS,shareera,848,119,6,83,146,6,164,177,10,94,81,2,62,5,4
SN,CS,shareera,849,121,6,83,146,6,164,175,11,93,81,2,63,5,4
SN,CS,shareera,850,122,6,83,150,6,163,173,11,94,82,2,65,5,4
SN,CS,shareera,851,122,6,82,145,6,159,158,11,90,79,2,63,6,4
SN,CS,shareera,852,121,5,77,141,6,154,153,12,90,79,2,63,6,4
SN,CS,shareera,853,109,5,70,136,6,139,142,13,84,73,2,54,6,3
SN,CS,shareera,854,111,4,64,135,6,137,135,14,87,74,2,53,6,3
SN,CS,shareera,855,110,4,64,135,6,135,136,14,87,72,2,55,7,3
SN,CS,shareera,856,108,4,66,133,6,141,138,14,89,72,2,55,8,3
SN,CS,shareera,857,102,4,62,128,6,137,131,15,85,65,2,53,8,3
SN,CS,shareera,858,96,4,56,126,6,134,121,15,80,61,2,51,9,2
SN,CS,shareera,859,85,4,54,110,6,122,114,15,70,48,2,45,9,2
SN,CS,shareera,860,80,4,52,109,6,115,105,15,66,45,2,39,8,2
SN,CS,shareera,861,80,4,52,107,7,113,106,14,66,47,2,38,8,2
SN,CS,shareera,862,81,3,51,107,7,113,107,14,67,47,2,40,8,2
SN,CS,shareera,863,75,3,49,103,7,107,102,15,63,43,2,39,8,1
SN,CS,shareera,864,76,3,50,101,6,111,101,15,64,45,2,39,8,1
SN,CS,shareera,865,76,3,51,101,6,112,102,15,67,45,2,40,8,1
SN,CS,shareera,866,77,3,48,102,6,107,100,16,67,45,2,43,8,0
SN,CS,shareera,867,74,3,46,100,6,105,96,15,62,45,2,40,9,0
SN,CS,shareera,868,80,3,48,103,6,109,100,14,66,47,2,42,9,0
SN,CS,shareera,869,75,3,40,97,6,106,98,14,63,47,2,38,9,0
SN,CS,shareera,870,76,3,40,92,6,106,96,13,62,47,2,36,9,0
SN,CS,shareera,871,78,3,41,93,6,105,93,13,63,48,2,37,9,0
SN,CS,shareera,872,80,3,42,95,6,107,93,14,62,48,2,39,8,0
SN,CS,shareera,873,80,2,40,90,6,106,89,15,60,46,2,35,8,0
SN,CS,shareera,874,81,2,41,92,6,109,90,14,61,47,2,37,8,0
SN,CS,shareera,875,82,2,42,94,6,109,93,14,62,50,2,38,8,0
SN,CS,shareera,876,87,2,41,93,6,109,95,14,62,49,2,38,8,0
SN,CS,shareera,877,88,2,42,93,7,107,96,14,61,50,2,39,8,0
SN,CS,shareera,878,88,1,40,92,7,102,92,14,57,49,2,38,9,0
SN,CS,shareera,879,84,1,39,90,8,96,87,14,52,46,1,36,9,0
SN,CS,shareera,880,90,2,47,91,7,108,89,14,58,49,1,41,9,0
SN,CS,shareera,881,98,2,49,99,7,113,96,14,62,53,1,47,9,0
SN,CS,shareera,882,100,2,51,97,7,119,95,14,63,55,0,47,9,0
SN,CS,shareera,883,104,2,52,96,7,121,93,14,64,55,0,48,9,0
SN,CS,shareera,884,103,1,51,94,7,118,95,14,66,55,0,48,9,0
SN,CS,shareera,885,133,1,58,119,8,150,127,13,77,70,0,67,9,0
SN,CS,shareera,886,133,1,58,118,8,150,126,13,78,71,0,67,8,0
SN,CS,shareera,887,130,1,58,119,8,151,127,12,77,71,0,67,8,0
SN,CS,shareera,888,132,1,59,125,8,155,137,12,85,73,0,68,8,0
SN,CS,shareera,889,134,1,61,125,9,155,138,12,85,74,0,69,7,0
SN,CS,shareera,890,133,1,63,122,8,155,137,13,86,76,0,71,7,0
SN,CS,shareera,891,128,1,60,114,8,153,134,13,83,71,0,70,7,0
SN,CS,shareera,892,138,1,65,120,9,160,141,13,89,77,0,72,7,0
SN,CS,shareera,893,139,1,68,123,9,160,143,13,93,80,0,74,6,0
SN,CS,shareera,894,139,1,66,122,9,159,144,14,96,85,0,73,6,0
SN,CS,shareera,895,139,1,64,121,9,159,144,14,95,84,0,73,6,0
SN,CS,shareera,896,144,2,64,123,9,161,146,14,99,86,0,77,6,0
SN,CS,shareera,897,139,2,59,118,9,154,143,14,99,86,0,76,6,0
SN,CS,shareera,898,140,3,61,119,9,153,147,13,105,91,0,78,6,0
SN,CS,shareera,899,140,3,60,126,9,158,152,12,106,92,0,78,7,0
SN,CS,shareera,900,138,3,60,122,9,155,152,12,105,92,0,75,7,0
SN,CS,shareera,901,139,3,63,125,9,163,157,13,110,98,0,81,6,0
SN,CS,shareera,902,138,3,63,124,9,161,157,12,109,98,0,82,6,0
SN,CS,shareera,903,144,3,66,126,9,163,160,11,112,104,0,84,6,0
SN,CS,shareera,904,141,3,69,126,10,162,158,10,110,106,0,84,6,0
SN,CS,shareera,905,145,3,71,128,10,165,160,10,115,107,0,84,6,0
SN,CS,shareera,906,149,3,72,128,10,161,158,11,115,109,0,84,5,0
SN,CS,shareera,907,151,3,72,128,10,161,157,10,115,108,0,83,5,0
SN,CS,shareera,908,154,3,74,127,11,160,158,10,117,109,0,83,4,0
SN,CS,shareera,909,157,3,74,128,11,166,158,10,118,110,0,86,5,0
SN,CS,shareera,910,158,3,75,124,11,166,159,10,117,110,0,86,5,1
SN,CS,shareera,911,159,3,76,124,10,163,158,10,116,108,0,86,5,2
SN,CS,shareera,912,159,3,77,126,10,167,158,10,117,109,0,85,6,2
SN,CS,shareera,913,159,4,77,127,10,165,158,9,118,108,0,86,6,2
SN,CS,shareera,914,158,4,77,129,10,164,158,9,117,105,0,86,6,2
SN,CS,shareera,915,158,4,76,129,10,163,158,10,115,106,0,85,6,2
SN,CS,shareera,916,157,4,77,128,10,164,158,9,116,107,0,83,6,2
SN,CS,shareera,917,156,4,77,130,10,164,159,10,118,108,0,82,5,2
SN,CS,shareera,918,153,4,75,127,10,162,153,10,117,106,0,79,5,2
SN,CS,shareera,919,153,4,75,127,10,161,150,11,119,103,0,78,5,2
SN,CS,shareera,920,152,4,75,126,10,161,150,12,119,101,0,78,5,2
