Text_Type,Book,Chapter,Window,G,LGL,LLG,LGG,GLG,GGG,L,GLL,GGL,LG,LLL,LL,GG,GL
SN,AH,chikitsa,1941,56,81,32,45,87,83,6,16,71,1,2,0,1,1
SN,AH,chikitsa,1942,56,80,31,45,87,84,6,16,72,1,2,0,1,1
SN,AH,chikitsa,1943,57,81,29,43,85,85,6,17,72,1,2,0,1,1
SN,AH,chikitsa,1944,57,81,29,44,85,84,6,17,72,1,2,0,1,1
SN,AH,chikitsa,1945,58,82,29,46,83,81,6,17,71,1,2,0,1,1
SN,AH,chikitsa,1946,58,81,30,46,85,79,6,17,71,1,2,0,1,1
SN,AH,chikitsa,1947,59,80,32,45,85,77,5,17,73,1,2,0,1,1
SN,AH,chikitsa,1948,58,79,32,47,85,81,5,17,73,2,2,0,1,1
SN,AH,chikitsa,1949,59,79,31,45,85,82,5,17,72,2,2,0,1,1
SN,AH,chikitsa,1950,59,79,33,45,84,80,5,18,72,2,2,0,1,1
SN,AH,chikitsa,1951,59,78,34,45,83,80,5,19,72,2,2,0,1,1
SN,AH,chikitsa,1952,59,78,34,46,82,79,5,19,73,2,2,0,1,1
SN,AH,chikitsa,1953,60,79,34,44,81,79,5,18,73,2,2,0,1,1
SN,AH,chikitsa,1954,60,79,34,44,81,78,5,19,73,2,2,0,1,1
SN,AH,chikitsa,1955,60,79,32,43,82,79,5,20,73,2,2,0,1,1
SN,AH,chikitsa,1956,60,81,32,42,81,80,5,20,72,2,2,0,1,1
SN,AH,chikitsa,1957,60,82,32,43,78,81,5,20,72,2,2,0,1,1
SN,AH,chikitsa,1958,60,81,32,44,78,79,5,20,74,2,2,0,1,1
SN,AH,chikitsa,1959,60,80,31,45,80,80,5,20,72,2,2,0,1,1
SN,AH,chikitsa,1960,60,80,31,45,79,82,5,20,71,2,2,0,1,1
SN,AH,chikitsa,1961,61,81,32,45,78,82,4,20,70,2,2,0,1,1
SN,AH,chikitsa,1962,60,81,31,46,78,84,4,21,70,2,2,0,1,1
SN,AH,chikitsa,1963,60,80,31,46,78,85,4,21,70,2,2,0,1,1
SN,AH,chikitsa,1964,60,81,32,45,79,85,4,21,68,2,2,0,1,1
SN,AH,chikitsa,1965,60,81,33,45,79,86,4,21,66,2,2,0,1,1
SN,AH,chikitsa,1966,60,81,33,44,79,86,4,21,67,2,2,0,1,1
SN,AH,chikitsa,1967,60,81,32,43,80,87,4,22,66,2,2,0,1,1
SN,AH,chikitsa,1968,60,81,31,43,81,86,4,23,66,2,2,0,1,1
SN,AH,chikitsa,1969,60,81,31,43,82,85,4,24,65,2,2,0,1,1
SN,AH,chikitsa,1970,60,81,31,43,81,84,4,25,66,2,2,0,1,1
SN,AH,chikitsa,1971,61,81,31,42,81,84,4,25,64,2,2,0,1,1
SN,AH,chikitsa,1972,61,82,31,42,79,86,4,25,63,2,2,0,1,1
SN,AH,chikitsa,1973,61,82,30,43,80,87,4,25,61,2,2,0,1,1
SN,AH,chikitsa,1974,61,82,31,43,78,87,4,25,62,2,2,0,1,1
SN,AH,chikitsa,1975,62,84,32,42,74,87,4,25,62,2,1,0,1,1
SN,AH,chikitsa,1976,62,85,32,42,72,88,4,25,62,2,1,0,1,1
SN,AH,chikitsa,1977,63,84,30,39,71,87,4,24,62,2,1,0,1,0
SN,AH,chikitsa,1978,63,85,30,39,70,87,4,23,59,2,1,0,1,0
SN,AH,chikitsa,1979,63,84,30,39,70,89,4,22,59,2,1,0,1,0
SN,AH,chikitsa,1980,62,83,30,40,73,89,4,22,59,2,1,0,1,0
SN,AH,chikitsa,1981,62,83,31,39,75,87,4,23,58,2,1,0,1,0
SN,AH,chikitsa,1982,62,83,30,39,76,87,4,23,58,2,1,0,1,0
SN,AH,chikitsa,1983,62,83,30,38,75,89,4,23,58,2,1,0,1,0
SN,AH,chikitsa,1984,63,82,32,38,74,89,3,23,58,2,1,0,1,0
SN,AH,chikitsa,1985,64,83,32,38,72,88,3,23,57,2,1,0,1,0
SN,AH,chikitsa,1986,64,83,31,38,74,89,3,22,56,2,1,0,1,0
SN,AH,chikitsa,1987,64,83,31,38,73,90,3,22,56,2,1,0,1,0
SN,AH,chikitsa,1988,63,84,32,37,74,89,4,22,55,2,1,0,1,0
SN,AH,chikitsa,1989,63,85,32,38,72,88,4,23,55,2,1,0,1,0
SN,AH,chikitsa,1990,64,85,31,37,74,88,3,25,55,2,1,0,1,0
SN,AH,chikitsa,1991,65,87,29,36,73,88,3,26,55,2,1,0,1,0
SN,AH,chikitsa,1992,65,87,29,36,73,85,3,27,57,2,1,0,1,0
SN,AH,chikitsa,1993,65,88,29,36,72,85,3,26,58,2,1,0,1,0
SN,AH,chikitsa,1994,65,89,30,36,70,87,3,26,56,2,1,0,1,0
SN,AH,chikitsa,1995,65,90,31,37,69,87,3,27,53,2,1,0,1,0
SN,AH,chikitsa,1996,65,90,30,38,69,87,3,26,54,2,1,0,1,0
SN,AH,chikitsa,1997,65,90,30,38,70,87,3,26,53,2,1,0,1,0
SN,AH,chikitsa,1998,65,90,31,38,70,87,3,26,52,2,1,0,1,0
SN,AH,chikitsa,1999,66,90,32,36,67,87,3,26,51,1,1,0,1,0
SN,AH,chikitsa,2000,67,91,32,37,67,89,3,26,52,1,1,0,0,0
SN,AH,chikitsa,2001,67,91,32,38,65,90,3,25,51,1,1,0,0,0
SN,AH,chikitsa,2002,67,91,32,38,64,92,3,24,49,1,1,0,0,0
SN,AH,chikitsa,2003,67,91,31,38,64,92,3,24,50,1,1,0,0,0
SN,AH,chikitsa,2004,67,93,31,39,65,92,3,24,51,1,1,0,0,0
SN,AH,chikitsa,2005,67,93,31,38,65,93,3,24,51,1,1,0,0,0
SN,AH,chikitsa,2006,66,92,31,38,66,94,3,25,51,1,2,0,0,0
SN,AH,chikitsa,2007,67,93,31,38,66,93,3,23,50,1,2,0,0,0
SN,AH,chikitsa,2008,67,93,31,38,65,95,3,23,49,1,2,0,0,0
SN,AH,chikitsa,2009,67,92,31,39,65,95,3,23,49,1,2,0,0,0
SN,AH,chikitsa,2010,67,91,32,39,66,94,3,23,49,1,2,0,0,0
SN,AH,chikitsa,2011,66,91,32,39,65,94,4,23,50,1,2,0,0,0
SN,AH,chikitsa,2012,67,90,32,40,66,92,3,23,51,1,2,0,0,0
SN,AH,chikitsa,2013,67,91,32,40,66,91,3,23,51,1,2,0,0,0
SN,AH,chikitsa,2014,67,91,32,39,66,92,3,22,52,1,2,0,0,0
SN,AH,chikitsa,2015,68,92,33,37,65,92,3,22,51,1,1,0,0,0
SN,AH,chikitsa,2016,68,92,33,38,65,91,3,22,51,1,1,0,0,0
SN,AH,chikitsa,2017,68,92,33,39,65,92,3,22,49,1,1,0,0,0
SN,AH,chikitsa,2018,68,92,34,39,65,92,3,22,48,1,1,0,0,0
SN,AH,chikitsa,2019,68,92,33,39,65,92,3,22,49,1,1,0,0,0
SN,AH,chikitsa,2020,68,92,32,37,65,94,3,22,50,1,1,0,0,0
SN,AH,chikitsa,2021,68,92,32,37,63,94,3,22,52,1,1,0,0,0
SN,AH,chikitsa,2022,68,92,30,37,64,96,3,22,51,1,1,0,0,0
SN,AH,chikitsa,2023,69,92,29,35,63,95,3,22,51,0,1,0,0,0
SN,AH,chikitsa,2024,69,92,29,35,62,95,3,22,52,0,1,0,0,0
SN,AH,chikitsa,2025,69,92,28,35,62,98,3,21,51,0,1,0,0,0
SN,AH,chikitsa,2026,69,91,27,36,63,97,3,20,53,0,1,0,0,0
SN,AH,chikitsa,2027,69,91,26,34,65,99,3,20,52,0,1,0,0,0
SN,AH,chikitsa,2028,69,92,26,35,65,99,3,20,50,0,1,0,0,0
SN,AH,chikitsa,2029,69,92,26,36,65,100,3,19,49,0,1,0,0,0
SN,AH,chikitsa,2030,68,91,26,38,66,99,3,20,50,0,1,0,0,0
SN,AH,chikitsa,2031,68,89,26,39,66,99,3,20,51,0,1,0,0,0
SN,AH,chikitsa,2032,68,88,26,38,68,99,3,20,51,0,1,0,0,0
SN,AH,chikitsa,2033,68,89,25,38,68,101,3,20,49,0,1,0,0,0
SN,AH,chikitsa,2034,67,90,26,38,68,104,3,21,48,1,1,0,0,0
SN,AH,chikitsa,2035,67,91,26,38,68,102,3,22,48,1,1,0,0,0
SN,AH,chikitsa,2036,67,90,25,38,70,101,3,22,49,1,1,0,0,0
SN,AH,chikitsa,2037,68,90,25,37,71,99,3,21,49,1,1,0,0,0
SN,AH,chikitsa,2038,68,91,24,37,72,97,3,21,50,1,1,0,0,0
SN,AH,chikitsa,2039,68,90,23,37,72,96,3,22,52,1,1,0,0,0
SN,AH,chikitsa,2040,68,90,22,36,73,96,3,21,54,1,1,0,0,0
SN,AH,chikitsa,2041,68,91,21,36,75,95,3,21,53,1,1,0,0,0
SN,AH,chikitsa,2042,68,91,22,36,74,96,3,20,53,1,1,0,0,0
SN,AH,chikitsa,2043,68,92,22,36,75,94,3,19,54,1,1,0,0,0
SN,AH,chikitsa,2044,68,92,22,36,76,94,3,18,54,1,1,0,0,0
SN,AH,chikitsa,2045,68,92,22,36,78,95,3,17,52,1,1,0,0,0
SN,AH,chikitsa,2046,68,92,22,36,78,96,3,17,51,1,1,0,0,0
SN,AH,chikitsa,2047,68,91,22,37,78,95,3,17,52,1,1,0,0,0
SN,AH,chikitsa,2048,68,91,22,37,78,95,3,16,53,1,1,0,0,0
SN,AH,chikitsa,2049,68,91,22,38,78,95,3,16,52,1,1,0,0,0
SN,AH,chikitsa,2050,67,89,22,39,80,97,3,16,52,1,1,0,0,0
SN,AH,chikitsa,2051,67,88,23,39,80,97,3,17,51,1,1,0,0,0
SN,AH,chikitsa,2052,67,86,24,40,81,98,3,17,49,1,1,0,0,0
SN,AH,chikitsa,2053,67,87,24,39,82,97,3,17,49,1,1,0,0,0
SN,AH,chikitsa,2054,66,88,24,41,84,95,3,18,48,1,1,0,0,0
SN,AH,chikitsa,2055,67,88,24,39,82,96,3,17,49,1,1,0,0,0
SN,AH,chikitsa,2056,67,89,24,40,82,97,2,16,50,1,1,0,0,0
SN,AH,chikitsa,2057,67,89,25,40,81,95,2,17,51,1,1,0,0,0
SN,AH,chikitsa,2058,67,89,25,41,81,94,2,17,51,1,1,0,0,0
SN,AH,chikitsa,2059,67,89,23,40,83,95,2,17,51,1,1,0,0,0
SN,AH,chikitsa,2060,66,89,22,41,84,95,2,18,52,1,1,0,0,0
SN,AH,chikitsa,2061,66,90,23,41,82,95,2,18,52,1,1,0,0,0
SN,AH,chikitsa,2062,66,90,22,41,82,94,2,18,54,1,1,0,0,0
SN,AH,chikitsa,2063,67,89,22,42,82,94,1,18,54,1,1,0,0,0
SN,AH,chikitsa,2064,67,88,22,43,83,93,1,17,55,1,1,0,0,0
SN,AH,chikitsa,2065,67,88,22,44,83,93,1,15,54,1,1,0,0,0
SN,AH,chikitsa,2066,67,87,24,45,81,93,1,14,53,1,1,0,0,0
SN,AH,chikitsa,2067,67,89,24,45,81,94,1,13,51,1,1,0,0,0
SN,AH,chikitsa,2068,66,89,26,46,82,93,1,14,52,2,1,0,0,0
SN,AH,chikitsa,2069,66,90,25,46,82,92,1,14,53,2,1,0,0,0
SN,AH,chikitsa,2070,66,92,25,46,84,93,1,15,55,2,1,0,0,0
SN,AH,chikitsa,2071,66,92,25,45,84,94,1,15,55,2,1,0,0,0
SN,AH,chikitsa,2072,65,92,25,45,85,97,1,15,56,3,1,0,0,0
SN,AH,chikitsa,2073,65,93,24,45,84,97,1,15,57,3,1,0,0,0
SN,AH,chikitsa,2074,64,93,24,47,86,99,1,15,56,4,1,0,0,0
SN,AH,chikitsa,2075,64,93,24,46,87,99,1,15,56,4,1,0,0,0
SN,AH,chikitsa,2076,64,94,25,46,86,98,1,16,55,4,1,0,0,0
SN,AH,chikitsa,2077,64,94,25,46,86,97,1,16,56,4,1,0,0,0
SN,AH,chikitsa,2078,64,94,26,46,85,98,1,16,55,4,1,0,0,0
SN,AH,chikitsa,2079,64,93,26,46,85,99,1,16,55,4,1,0,0,0
SN,AH,chikitsa,2080,63,93,27,45,85,98,2,17,55,4,1,0,0,0
SN,AH,chikitsa,2081,64,94,27,45,85,95,2,16,56,4,0,0,0,0
SN,AH,chikitsa,2082,64,94,28,44,84,96,2,16,56,4,0,0,0,0
SN,AH,chikitsa,2083,64,94,28,45,84,95,2,16,56,4,0,0,0,0
SN,AH,chikitsa,2084,64,94,29,43,85,94,2,17,56,4,0,0,0,0
SN,AH,chikitsa,2085,64,94,29,43,84,95,2,17,56,4,0,0,0,0
SN,AH,chikitsa,2086,65,94,29,43,84,96,1,18,54,4,0,0,0,0
SN,AH,chikitsa,2087,65,94,29,42,83,98,1,18,54,4,0,0,0,0
SN,AH,chikitsa,2088,64,92,31,43,83,98,1,20,54,4,0,0,0,0
SN,AH,chikitsa,2089,64,92,31,43,84,97,1,21,53,4,0,0,0,0
SN,AH,chikitsa,2090,64,92,32,43,83,98,1,21,52,4,0,0,0,0
SN,AH,chikitsa,2091,64,92,32,42,84,98,1,21,52,4,0,0,0,0
SN,AH,chikitsa,2092,64,92,34,41,83,98,1,21,52,4,0,0,0,0
SN,AH,chikitsa,2093,64,92,35,41,83,97,1,20,53,4,0,0,0,0
SN,AH,chikitsa,2094,64,92,35,40,84,98,1,20,52,4,0,0,0,0
SN,AH,chikitsa,2095,64,92,35,41,85,96,1,20,52,4,0,0,0,0
SN,AH,chikitsa,2096,64,92,34,42,85,97,1,21,50,4,0,0,0,0
SN,AH,chikitsa,2097,63,92,34,44,84,95,2,21,51,4,0,0,0,0
SN,AH,chikitsa,2098,63,92,34,45,85,93,2,20,52,4,0,0,0,0
SN,AH,chikitsa,2099,63,92,34,44,86,94,2,20,51,4,0,0,0,0
SN,AH,chikitsa,2100,63,92,34,44,88,91,2,20,52,4,0,0,0,0
SN,AH,chikitsa,2101,63,92,34,45,87,91,2,21,51,4,0,0,0,0
SN,AH,chikitsa,2102,63,92,34,46,88,89,2,21,51,4,0,0,0,0
SN,AH,chikitsa,2103,63,91,36,45,86,90,2,21,52,4,0,0,0,0
SN,AH,chikitsa,2104,63,91,37,44,86,91,2,21,51,4,0,0,0,0
SN,AH,chikitsa,2105,63,92,37,44,84,91,3,20,50,4,0,0,0,0
SN,AH,chikitsa,2106,63,92,38,44,84,91,3,20,49,4,0,0,0,0
SN,AH,chikitsa,2107,63,92,39,45,82,89,3,20,51,4,0,0,0,0
SN,AH,chikitsa,2108,63,91,40,45,82,88,3,20,52,4,0,0,0,0
SN,AH,chikitsa,2109,64,91,39,44,81,86,3,19,53,3,0,0,0,0
SN,AH,chikitsa,2110,63,89,40,45,81,87,3,19,55,3,0,0,0,0
SN,AH,chikitsa,2111,63,89,41,46,81,86,3,19,54,3,0,0,0,0
SN,AH,chikitsa,2112,63,89,41,45,80,87,3,19,55,3,0,0,0,0
SN,AH,chikitsa,2113,63,88,41,45,81,89,3,19,53,3,0,0,0,0
SN,AH,chikitsa,2114,62,88,43,46,80,92,3,19,53,4,0,0,0,0
SN,AH,chikitsa,2115,62,88,43,47,79,93,3,19,52,4,0,0,0,0
SN,AH,chikitsa,2116,62,88,43,46,78,94,3,20,52,4,0,0,0,0
SN,AH,chikitsa,2117,62,88,42,46,78,93,3,20,54,4,0,0,0,0
SN,AH,chikitsa,2118,62,89,43,46,76,94,3,20,53,4,0,0,0,0
SN,AH,chikitsa,2119,62,89,43,46,76,94,3,20,53,4,0,0,0,0
SN,AH,chikitsa,2120,62,91,43,45,74,94,3,21,53,4,0,0,0,0
SN,AH,chikitsa,2121,62,91,43,45,75,93,3,21,53,4,0,0,0,0
SN,AH,chikitsa,2122,62,91,43,44,75,94,3,22,52,4,0,0,0,0
SN,AH,chikitsa,2123,62,92,43,43,76,94,3,22,51,4,0,0,0,0
SN,AH,chikitsa,2124,62,92,42,41,78,93,3,23,52,4,0,0,0,0
SN,AH,chikitsa,2125,63,93,41,41,76,91,3,24,52,4,0,0,0,0
SN,AH,chikitsa,2126,63,94,41,42,76,90,3,23,52,4,0,0,0,0
SN,AH,chikitsa,2127,63,95,40,42,75,90,3,23,53,4,0,0,0,0
SN,AH,chikitsa,2128,63,94,40,43,74,90,3,24,53,4,0,0,0,0
SN,AH,chikitsa,2129,64,93,40,41,73,90,3,23,55,4,0,0,0,0
SN,AH,chikitsa,2130,64,94,40,42,71,89,3,24,55,4,0,0,0,0
SN,AH,chikitsa,2131,65,93,39,41,70,90,3,24,55,4,0,0,0,0
SN,AH,chikitsa,2132,65,93,38,42,71,91,3,23,54,4,0,0,0,0
SN,AH,chikitsa,2133,65,95,39,40,70,90,3,23,55,4,0,0,0,0
SN,AH,chikitsa,2134,65,95,40,41,70,88,3,23,55,4,0,0,0,0
SN,AH,chikitsa,2135,66,95,40,40,69,88,3,22,55,4,0,0,0,0
SN,AH,chikitsa,2136,66,95,40,41,70,86,3,22,55,4,0,0,0,0
SN,AH,chikitsa,2137,66,96,40,41,71,85,3,22,54,4,0,0,0,0
SN,AH,chikitsa,2138,66,96,40,40,71,86,3,22,54,4,0,0,0,0
SN,AH,chikitsa,2139,66,96,41,38,70,86,3,24,54,4,0,0,0,0
SN,AH,chikitsa,2140,65,95,41,39,71,87,3,25,53,4,1,0,0,0
SN,AH,chikitsa,2141,65,96,39,39,72,86,3,25,54,4,1,0,0,0
SN,AH,chikitsa,2142,65,95,40,40,71,86,3,25,54,4,1,0,0,0
SN,AH,chikitsa,2143,66,94,39,40,71,86,3,24,52,3,1,0,0,0
SN,AH,chikitsa,2144,65,93,40,41,74,87,3,24,52,4,1,0,0,0
SN,AH,chikitsa,2145,65,92,39,40,72,88,3,22,50,4,1,0,0,0
SN,AH,chikitsa,2146,65,92,40,41,73,86,3,22,49,4,1,0,0,0
SN,AH,chikitsa,2147,66,92,40,42,71,84,3,22,47,3,1,0,0,0
SN,AH,chikitsa,2148,66,91,40,42,73,84,3,22,46,3,1,0,0,0
SN,AH,chikitsa,2149,67,91,39,41,73,81,3,22,46,2,1,0,0,0
SN,AH,chikitsa,2150,67,91,40,42,73,79,3,22,46,2,1,0,0,0
SN,AH,chikitsa,2151,67,90,40,41,73,82,3,21,46,2,1,0,0,0
SN,AH,chikitsa,2152,66,90,41,44,73,81,3,21,46,2,1,0,0,0
SN,AH,chikitsa,2153,66,90,40,44,74,79,3,22,47,2,1,0,0,0
SN,AH,chikitsa,2154,65,90,40,44,74,78,4,22,48,2,1,0,0,0
SN,AH,chikitsa,2155,65,90,40,45,75,77,4,21,48,2,1,0,0,0
SN,AH,chikitsa,2156,65,90,41,45,75,77,4,22,46,2,1,0,0,0
SN,AH,chikitsa,2157,65,91,41,45,76,76,4,22,45,2,1,0,0,0
SN,AH,chikitsa,2158,65,91,41,43,78,75,4,23,45,2,1,0,0,0
SN,AH,chikitsa,2159,65,92,40,44,77,76,4,23,44,2,1,0,0,0
SN,AH,chikitsa,2160,65,92,39,44,78,76,4,23,44,2,1,0,0,0
SN,AH,chikitsa,2161,65,92,38,44,79,77,4,22,44,2,1,0,0,0
SN,AH,chikitsa,2162,65,92,38,44,79,77,4,22,44,2,1,0,0,0
SN,AH,chikitsa,2163,66,93,36,43,79,78,4,21,43,2,1,0,0,0
SN,AH,chikitsa,2164,66,94,37,43,78,78,4,20,43,2,1,0,0,0
SN,AH,chikitsa,2165,66,94,35,43,79,79,4,20,43,2,1,0,0,0
SN,AH,chikitsa,2166,66,95,35,43,77,80,4,20,43,2,1,0,0,0
SN,AH,chikitsa,2167,66,96,34,43,78,78,4,20,44,2,1,0,0,0
SN,AH,chikitsa,2168,66,96,32,43,79,79,4,21,43,2,1,0,0,0
SN,AH,chikitsa,2169,65,96,33,43,78,78,5,21,44,2,1,0,0,0
SN,AH,chikitsa,2170,65,96,34,42,78,80,5,21,42,2,1,0,0,0
SN,AH,chikitsa,2171,65,96,35,42,79,79,5,20,42,2,1,0,0,0
SN,AH,chikitsa,2172,66,96,35,41,81,79,4,21,40,2,1,0,0,0
SN,AH,chikitsa,2173,66,97,36,40,80,79,4,21,40,2,1,0,0,0
SN,AH,chikitsa,2174,66,97,35,40,79,78,4,21,43,2,1,0,0,0
SN,AH,chikitsa,2175,66,97,35,41,78,78,4,21,43,2,1,0,0,0
SN,AH,chikitsa,2176,66,97,36,39,80,78,4,20,43,2,1,0,0,0
SN,AH,chikitsa,2177,66,97,37,38,78,80,4,20,43,2,1,0,0,0
SN,AH,chikitsa,2178,65,97,36,40,79,80,4,21,43,2,1,0,0,0
SN,AH,chikitsa,2179,65,98,36,40,80,78,4,21,43,2,1,0,0,0
SN,AH,chikitsa,2180,66,99,36,39,80,78,3,20,44,2,1,0,0,0
SN,AH,chikitsa,2181,66,99,35,38,81,79,3,20,44,2,1,0,0,0
SN,AH,chikitsa,2182,66,99,34,38,82,81,3,20,42,2,1,0,0,0
SN,AH,chikitsa,2183,66,99,33,38,83,80,3,21,42,2,1,0,0,0
SN,AH,chikitsa,2184,65,99,34,41,83,79,3,22,41,2,1,0,0,0
SN,AH,chikitsa,2185,66,100,33,40,83,79,3,22,39,2,1,0,0,0
SN,AH,chikitsa,2186,66,101,33,39,81,79,3,22,41,2,1,0,0,0
SN,AH,chikitsa,2187,66,101,33,39,79,81,3,22,41,2,1,0,0,0
SN,AH,chikitsa,2188,66,101,33,40,78,81,3,22,41,2,1,0,0,0
SN,AH,chikitsa,2189,67,101,32,39,78,79,3,21,41,1,1,0,0,0
SN,AH,chikitsa,2190,67,101,32,38,81,77,3,21,41,1,1,0,0,0
SN,AH,chikitsa,2191,67,100,32,38,83,77,3,20,41,1,1,0,0,0
SN,AH,chikitsa,2192,67,100,32,38,84,75,3,20,42,1,1,0,0,0
SN,AH,chikitsa,2193,67,98,32,38,85,75,3,21,42,1,1,0,0,0
SN,AH,chikitsa,2194,67,98,33,37,83,77,3,21,42,1,1,0,0,0
SN,AH,chikitsa,2195,67,96,33,37,85,77,3,20,43,1,1,0,0,0
SN,AH,chikitsa,2196,67,97,33,38,82,76,3,20,45,1,1,0,0,0
SN,AH,chikitsa,2197,67,97,33,39,82,76,3,19,45,1,1,0,0,0
SN,AH,chikitsa,2198,66,96,33,41,82,76,3,19,47,1,1,0,0,0
SN,AH,chikitsa,2199,66,96,34,41,81,77,3,18,47,1,1,0,0,0
SN,AH,chikitsa,2200,65,96,34,40,86,76,3,18,47,1,1,0,0,0
SN,AH,chikitsa,2201,65,95,34,40,87,76,3,18,47,1,1,0,0,0
SN,AH,chikitsa,2202,64,95,34,41,89,75,3,19,47,1,1,0,0,0
SN,AH,chikitsa,2203,64,94,34,41,89,76,3,18,48,1,1,0,0,0
SN,AH,chikitsa,2204,64,94,33,41,90,77,3,19,46,1,1,0,0,0
SN,AH,chikitsa,2205,64,93,33,40,92,77,3,18,47,1,1,0,0,0
SN,AH,chikitsa,2206,64,93,34,41,91,76,3,19,46,1,1,0,0,0
SN,AH,chikitsa,2207,64,93,34,40,90,76,3,20,47,1,1,0,0,0
SN,AH,chikitsa,2208,64,91,33,40,91,78,3,20,47,1,1,0,0,0
SN,AH,chikitsa,2209,64,91,33,40,89,79,3,20,48,1,1,0,0,0
SN,AH,chikitsa,2210,64,91,33,39,89,80,3,21,47,1,1,0,0,0
SN,AH,chikitsa,2211,64,90,32,38,89,82,3,21,48,1,1,0,0,0
SN,AH,chikitsa,2212,64,89,33,38,87,83,3,22,48,1,1,0,0,0
SN,AH,chikitsa,2213,64,90,32,38,88,82,3,22,48,1,1,0,0,0
SN,AH,chikitsa,2214,64,90,31,38,90,84,3,20,47,1,1,0,0,0
SN,AH,chikitsa,2215,65,93,31,36,88,83,3,19,48,1,0,0,0,0
SN,AH,chikitsa,2216,64,91,34,36,88,84,3,20,48,1,0,0,0,0
SN,AH,chikitsa,2217,64,90,33,36,89,83,3,20,50,1,0,0,0,0
SN,AH,chikitsa,2218,63,89,33,37,89,85,3,20,51,1,0,0,0,0
SN,AH,chikitsa,2219,64,89,32,36,88,83,3,21,50,0,0,0,0,0
SN,AH,chikitsa,2220,63,88,33,36,89,80,4,22,51,0,0,0,0,0
SN,AH,chikitsa,2221,62,88,32,35,89,81,5,22,52,0,0,0,0,0
SN,AH,chikitsa,2222,61,89,33,34,90,80,5,23,53,0,0,0,0,0
SN,AH,chikitsa,2223,61,89,34,34,88,80,5,23,54,0,0,0,0,0
SN,AH,chikitsa,2224,61,89,34,33,86,80,5,24,56,0,0,0,0,0
SN,AH,chikitsa,2225,61,89,34,34,85,80,5,25,55,0,0,0,0,0
SN,AH,chikitsa,2226,61,89,33,35,88,77,5,25,55,0,0,0,0,0
SN,AH,chikitsa,2227,62,89,32,32,89,78,5,25,54,0,0,0,0,0
SN,AH,chikitsa,2228,62,89,32,32,90,78,5,25,53,0,0,0,0,0
SN,AH,chikitsa,2229,63,89,33,31,91,79,4,25,51,0,0,0,0,0
SN,AH,chikitsa,2230,64,89,32,32,90,80,3,25,51,0,0,0,0,0
SN,AH,chikitsa,2231,64,89,31,33,88,82,3,24,52,0,0,0,0,0
SN,AH,chikitsa,2232,64,88,31,34,88,82,3,24,52,0,0,0,0,0
SN,AH,chikitsa,2233,64,88,32,34,87,82,3,24,52,0,0,0,0,0
SN,AH,chikitsa,2234,64,87,33,34,87,81,3,23,54,0,0,0,0,0
SN,AH,chikitsa,2235,64,88,34,34,85,81,3,23,54,0,0,0,0,0
SN,AH,chikitsa,2236,63,88,35,34,84,81,4,24,53,0,0,0,0,0
SN,AH,chikitsa,2237,63,88,35,34,84,82,4,24,52,0,0,0,0,0
SN,AH,chikitsa,2238,63,89,35,35,83,81,4,24,52,0,0,0,0,0
SN,AH,chikitsa,2239,63,88,34,35,82,81,4,25,54,0,0,0,0,0
SN,AH,chikitsa,2240,63,88,34,36,82,80,4,25,54,0,0,0,0,0
SN,AH,chikitsa,2241,62,87,34,38,83,78,5,26,53,0,0,0,0,0
SN,AH,chikitsa,2242,61,87,33,39,85,79,5,26,53,0,0,0,0,0
SN,AH,chikitsa,2243,61,87,33,39,85,80,5,25,53,0,0,0,0,0
SN,AH,chikitsa,2244,62,87,32,39,87,80,4,25,52,0,0,0,0,0
SN,AH,chikitsa,2245,62,87,31,40,87,79,4,25,53,0,0,0,0,0
SN,AH,chikitsa,2246,61,86,30,40,89,81,4,26,53,0,0,0,0,0
SN,AH,chikitsa,2247,61,86,30,39,89,82,4,25,54,0,0,0,0,0
SN,AH,chikitsa,2248,60,84,30,40,92,83,4,25,54,0,0,0,0,0
SN,AH,chikitsa,2249,60,84,30,41,93,83,4,25,52,0,0,0,0,0
SN,AH,chikitsa,2250,60,84,29,40,94,84,4,25,52,0,0,0,0,0
SN,AH,chikitsa,2251,60,85,29,40,93,85,4,25,51,0,0,0,0,0
SN,AH,chikitsa,2252,60,86,29,41,92,84,4,25,51,0,0,0,0,0
SN,AH,chikitsa,2253,61,86,29,39,91,83,4,25,52,0,0,0,0,0
SN,AH,chikitsa,2254,60,85,29,41,91,83,4,27,52,0,0,0,0,0
SN,AH,chikitsa,2255,60,84,29,40,91,84,4,28,52,0,0,0,0,0
SN,AH,chikitsa,2256,60,84,29,40,90,84,4,28,53,0,0,0,0,0
SN,AH,chikitsa,2257,60,84,29,39,90,85,4,28,53,0,0,0,0,0
SN,AH,chikitsa,2258,60,84,29,39,90,86,4,27,53,0,0,0,0,0
SN,AH,chikitsa,2259,61,84,28,37,90,87,4,26,53,0,0,0,0,0
SN,AH,chikitsa,2260,60,84,28,38,91,88,4,26,53,0,0,0,0,0
SN,AH,chikitsa,2261,60,83,27,39,92,89,4,26,52,0,0,0,0,0
SN,AH,chikitsa,2262,60,83,27,39,94,88,4,26,51,0,0,0,0,0
SN,AH,chikitsa,2263,59,83,27,38,95,88,5,26,51,0,0,0,0,0
SN,AH,chikitsa,2264,58,82,26,39,99,88,5,26,51,0,0,0,0,0
